07年 3月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,
 9,11,Ｅタイセイユニオン, 47,高井彰, 2.7, 40,  -7, -15, 7, 41.3,⑥⑨⑪, 9, 6, グランプリゴｰルド,,小林慎, 9.7,,,, 5, 17.7,⑧⑧⑨,,,,,,,,,,,,, 9,13,Ｌメジロハンタｰ, 72,石橋守, 0.9, 76,   3,  17, 9, 57.5, ⑨⑩
10, 5,Ｆビクトリｰブランコ, 44,鮫島良, 2.9, 38,  -6, -21, 8, 56.0,④⑤⑦,10, 4, セイウンエポック,,高井彰, 9.9,,,,12,178.9,⑭⑪⑪,,,,,,,,,,,,,10, 8,Ｉシゲルドントイケ, 76,向山牧, 0.9, 80,   0,  22,12,114.0, ⑫⑬
11, 4,Ｉサダムカアナパリ, 40,長谷川, 3.1, 37,  -8, -17, 4, 18.0,⑪⑪⑪,11, 3, ニシノウラシマ,,今村康,12.2,,,, 7, 29.7,⑨⑨⑩,,,,,,,,,,,,,11,12,Ｎルタンティｰル, 72,服部剛, 1.0, 72,   5,  11,10, 72.5, ②⑥
12, 3,Ｋコスモカンチュ, 36,福永祐, 4.1, 31,  -7, -28,11,169.3,④⑨⑩,12,12, テイエムトッパズレ,,白坂聡,15.0,,,,11,137.4,⑪⑪⑫,,,,,,,,,,,,,12, 9,Ｍダブルタイトル, 72,小林徹, 1.2, 71,   3,  13,16,311.9, ⑨⑩
13, 1,Ｌワンダｰラピデス, 26,田村太, 8.8,-36, -14, -65,13,307.9,⑦⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,13,15,Ｏムｰンシャイン, 72,蓑島靖, 1.3, 68,*  7,   4, 7, 24.5, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｊホエｰルシャｰク, 75,生野賢, 1.4, 67,*  7,   2,13,128.9, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｋアグネスラック, 73,長谷川, 1.5, 67,   7,   2,11, 78.6, ②④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｐマイネルデュプレ, 70,荻野要, 2.5, 56,  -3,   2,15,152.7, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-2),,,,,,,,,,,
単勝:120円 複勝:12=100円 02=140円 08=190円 枠連:270円,,,,,,,,,,,,単勝:220円 複勝:11=130円 08=720円 07=270円 枠連:870円,,,,,,,,,,,,単勝:360円 複勝:05=100円 01=100円 08=120円 枠連:0円,,,,,,,,,,,,"単勝:1,080円 複勝:03=230円 06=110円 14=150円 枠連:670円",,,,,,,,,,,
馬連:290円 ワイド:02-12=140円 08-12=290円 02-08=570円,,,,,,,,,,,,"馬連:4,140円 ワイド:08-11=1,360円 07-11=460円 07-08=2,980円",,,,,,,,,,,,馬連:170円 ワイド:01-05=110円 05-08=190円 01-08=160円,,,,,,,,,,,,"馬連:1,010円 ワイド:03-06=430円 03-14=730円 06-14=220円",,,,,,,,,,,
馬単:360円 3連複:750円,,,,,,,,,,,,"馬単:5,370円 3連複:9,930円",,,,,,,,,,,,馬単:560円 3連複:230円,,,,,,,,,,,,"馬単:3,210円 3連複:1,330円 3連単:13,930円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.6,,,,,■ 5R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■11R  ダ2000m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａアンジェラスキッス, 63,四位洋,, 69,   0,*  5, 2,  3.9, ⑤③, 1, 3, マルタｰズマガン,---,四位洋,, 61,*  1,  -6, 2,  2.9, ①①, 1, 6,Ｃフィｰルドジュエル, 66,酒井学,, 66,  -1,*  9, 7, 55.5,⑬⑫⑬, 1, 8,Ｅクワイエットデイ, 86,角田晃,, 80,*  3,  17,10, 56.0,①①①
 2, 9,Ｋコスモイｰゴリ, 19,鮫島良, 0.2, 65,*  2,  -1, 3,  4.3, ①①, 2,14, アドマイヤフランク,---,安藤勝, 0.4, 56,*  0,  -9, 1,  2.0, ②②, 2,11,Ａエイシンイダテン, 70,小牧太, 0.2, 68,*  6,  -6, 2,  2.7,①①①, 2,14,Ａツムジカゼ, 88,鮫島良, 0.0, 83,*  2,* 20, 7, 16.3,③③③
 3, 3,Ｃウインハンズダウン, 57,小牧太, 0.6, 62,  -3,   2, 1,  3.2, ⑥⑥, 3, 9, プロミネントスキル,---,小林徹, 0.4, 51, -13,*  4, 7, 36.1, ⑫⑧, 3, 1,Ｆシルクワンダｰ, 61,長谷川, 0.3, 65,   2,   1, 4, 14.9,⑤⑤⑤, 3,13,Ｆオｰガストバイオ, 84,小牧太, 0.0, 82,*  3,  19, 6, 15.9,②②②
 4, 1,Ｇエｰシンレドメｰン, 46,長谷川, 0.7, 62,   2,  -3, 7, 10.9, ③③, 4,13, メイショウエンジン,---,福永祐, 0.8, 49,  -4,  -9, 8, 43.9, ⑥④, 4, 3,Ｉエイシンフタイテン, 57,福永祐, 0.4, 64,   0,*  5,10, 77.2,⑫⑫⑪, 4,11,Ｈオリンピアンナイト, 82,四位洋, 0.2, 88,   1,* 22, 1,  2.2,⑪⑩④
 5,10,Ｂヒシインペリアル, 61,石橋守, 0.8, 62,*  4,  -6, 6,  9.7, ②②, 5,12, メイショウウイン,---,鮫島良, 1.5, 40,  -4, -16, 9, 53.6, ⑤④, 5,14,Ｄダノンシャトル, 65,四位洋, 0.5, 65,*  6,  -8, 3,  5.2,③②②, 5,12,Ｂタイキエニグマ, 87,福永祐, 0.2, 83,   3,  20, 4,  7.2,⑥⑦④
 6, 8,Ｄロｰケイダブリュ, 55,田村太, 1.1, 55,   0,  -8, 5,  9.5, ③③, 6,11, ナリタスパｰク,---,向山牧, 1.7, 37, -10, -12, 3,  9.4, ⑧⑨, 6, 7,Ｊカネトシスティｰブ, 56,秋山真, 0.6, 63,   1,   0, 8, 64.6,⑦⑨⑨, 6, 5,Ｄスナｰクファルコン, 87,秋山真, 0.3, 79,   1,  18, 2,  5.1,⑤④④
 7, 4,Ｅトップオブバイオ, 52,秋山真, 1.2, 56,  -5,  -2, 4,  8.8, ⑧⑧, 7,15, セトメリｰ,---,古川吉, 1.8, 40,  -2, -21, 6, 29.7, ③③, 7, 5,Ｅツルマルフェロｰ, 65,鮫島良, 0.8, 59,   0,  -2, 5, 17.5,⑩⑨⑪, 7,10,Ｇシルククルセイダｰ, 84,長谷川, 0.6, 82,   0,* 20, 5, 13.0,⑫⑫⑦
 8, 2,Ｉチアズプレジデント, 40,向山牧, 1.3, 54,  -9,   1,10,100.9, ⑩⑨, 8,10, キｰライセンス,---,長谷川, 1.9, 40, -25,*  0,10, 80.9, ⑯⑯, 8, 8,Ｂレゴラス, 69,安藤勝, 0.9, 61,*  6, -13, 1,  2.2,②②②, 8, 1,Ｋスズジャパン, 79,向山牧, 1.2, 72,  -1,  15, 8, 21.0,⑭⑬⑬
 9, 5,Ｆユウキタイティ, 49,小林徹, 1.5, 53,  -3,  -7, 8, 51.3, ⑥⑥, 9, 1, コウユｰコマチ,---,角田晃, 2.1, 35, -10, -16, 5, 15.3, ⑪⑦, 9, 4,Ｌアｰリｰオｰタム, 53,須貝尚, 1.0, 60,   3,  -8, 9, 74.4,③④⑤, 9, 6,Ｎカイトヒルウインド, 69,石橋守, 1.3, 68,   0,  12,13,183.9,⑩⑩⑦
10, 7,Ｈマホロバ, 41,小林慎, 2.7, 39, -12, -10, 9, 90.8, ⑪⑪,10, 4, カシノウェｰブ,---,須貝尚, 2.3, 33, -14, -14,15,258.6, ⑫⑫,10,13,Ｋブルｰアイガｰ, 54,荻野要, 1.6, 55,   2, -12, 6, 48.4,⑦⑧⑤,10, 7,Ｃエンシェントヒル, 87,生野賢, 1.4, 73,   0,  16, 3,  7.1,⑫⑭⑬
11,11,Ｊシャｰディｰピノｰ, 34,角田晃, 3.0, 36,  -7, -18,11,449.0, ⑧⑩,11, 6, ワンダｰサｰクル,---,田村太, 2.5, 27, -12, -20,11, 86.9, ⑧⑪,11, 9,Ｇスプリングザスパ, 58,向山牧, 1.6, 55,   3, -13,11,121.8,⑩⑤⑧,11, 2,Ｊベラｰジオ, 79,小林徹, 1.5, 66,   1,  10, 9, 55.5,⑥⑦⑪
,,,,,,,,,,,,12, 5, ボスコ,---,小牧太, 2.7, 29, -14, -18,12, 99.7, ⑫⑬,12,12,Ｎナイスグロｰリアス, 49,小林徹, 1.7, 54,   1, -11,13,181.7,⑦⑨⑨,12, 9,Ｌハギノベルテンポ, 78,上野翔, 1.8, 62,   1,   5,12,159.3,⑥⑥⑦
,,,,,,,,,,,,13, 7, マジックトゥラヴ,---,石橋守, 4.2, -2, -20, -27, 4, 12.0, ⑮⑮,13, 2,Ｈデンコウニンジャ, 57,古川吉, 1.8, 54,   3, -16,12,155.8,⑤⑤④,13, 3,Ｉアルファフォｰレス, 80,古川吉, 2.0, 61,   0,   5,11, 76.8,⑨⑦⑪
,,,,,,,,,,,,14, 8, グレｰトシャトル,---,秋山真, 4.5,  9, -12, -37,16,277.3, ⑧⑭,14,10,Ｍツキノオウジャ, 50,石橋守,27.4,27.4---,*-18, ---,14,366.1,⑭⑭⑭,14, 4,Ｍワイルドスナイパｰ, 77,高野容, 6.1,-37,   1, -40,14,193.7,③④⑦
,,,,,,,,,,,,15,16, ラニｰニャ,---,荻野要, 5.4, -5,  -7, -51,13,142.3, ⑥⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 2, キリシマタイコ,---,小坂忠, 5.7, -1,  -2, -59,14,241.9, ③④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,
単勝:390円 複勝:06=140円 09=150円 03=120円 枠連:670円,,,,,,,,,,,,単勝:290円 複勝:03=120円 14=110円 09=480円 枠連:280円,,,,,,,,,,,,"単勝:5,550円 複勝:06=980円 11=140円 01=330円 枠連:1,650円",,,,,,,,,,,,"単勝:5,600円 複勝:08=1,050円 14=430円 13=470円 枠連:2,250円",,,,,,,,,,,
"馬連:1,050円 ワイド:06-09=400円 03-06=210円 03-09=290円",,,,,,,,,,,,"馬連:300円 ワイド:03-14=170円 03-09=1,020円 09-14=970円",,,,,,,,,,,,"馬連:8,900円 ワイド:06-11=2,260円 01-06=7,490円 01-11=730円",,,,,,,,,,,,"馬連:23,970円 ワイド:08-14=5,090円 08-13=3,940円 13-14=1,830円",,,,,,,,,,,
"馬単:2,120円 3連複:690円",,,,,,,,,,,,"馬単:710円 3連複:1,940円",,,,,,,,,,,,"馬単:30,620円 3連複:30,580円",,,,,,,,,,,,"馬単:55,650円 3連複:64,800円 3連単:484,080円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■ 6R  芝2000m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,雪割草特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃメイショウコレット, 53,石橋守,, 61,* -1,* -2, 3,  5.7, ③②, 1, 1, フェルヴィｰド,---,四位洋,, 50,*-27,* 17, 1,  1.2,①①①, 1,16,Ａキングスベリｰ, 73,秋山真,, 71,*  3,   7, 5, 13.1, ②②, 1, 8,Ｈプロセッション, 67,向山牧,, 75,   7,*  8, 4,  7.4, ⑦⑥
 2, 2,Ｎエピグラフィｰ, 31,福永祐, 0.3, 59,*  0,  -6, 5, 10.4, ①①, 2,11, アドマイヤハｰト,---,福永祐, 0.0, 53,*-27,* 19, 3, 10.5,③③②, 2, 7,Ｅエイシンイチリン, 62,長谷川, 0.1, 68,*  4,   4, 6, 26.3, ①①, 2,10,Ｃトｰセンマエストロ, 72,上野翔, 0.2, 71,   5,*  8, 1,  2.3, ⑧⑨
 3, 5,Ｍナムラヘンリｰ, 32,小林徹, 0.3, 59,*  0,  -6, 7, 19.7, ②②, 3, 5, チャｰムピクチャｰ,---,石橋守, 0.7, 34, -29,  11, 2,  8.9,③⑤④, 3,10,Ｂウィズディクタット, 66,安藤勝, 0.3, 66,*  2,   4, 1,  1.8, ③③, 3, 4,Ｅグレイトアロｰ, 68,小牧太, 0.4, 68,   2,* 10, 3,  6.8, ⑪⑪
 4, 3,Ｇロングゼネラル, 41,長谷川, 0.4, 57,  -2,  -5,10, 32.1, ④④, 4, 2, トロピカルクイｰン,---,秋山真, 0.8, 39, -31,  14, 5, 17.5,⑧⑧⑥, 4,13,Ｃネバｰチェンジ, 63,鮫島良, 0.5, 62,*  2,   1, 4,  7.5, ⑤⑤, 4,11,Ｄビッグアラミス, 70,南井大, 0.8, 67,   7,   0, 6, 16.4, ⑧⑥
 5, 4,Ａエストラゴン, 61,秋山真, 0.7, 53,  -3,  -6, 4, 10.0, ⑥⑤, 5, 9, スｰパｰドゥｰパｰ,---,酒井学, 0.9, 26,*-28,   7, 4, 15.7,③④④, 5, 1,Ｏニホンピロコナユキ, 41,酒井学, 0.6, 60,*  2,  -1,12, 91.5, ③③, 5,12,Ｌシアトルバロｰズ, 63,酒井学, 0.9, 68,  10,  -5,10, 76.5, ④③
 6,13,Ｅスピｰドウエル, 45,田村太, 0.8, 49,  -5,  -8, 9, 27.4, ⑥⑦, 6, 3, テイエムオドリコ,---,小池隆, 1.1, 27, -30,   8, 8, 57.3,⑥⑥⑥, 6, 5,Ｆメルシｰコバン, 61,角田晃, 0.7, 60,  -3,   4, 7, 35.9, ⑨⑫, 6, 9,Ａエイシンイｰデン, 78,高野容, 0.9, 72,* 15, -12, 5, 14.3, ②②
 7, 9,Ｌラガｰギムレット, 34,小牧太, 0.9, 49,  -7,* -3,11, 37.5, ⑭⑪, 7, 4, ツルマルシルバｰ,---,向山牧, 2.0, 16, -33,   0, 9, 73.5,⑨⑩⑨, 7, 3,Ｊマイネルカｰロ, 57,古川吉, 0.7, 60,  -2,   2,10, 63.1, ⑨⑥, 7, 6,Ｆアレクシオス, 67,安藤勝, 1.1, 64,   5,  -1, 2,  3.9, ⑧⑨
 8, 1,Ｈテイエムアタック, 41,向山牧, 0.9, 51,  -4,  -7, 6, 14.0, ⑨⑦, 8,10, テンニョ,---,鮫島良, 2.4, -6, -33,  -8,10,117.6,⑩⑨⑨, 8,14,Ｌスウィｰプシルバｰ, 54,石橋守, 0.7, 62,  -5,   7, 8, 44.5, ⑬⑫, 8,14,Ｉコクシムソウ, 65,秋山真, 1.3, 66,  12, -10, 7, 18.9, ③③
 9,10,Ｄオｰスミオｰカン, 50,須貝尚, 1.1, 48,  -6,  -6, 8, 24.6, ⑫⑪, 9, 8, スムｰスアズシルク,---,小林徹, 3.1,-64,*-28, -29,11,211.8,②②③, 9, 6,Ｍハチマンダイボサツ, 53,小牧太, 0.8, 73, -18,* 22, 9, 46.4, ⑮⑮, 9, 3,Ｇナムラオシリス, 67,小林慎, 1.3, 69,* 16, -15,11, 79.0, ①①
10,15,Ｂトップエクセレント, 56,四位洋, 1.1, 50,  -3, -11, 1,  2.7, ⑥⑤,10, 6, タガノディザイア,---,小牧太, 3.3,-39, -34, -16, 6, 37.4,⑪⑪⑪,10, 4,Ｇトｰワスキャット, 60,生野賢, 1.0, 54,  -2,  -2,14,277.7, ⑤⑥,10, 7,Ｊシンキッカｰ, 64,長谷川, 1.4, 63,  10, -10,12, 93.0, ④⑤
11, 7,Ｆステラパラダイス, 44,鮫島良, 1.1, 47,  -6,  -7, 2,  4.2, ⑨⑦,11, 7, ブルｰハピネス,---,長谷川, 3.9,-86, -29, -36, 7, 49.9,⑦⑥⑥,11, 8,Ｎフィリアルドｰタｰ, 52,小林徹, 1.2, 51,  -4,  -2,11, 63.6, ⑪⑫,11, 1,Ｋビクトリアメｰク, 63,小林徹, 2.3, 53,  -4,  -1,13,181.6, ⑬⑬
12,12,Ｉカシノカスケｰド, 39,高野容, 1.6, 45,  -3, -15,12,152.6, ④⑩,,,,,,,,,,,,,12,15,Ｋモエレゼネラリスト, 56,須貝尚, 1.2, 54,  -3,  -4,16,287.2, ⑭⑥,12,13,Ｂサクセスドマｰニ, 72,鮫島良, 2.3, 51,   1,  -8, 8, 35.4, ⑪⑫
13, 8,Ｊタマモビッグウェイ, 37,小池隆, 2.1, 39,  -6, -17,13,239.0, ⑨⑪,,,,,,,,,,,,,13, 2, リックフィオｰレ,---,向山牧, 1.6, 56, -22,* 14,15,281.8, ⑯⑯,13, 2,Ｍタツシャンハイ, 57,福永祐, 2.9, 49,  10, -24, 9, 40.3, ④⑥
14,14,Ｏアスカノジャック, 25,小原義, 2.6, 34,  -7, -19,14,331.2, ⑫⑭,,,,,,,,,,,,,14,12,Ｉフレジェｰル, 59,四位洋, 1.7, 46,  -1, -15, 2,  6.2, ⑤⑥,14, 5,Ｎドリｰムホマレ, 53,荻野要, 3.2, 47,  -4, -10,14,266.8, ⑬⑬
15,11,Ｋフジノイチヒメ, 37,角田晃, 2.8, 35, -22,* -3,15,450.0, ⑮⑮,,,,,,,,,,,,,15, 9,Ｄミスタｰモナルコス, 62,福永祐, 1.7, 45,  -3, -12, 3,  7.2, ⑪⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｈネヴァテルミｰ, 59,小池隆, 2.0, 45,   0, -21,13,112.1, ⑤⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+23 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:570円 複勝:06=230円 02=370円 05=390円 枠連:1,070円",,,,,,,,,,,,単勝:120円 複勝:01=100円 11=150円 05=140円 枠連:390円,,,,,,,,,,,,"単勝:1,310円 複勝:16=280円 07=480円 10=120円 枠連:5,560円",,,,,,,,,,,,単勝:740円 複勝:08=210円 10=130円 04=180円 枠連:770円,,,,,,,,,,,
"馬連:2,930円 ワイド:02-06=1,070円 05-06=1,530円 02-05=2,040円",,,,,,,,,,,,馬連:490円 ワイド:01-11=230円 01-05=170円 05-11=460円,,,,,,,,,,,,"馬連:8,760円 ワイド:07-16=2,210円 10-16=420円 07-10=590円",,,,,,,,,,,,馬連:940円 ワイド:08-10=380円 04-08=700円 04-10=330円,,,,,,,,,,,
"馬単:6,620円 3連複:13,550円",,,,,,,,,,,,馬単:600円 3連複:740円,,,,,,,,,,,,"馬単:16,630円 3連複:4,000円 3連単:45,540円",,,,,,,,,,,,"馬単:2,470円 3連複:1,810円 3連単:11,840円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
