07年11月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■10R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａゼットスピｰル, 53,岩田康,, 64,   5,* -2, 5, 14.6, ⑤⑤, 1, 6, スナｰクアステｰル,---,高橋亮,, 43,* -4, -19, 4,  6.1,②②②, 1,11,Ｅスマｰトストｰム, 69,藤岡康,, 71,   0,   8, 7, 12.7, ④④, 1, 3,Ａサクラメガワンダｰ, 95,ペリエ,, 92,  12,  16, 1,  1.4, ③④
 2, 3,Ｋラヴファンタジスタ, 28,武豊  , 0.0, 64,   4,* -1, 2,  3.0, ⑤⑤, 2, 7, カリュウド,---,田嶋翔, 0.0, 42,  -8,*-10, 8, 93.5,⑥⑦⑦, 2, 2,Ｉダイワチャｰム, 60,鮫島良, 0.0, 72,   3,   7, 1,  3.4, ④④, 2, 9,Ｏブラックカフェ, 74,武幸四, 0.2, 91,   4,* 26,12, 83.6, ⑬⑬
 3, 2,Ｂピエナポパイ, 52,幸英明, 0.8, 56,* 10, -21, 1,  2.6, ①①, 3, 2, シｰクレットハｰト,---,幸英明, 0.1, 43,* -3, -21, 1,  3.0,①①①, 3, 6,Ｈキッスアンドライド, 67,角田晃, 0.1, 69,*  4,   4, 3,  5.6, ①①, 3,13,Ｃメテオバｰスト, 85,岩田康, 0.3, 88,   8,  16, 7, 33.2, ⑩⑩
 4,11,Ｃトムウィンズ, 49,岩崎祐, 0.8, 54,   8, -18, 6, 19.8, ④②, 4, 3, マルブツワイルド,---,武豊  , 1.3, 33,  -5, -30, 3,  3.8,④④④, 4, 5,Ｇヘイロｰフジ, 67,飯田祐, 0.3, 71,  -2,* 10, 4,  7.6, ⑨⑨, 4, 4,Ｅホッコｰソレソレｰ, 83,渡辺薫, 0.3, 94,   4,* 29, 2,  7.1, ⑯⑯
 5, 9,Ｄスナｰクマイハｰト, 49,和田竜, 1.0, 51,   8, -21, 3,  4.1, ②②, 5, 8, ピサノシュｰマッハ,---,川田将, 1.7, 31,  -7, -30, 5,  6.6,④⑥⑤, 5,13,Ｃシュガｰヴァイン, 71,和田竜, 0.4, 72,  -3,* 11, 6, 10.0, ⑫⑪, 5,15,Ｄアップドラフト, 83,川田将, 0.4, 87,  11,  11, 3, 12.9, ⑦⑦
 6, 6,Ｉカネトシロフティ, 32,飯田祐, 1.1, 48,   2, -15, 8, 46.6, ⑦⑦, 6, 4, スプリングニｰス,---,秋山真, 1.8, 30,  -5, -35, 7, 91.0,⑥④⑤, 6,12,Ｂエタｰナルサｰガ, 72,幸英明, 0.8, 66,  -5,   9, 8, 20.1, ⑬⑬, 6, 7,Ｉインセンティブガイ, 81,小牧太, 0.4, 85,* 13,   6, 5, 20.4, ②②
 7, 7,Ｅマイネルスカｰル, 46,秋山真, 1.2, 46,   2, -16, 7, 22.8, ⑦⑧, 7, 5, グランカナリア,---,スボリ, 2.5, 26,* -3, -44, 2,  3.7,②②②, 7,14,Ａヒカルアモｰレ, 73,岩田康, 0.8, 62,   1,   2, 2,  4.0, ⑥④, 7, 2,Ｆマチカネオｰラ, 82,福永祐, 0.4, 87,  11,  11, 4, 20.2, ⑦⑦
 8,10,Ｆファンドリハンタｰ, 40,田中健, 1.6, 39,*  7, -34,10,125.6, ②②, 8, 1, メイショウセンゴク,---,武幸四, 6.1,-38, -22, -42, 6, 19.7,⑧⑧⑧, 8, 3,Ｊハングインゼア, 59,浜中俊, 0.9, 58,   0,  -1,12, 91.7, ⑥⑦, 8, 8,Ｊミュｰジックホｰク, 79,和田竜, 0.8, 83,   7,  12,14,119.8, ⑪⑪
 9, 1,Ｈサンワｰドナビ, 33,川田将, 1.8, 39,   2, -26, 9,120.7, ⑦⑧,,,,,,,,,,,,, 9,10,Ｄテイエムヒスイ, 69,菊地昇, 0.9, 59,*  4,  -3, 5, 10.0, ②②, 9,14,Ｂステキシンスケクン, 85,池添謙, 0.8, 80,* 15,  -3, 9, 38.6, ①①
10, 4,Ｊサイザンス, 29,浜中俊, 2.4, 29,  -1, -35,11,356.4, ⑩⑩,,,,,,,,,,,,,10, 1,Ｆキラメキパスワｰド, 68,田中健, 1.1, 56,  -2,   0,10, 68.2, ⑨⑪,10,17,Ｍホｰマンアピｰル, 77,橋本美, 0.9, 81,   6,  12,17,456.7, ⑪⑪
11, 5,Ｇオウシュウバラッド, 35,ペリエ, 3.7,-47, -27, -16, 4, 13.6, ⑪⑪,,,,,,,,,,,,,11, 9,Ｌグッドバニラ, 57,スボリ, 1.2, 57,   0,  -2,11, 81.7, ⑥⑦,11,12,Ｇマヤノグレイシｰ, 81,長谷川, 1.0, 77,* 12,  -2,10, 49.1, ③④
,,,,,,,,,,,,,,,,,,,,,,,,12, 8,Ｋウレッコ, 58,佐藤哲, 1.4, 55,*  5,  -9, 9, 42.6, ②②,12, 6,Ｋマイネルハｰティｰ, 79,角田晃, 1.0, 83,   0,* 23, 8, 36.9, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,13, 4,Ｎテイエムヨカオゴ, 46,佐久間, 1.7, 52,  -1,  -5,14,322.5, ⑨⑨,13,10,Ｎスタｰイレブン, 77,鮫島良, 1.1, 75,* 13,  -5,11, 71.4, ③③
,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｍマチカネハツネ, 54,船曳文, 2.1, 48, -11,   1,13,181.9, ⑭⑭,14,16,Ｈホオキパウェｰブ, 81,武豊  , 1.2, 80,   7,   9, 6, 24.8, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｌヤマトマリオン, 78,藤岡佑, 1.2, 78,   5,  10,15,184.2, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｐデンシャミチ, 71,幸英明, 1.6, 70,  10,  -7,13, 85.0, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｑメジロマイヤｰ, 59,川島信, 2.4, 62,* 13, -23,16,214.5, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,460円 複勝:08=260円 03=130円 02=120円 枠連:520円",,,,,,,,,,,,"単勝:610円 複勝:06=170円 07=1,710円 02=150円 枠連:0円",,,,,,,,,,,,"単勝:1,270円 複勝:11=330円 02=150円 06=190円 枠連:1,180円",,,,,,,,,,,,"単勝:140円 複勝:03=120円 09=930円 13=380円 枠連:1,330円",,,,,,,,,,,
"馬連:2,310円 ワイド:03-08=680円 02-08=560円 02-03=170円",,,,,,,,,,,,"馬連:24,460円 ワイド:06-07=5,600円 02-06=330円 02-07=3,060円",,,,,,,,,,,,"馬連:1,570円 ワイド:02-11=670円 06-11=960円 02-06=350円",,,,,,,,,,,,"馬連:3,900円 ワイド:03-09=1,370円 03-13=600円 09-13=7,890円",,,,,,,,,,,
"馬単:6,540円 3連複:1,480円",,,,,,,,,,,,"馬単:35,550円 3連複:19,810円",,,,,,,,,,,,"馬単:3,710円 3連複:2,470円",,,,,,,,,,,,"馬単:4,750円 3連複:19,230円 3連単:76,220円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■12R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,醍醐特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａドリｰムキュｰブ, 60,藤岡康,, 46,*-11,   2, 6, 10.0,①①①, 1, 2, ダノンゴｰゴｰ,---,安藤勝,, 74, -22,* 23, 1,  2.2, ⑨⑧, 1,16,Ｂコマノルカン, 80,安藤勝,, 76,   0,  16, 1,  3.1, ④③, 1, 9,Ｄワｰルドハンタｰ, 73,四位洋,, 86,   7,* 15, 1,  2.4, ③②
 2, 4,Ｎケイアイマクラレン, 12,福永祐, 0.0, 57, -12,  10, 2,  3.9,③③③, 2, 4, デビルズコｰナｰ,---,武豊  , 0.2, 56,* -3,   0, 2,  2.4, ①①, 2, 8,Ａコウユｰキズナ, 83,武豊  , 0.1, 79,  -7,  23, 2,  4.0, ⑥⑥, 2, 8,Ｈマジックボンバｰ, 68,岩田康, 0.5, 81,   5,* 12, 5, 12.9, ⑦⑤
 3, 8,Ｂテイエムチｰタｰ, 53,和田竜, 0.0, 59, -12,* 12, 5,  7.8,⑤⑥⑤, 3,11, レジアス,---,小牧太, 0.4, 53,  -8,   2, 7, 29.2, ③③, 3, 4,Ｈキングスベリｰ, 71,佐藤哲, 0.2, 79, -10,* 25, 5, 13.2, ⑥⑦, 3,11,Ｃツルマルフェロｰ, 75,藤岡佑, 1.2, 76,   0,* 11, 6, 14.2, ⑭⑩
 4, 5,Ｅメジロドリゼラ, 51,藤岡佑, 0.1, 60, -14,* 13, 3,  5.9,⑨⑨⑦, 4, 9, ユキノハボタン,---,福永祐, 0.4, 58, -16,* 10, 3,  9.8, ⑦⑦, 4, 7,Ｅコスモラヴソング, 75,ペリエ, 0.3, 68,*  3,   9, 3,  5.1, ③③, 4, 5,Ｍラインストｰム, 61,渡辺薫, 1.4, 73,   4,   5,10, 70.5, ⑨⑧
 5, 9,Ｄパワｰチャンス, 52,佐藤哲, 0.2, 57, -14,* 12, 7, 11.4,⑦⑦⑦, 5, 7, ヴィオレットステラ,---,岩田康, 0.6, 49,  -8,  -1, 5, 16.6, ③③, 5, 9,Ｊヒシワンスモア, 70,武幸四, 0.5, 71, -12,  21, 7, 18.7, ⑧⑦, 5, 4,Ｇファインスティｰル, 70,和田竜, 1.6, 69,* 11,  -6, 8, 20.8, ①①
 6, 7,Ｈタｰトルベイ, 41,ペリエ, 0.6, 55, -16,* 12, 8, 26.1,⑩⑩⑩, 6, 1, ヨドノヒｰロｰ,---,川田将, 0.7, 51, -17,   7, 4, 14.1, ⑧⑧, 6,18,Ｆワンダｰクラフティ, 75,四位洋, 0.5, 74, -17,* 26, 4,  7.6, ⑫⑨, 6,10,Ｂワｰルドドン, 78,小牧太, 1.7, 70,   1,   5, 4,  7.1, ⑪⑬
 7,12,Ｃコアレスマｰシャル, 53,角田晃, 0.7, 41,*-10,  -4,10, 54.3,②②②, 7, 6, ドリｰムガｰルズ,---,幸英明, 0.8, 46,* -3,  -9, 6, 22.7, ②②, 7,12,Ｑアドマイヤプルｰト, 63,岩田康, 0.7, 66,* 12,  -5, 6, 15.2, ②①, 7,13,Ａサンダルフォン, 80,福永祐, 1.8, 68,   6,  -2, 3,  5.6, ④③
 8,15,Ｆバイオスフィア, 49,幸英明, 0.9, 40,*-10,  -7, 4,  7.8,③③③, 8,10, テイエムノキセキ,---,和田竜, 1.0, 43, -11,  -4, 8, 43.2, ⑤⑤, 8,10,Ｄメイショウイッテキ, 76,小牧太, 0.7, 65,* 11,  -6,12, 58.8, ①②, 8, 3,Ｅアグネスハッピｰ, 72,武幸四, 1.8, 68,   6,  -2, 7, 16.2, ④⑤
 9, 2,Ｐロｰドフラッシュ,-54,武幸四, 0.9, 44, -16,   5,12,114.0,⑩⑩⑩, 9, 3, ファイナルパンチ,---,佐藤哲, 1.6, 34, -27,   2, 9, 89.2, ⑩⑩, 9,15,Ｉマシロンガｰル, 70,藤岡佑, 0.8, 65, -16,  20,11, 57.4, ⑨⑨, 9,12,Ｊタケイチマサル, 63,田中健, 1.9, 65,  -4,   6,13,229.4, ⑮⑮
10, 1,Ｇメイショウインダス, 45,飯田祐, 1.0, 40, -14,   1,15,187.5,⑧⑦⑨,10, 8, フィｰルドホワイト,---,浜中俊, 2.9,-49, -13, -36,12,190.2, ⑤⑤,10, 6,Ｎヒノトリ, 67,高橋亮, 0.8, 67, -19,  23,13, 93.0, ⑫⑬,10,15,Ｆミスタｰモナルコス, 72,ペリエ, 2.0, 67,   1,   3, 2,  5.3, ⑪⑫
11,14,Ｊショウナンタクミ, 34,スボリ, 1.7, 36, -12, -16,13,146.9,⑤③⑤,11, 5, ミフユ,---,高野容, 4.8,-54, -57, -19,11,112.1, ⑪⑪,11, 3,Ｌミッキｰコマンド, 69,石橋守, 0.9, 63, -17,  20,16,248.3, ⑨⑨,11, 1,Ｏタツシャンハイ, 57,林満明, 2.3, 64,   4,  -4,16,323.3, ⑨⑩
12, 6,Ｌピサアントワネット, 19,秋山真, 1.8, 33, -17,  -6, 9, 42.0,⑮⑬⑬,12,12, キョウエイレフア,---,藤岡佑,10.9,10.9---, -84, -88,10, 93.0, ⑫⑫,12, 5,Ｋウイングビｰト, 70,川田将, 0.9, 66, -22,* 24, 8, 19.6, ⑮⑮,12,14,Ｌユｰセイハヤトオｰ, 62,船曳文, 2.4, 59,   3,  -8,12,200.7, ⑦⑤
13,10,Ｍダンツヒッショウ, 18,池添謙, 2.1, 31, -18,  -7,11, 86.1,⑬⑬⑭,,,,,,,,,,,,,13, 2,Ｃテンザンアモｰレ, 77,千田輝, 0.9, 62, -16,  18, 9, 34.6, ⑨⑨,13, 2,Ｐシルクプロフェット, 57,畑端省, 2.5, 63,  -4,   4,15,273.0, ⑯⑯
14,11,Ｏゴｰルドライダｰ,-12,鮫島良, 2.1, 30, -19,  -6,14,174.9,⑭⑮⑭,,,,,,,,,,,,,14,13,Ｒレミｰエンジェル, 58,渡辺薫, 1.0, 62, -18,  20,14,102.6, ⑫⑬,14,16,Ｋイズミデヒア, 63,藤岡康, 3.0, 54,  -2,  -8,14,245.6, ⑬⑬
15,13,Ｋピンクノヒョウ, 20,田村太, 2.4, 26, -21, -12,16,262.7,⑮⑮⑯,,,,,,,,,,,,,15, 1,Ｇカントリｰスタイル, 72,橋本美, 1.0, 66, -25,* 26,10, 50.1, ⑯⑰,15, 7,Ｎチアズウイナｰ, 60,松田大, 3.8, 49,*  9, -26, 9, 54.3, ②③
16,16,Ｉビｰチパトロｰル, 40,武豊  , 2.4, 23, -16, -18, 1,  3.8,⑩⑩⑫,,,,,,,,,,,,,16,17,Ｍスリｰキュｰト, 68,鮫島良, 1.3, 57, -23,  20,15,221.5, ⑯⑮,16, 6,Ｉシュンキ, 68,長谷川, 4.2, 45,   6, -26,11, 83.2, ④⑧
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｐゼンノゴウシュウ, 66,飯田祐, 1.6, 53,  -4,  -4,17,329.9, ⑤⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｏブライティアアイ, 66,藤岡康, 1.7, 48, -23,  13,18,430.5, ⑯⑰,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-5),,,,,,,,,,,
"単勝:1,000円 複勝:03=250円 04=160円 08=180円 枠連:2,750円",,,,,,,,,,,,単勝:220円 複勝:02=120円 04=130円 11=420円 枠連:210円,,,,,,,,,,,,単勝:310円 複勝:16=130円 08=140円 04=280円 枠連:270円,,,,,,,,,,,,"単勝:240円 複勝:09=130円 08=310円 11=310円 枠連:1,040円",,,,,,,,,,,
"馬連:2,290円 ワイド:03-04=780円 03-08=630円 04-08=600円",,,,,,,,,,,,"馬連:230円 ワイド:02-04=150円 02-11=860円 04-11=1,030円",,,,,,,,,,,,馬連:710円 ワイド:08-16=280円 04-16=690円 04-08=810円,,,,,,,,,,,,"馬連:1,480円 ワイド:08-09=580円 09-11=640円 08-11=1,890円",,,,,,,,,,,
"馬単:4,890円 3連複:4,110円",,,,,,,,,,,,"馬単:440円 3連複:1,680円",,,,,,,,,,,,"馬単:1,220円 3連複:2,120円 3連単:7,490円",,,,,,,,,,,,"馬単:1,940円 3連複:5,070円 3連単:19,430円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
