07年 5月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■10R  芝1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,
 9, 4,Ｉベストバリュｰ, 39,小牧太, 1.3, 47, -19,   4,14,253.1, ⑪⑫, 9,15,Ｌセイザンフレイム, 37,小牧太, 0.7, 52, -10,   1, 7, 20.0, ⑮⑭, 9, 2,Ａマコトテンカイチ, 66,岩田康, 1.1, 62, -20,* 18, 3,  6.2, ⑯⑭, 9, 1,Ｌアルヴィス, 61,川田将, 0.8, 51, -13,   7,10, 43.5, ④⑦
10, 6,Ｌトゥインクル, 26,池添謙, 1.4, 42,* -8,  -8, 6, 44.6, ②②,10,14,Ｍアグネスペンタゴン, 35,武豊  , 0.8, 45,* -2, -18, 5, 13.5, ①①,10, 8, タガノトップリズム,---,橋本美, 1.4, 50, -12,   5, 8, 27.1, ⑥⑥,10,10,Ｃテイエムオペレッタ, 71,熊沢重, 0.8, 50, -12,   6, 5,  8.9, ⑥⑤
11, 3, ジョリｰズベル,---,小坂忠, 1.7, 39, -13,  -6,15,270.8, ⑦⑦,11, 3,Ｃエｰシンエｰエル, 58,武幸四, 0.8, 49,  -8,  -6, 1,  2.2, ⑩⑦,11, 1,Ｆメイショウソｰラｰ, 62,石橋守, 1.5, 52, -17,  12, 6, 14.5, ⑭⑭,11, 5,Ｊエイシンイッキ, 65,田中学, 0.9, 53, -15,  12, 6,  9.3, ⑩⑨
12,11,Ｈタガノアルジェント, 40,橋本美, 1.7, 40, -10,  -9, 5, 15.8, ④④,12,11, ヴァンタリエル,---,幸英明, 0.9, 50,  -9,  -4, 3,  8.0, ⑭⑩,12,15,Ｏウォｰタｰネバダ, 39,渡辺薫, 1.6, 49,* -8,  -1, 4,  7.9, ①①,12, 8,Ｋエフテｰストライク, 62,藤岡佑, 1.3, 44, -19,   7,12,104.3, ⑫⑫
13,15,Ｅデルフィｰネ, 45,武豊  , 1.9, 39, -22,   1, 3, 13.7, ⑫⑭,13, 1,Ｊフジヤマクリスタル, 42,藤岡佑, 0.9, 50, -11,  -1,17,330.4, ⑮⑭,13,14,Ｎセルリアンタオ, 48,白浜雄, 2.4, 43, -13,  -3,16,405.3, ⑥⑧,,,,,,,,,,,,
14, 8,Ｋヨドノシルフィｰド, 35,田村太, 2.3, 31, -23,  -6,16,532.2, ⑫⑬,14, 9,Ｎウォｰタｰスポｰト, 34,田中学, 1.1, 43,  -5, -16,18,438.7, ③⑥,14, 3,Ｄカネトシアｰネスト, 63,飯田祐, 2.4, 42, -16,   1, 9, 34.4, ⑫⑬,,,,,,,,,,,,
15, 2, メイショウシュケ,---,幸英明, 2.5, 32, -27,  -1,12,195.5, ⑮⑯,15,13,Ｋシガｰバｰ, 39,小坂忠, 1.1, 45,  -8,  -9,13,215.6, ⑧⑬,15,10,Ｍスカイルミエｰル, 51,小林徹, 2.5, 42, -15,  -1,13, 63.8, ⑪⑩,,,,,,,,,,,,
16,13,Ｍメイショウマサル, 15,藤岡佑, 2.5, 34, -16, -11,11,173.7, ⑩⑩,16,17,Ｄプレザントサウンド, 53,川田将, 1.2, 44,  -9,  -9, 8, 21.2, ⑩⑭,16, 5,Ｌサクラタキオン, 53,藤岡佑, 2.7, 41, -16,  -1,14,140.5, ⑫⑭,,,,,,,,,,,,
,,,,,,,,,,,,17, 5,Ｐルナヴァレｰ, 16,小池隆, 3.5, 21, -11, -40,16,326.4, ⑮⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 8, メイショウダイセツ,---,池添謙,10.2,10.2---, -21, ---,15,296.9, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+23 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,
単勝:140円 複勝:07=110円 05=240円 12=850円 枠連:530円,,,,,,,,,,,,"単勝:2,730円 複勝:16=710円 10=610円 02=290円 枠連:11,020円",,,,,,,,,,,,"単勝:870円 複勝:13=250円 07=180円 06=420円 枠連:1,500円",,,,,,,,,,,,"単勝:400円 複勝:06=160円 09=150円 03=1,180円 枠連:450円",,,,,,,,,,,
"馬連:650円 ワイド:05-07=290円 07-12=1,220円 05-12=3,450円",,,,,,,,,,,,"馬連:17,220円 ワイド:10-16=4,020円 02-16=1,650円 02-10=1,570円",,,,,,,,,,,,"馬連:1,750円 ワイド:07-13=600円 06-13=1,870円 06-07=1,000円",,,,,,,,,,,,"馬連:1,010円 ワイド:06-09=370円 03-06=3,980円 03-09=4,080円",,,,,,,,,,,
"馬単:850円 3連複:6,900円",,,,,,,,,,,,"馬単:39,310円 3連複:28,400円",,,,,,,,,,,,"馬単:3,840円 3連複:7,810円",,,,,,,,,,,,"馬単:2,020円 3連複:21,800円 3連単:78,450円",,,,,,,,,,,
■ 2R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■ 5R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■ 8R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■11R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高瀬川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃクレバｰデュｰク, 57,田中学,, 61,* -7,   7, 3,  8.5, ③③, 1,11,Ｂナムラジョンブル, 68,小林徹,, 71,*  3,*  4, 1,  1.7,②②①, 1,15,Ａタイセイアトム, 80,岩田康,, 83,*  4,  16, 2,  3.2, ②②, 1, 8,Ｄワキノカイザｰ, 77,幸英明,, 87,   3,* 18, 3,  7.0, ⑦⑦
 2,17,Ｂアグネスモリガン, 62,武豊  , 0.0, 60,* -6,   5, 1,  2.0, ②②, 2,13,Ｆヤマノキングアロｰ, 55,武幸四, 0.4, 68,*  2,   2, 6, 46.2,③③②, 2, 4,Ｂタｰタンフィｰルズ, 77,武豊  , 0.3, 83,  -5,* 20, 1,  2.0, ⑧⑤, 2,15,Ｃウォｰタｰバロン, 82,武幸四, 0.3, 79,   9,  10, 5, 19.6, ④④
 3,16,Ｉロングゼネラル, 43,河北通, 0.2, 69, -17,* 16,11, 39.7, ⑬⑩, 3, 1,Ｅニシオハンセル, 58,高橋亮, 0.5, 67,  -1,*  5, 4, 20.2,⑥⑥⑥, 3, 9,Ｄマイネルラファエロ, 75,石橋守, 0.3, 78,*  1,  14, 4, 15.3, ③③, 3, 9,Ｂサンライズレクサス, 84,武豊  , 0.4, 81,   4,  15, 1,  1.7, ⑦⑦
 4, 1,Ａケイアイアップヒル, 68,藤岡康, 0.4, 51, -13,   3, 2,  4.0, ⑦⑤, 9, 2,Ｃホワイトベッセル, 68,川田将, 0.5, 67,  -1,*  5, 3,  5.3,⑧⑥⑥, 4, 1,Ｃシンキッカｰ, 75,藤岡康, 1.0, 65,  -1,   7, 6, 24.3, ③③, 4,11,Ｈタガノシャンハイ, 75,小林徹, 0.5, 81,   0,  16,14,104.4, ⑩⑨
 5, 4,Ｊドライマティｰニ, 41,川田将, 0.6, 52, -13,   5, 4, 17.4, ⑨⑧, 4, 8,Ｇカシノカスケｰド, 51,岩田康, 1.4, 59,   0,  -5, 8, 69.0,⑥④④, 5,12,Ｊカントリｰスタイル, 65,柴原央, 1.0, 73,  -9,* 17,11, 79.2, ⑫⑪, 5,10,Ｆスナｰクタイガｰ, 76,太宰啓, 0.7, 73,* 11,   4, 8, 40.6, ③③
 6,12, アンティシペイタｰ,---,角田晃, 0.8, 56, -20,* 12,12, 65.6, ⑮⑬, 5, 3,Ｊイセノオｰ, 43,小牧太, 1.5, 59,   0,  -6,12,241.5,③④④, 6, 5,Ｇイリュｰシブネス, 70,幸英明, 1.1, 68,  -3,  11, 5, 16.2, ⑦⑧, 6,16,Ｊウォｰタｰオｰレ, 74,田中学, 0.7, 75,   6,   9, 4, 12.9, ⑤⑥
 7,18,Ｆケルビック, 51,太宰啓, 0.8, 45,* -7,  -5, 8, 30.6, ③③, 6, 5,Ｄゴｰルデンビッグ, 59,植野貴, 1.5, 59,  -1,  -4,10, 83.2,⑤⑥⑧, 7, 7,Ｅジャイロスコｰプ, 72,小林徹, 1.1, 67,  -2,   9,10, 65.6, ⑥⑤, 7, 3,Ｌツタンカｰメン, 71,小牧太, 0.8, 77,  -2,  15,10, 47.8, ⑬⑫
 8,10,Ｅリッカブレｰブ, 54,池添謙, 1.0, 44,* -5, -12, 9, 32.1, ①①, 7, 6,Ｉリヴァｰフィｰルド, 46,田中学, 1.9, 55,  -3,  -3,11, 97.3,⑩⑩⑫, 8, 8,Ｏオポテュｰニティ, 61,生野賢, 1.3, 66,  -6,  11,12, 94.4, ⑩⑨, 8, 2,Ｇチョウカイミッキｰ, 75,藤岡佑, 0.8, 79,  -5,* 18,12, 74.0, ⑮⑬
 9, 5,Ｄニシノフェリｰチェ, 55,武幸四, 1.0, 46, -17,   4, 5, 18.8, ⑪⑬, 8,10,Ａビｰドラスティック, 69,角田晃, 2.3, 54,  -3,  -7, 2,  3.7,⑬⑬⑧, 9,14,Ｆヴァンジェｰロ, 71,藤岡佑, 1.3, 63,   0,   5, 8, 33.0, ③⑤, 9,12,Ｋセトノシェｰバｰ, 73,高井彰, 1.0, 78,  -9,* 20,15,188.9, ⑯⑯
10,11,Ｈラヴィｰズラヴィン, 46,岩田康, 1.0, 43, -12,  -2, 7, 19.8, ⑦⑧,10, 4,Ｌテイエムノゾミ, 37,菊地昇, 2.3, 52,  -2,  -9,13,339.8,⑧⑨⑧,10,10,Ｉコアレスパレｰド, 69,田村太, 1.7, 60, -14,  12,15,202.3, ⑬⑬,10, 7,Ｎナリタフロンテアｰ, 68,渡辺薫, 1.1, 67,* 14,  -3, 7, 28.0, ②②
11, 6,Ｋメゾマライズ, 41,藤岡佑, 1.0, 52, -21,* 10,14,119.8, ⑮⑰,11, 7,Ｍセイザンダンサｰ,  1,金折知, 2.4, 51,  -3,  -8, 5, 24.2,⑪⑩⑪,11,11,Ｈケイアイフウジン, 70,池添謙, 2.4, 54,*  3,  -9, 3,  8.9, ①①,11, 5,Ｐシュンサイ, 66,金折知, 1.2, 70,  -2,  11,16,248.8, ⑩⑬
12, 2, オｰバｰザスカイ,---,佐藤哲, 1.0, 44, -14,   1,10, 38.5, ⑩⑩,12, 9,Ｈファイトソング, 49,熊沢重, 4.1, 39,*  3, -36, 9, 82.4,①①②,12, 3,Ｎエイシンダンベリｰ, 61,小牧太, 2.4, 53, -13,   8, 7, 29.3, ⑭⑭,12, 6,Ｅベルモントサンダｰ, 77,池添謙, 1.2, 68,   2,   7, 6, 26.4, ⑨⑨
13, 9,Ｇトップチョイス, 50,小牧太, 1.1, 41, -10,  -7, 6, 19.5, ⑤⑤,13,12,Ｋクレバｰドラゴン, 42,竹之下, 5.3, 31,  -3, -35, 7, 67.6,⑪⑩⑬,13,13,Ｐジェダイト, 57,角田晃, 2.7, 50,  -5,  -4, 9, 46.6, ⑧⑨,13, 1,Ｍマルトク, 69,飯田祐, 1.3, 65,* 14,  -5,11, 56.4, ①①
14,14,Ｍゴｰルドブリッジ, 28,柴原央, 1.2, 41, -10,  -9,13,111.0, ⑤⑤,,,,,,,,,,,,,14, 2,Ｋハｰドムｰン, 65,熊沢重, 4.5, 36, -22,  -6,13,133.2, ⑮⑮,14,13,Ｏアルバレスト, 68,上村洋, 1.4, 68,  -3,  10, 9, 42.2, ⑭⑮
15, 8,Ｏパラダイスビｰナス, 26,小原義, 1.5, 37, -18,  -2,18,848.8, ⑬⑯,,,,,,,,,,,,,15,16,Ｌミスホｰユｰ, 64,上野翔, 4.7, 17,  -8, -21,16,466.0, ⑪⑪,15,14,Ｉポｰトジェネラル, 74,佐藤哲, 1.7, 63,   1,   5,13, 89.0, ⑩⑪
16, 3,Ｌラガｰホノカｰ, 34,熊沢重, 1.7, 35, -16,  -9,15,298.6, ⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ａノｰザンキッズ, 86,川田将, 1.8, 61,   6,  -2, 2,  5.1, ⑤⑤
17,15,Ｎメイショウルｰス, 27,田村太, 2.1, 29, -20, -14,17,532.3, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,13, セフティチルドレン,---,石橋守, 2.3, 28, -24,  -7,16,314.7, ⑱⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-4),,,,,,,,,,,
単勝:850円 複勝:07=200円 17=130円 16=680円 枠連:690円,,,,,,,,,,,,"単勝:170円 複勝:11=130円 13=720円 01=330円 枠連:1,270円",,,,,,,,,,,,単勝:320円 複勝:15=120円 04=110円 09=220円 枠連:300円,,,,,,,,,,,,"単勝:700円 複勝:08=170円 15=360円 09=110円 枠連:1,540円",,,,,,,,,,,
"馬連:870円 ワイド:07-17=490円 07-16=4,140円 16-17=2,360円",,,,,,,,,,,,"馬連:3,120円 ワイド:11-13=1,210円 01-11=510円 01-13=5,310円",,,,,,,,,,,,馬連:280円 ワイド:04-15=160円 09-15=570円 04-09=370円,,,,,,,,,,,,"馬連:5,540円 ワイド:08-15=1,340円 08-09=280円 09-15=550円",,,,,,,,,,,
"馬単:2,430円 3連複:15,230円",,,,,,,,,,,,"馬単:3,900円 3連複:10,000円",,,,,,,,,,,,馬単:740円 3連複:870円,,,,,,,,,,,,"馬単:10,370円 3連複:2,220円 3連単:25,630円",,,,,,,,,,,
■ 3R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,,■ 6R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.8,,,,,■ 9R  芝3170m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,,,,,,■12R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,京都ｼﾞｬﾝﾌﾟS,,,,,,,,,,,,乙訓特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｆサンライズグラス, 46,生野賢,, 62,  -4,*  6, 2,  2.9,⑦⑦⑧, 1, 6,Ｇミスベロニカ, 63,藤岡佑,, 76,   8,   6, 4,  8.0,④③③, 1, 7, キングジョイ,,白浜雄,,,,, 5, 10.8,⑤②②, 1, 4,Ｇバｰジンフォレスト, 72,岩田康,, 91,   3,* 24, 2,  4.6, ⑥⑥
 2, 9,Ｂデルマアン, 55,岩田康, 0.0, 60,*  0,  -5, 3,  7.7,②②②, 2, 9,Ｆスズカストロング, 64,生野賢, 0.1, 74,   4,* 13, 6, 14.6,⑩⑩⑧, 2, 8, ブロｰドキャスタｰ,,西谷誠, 0.3,,,, 4,  6.7,②①①, 2,10,Ｂサウスティｰダ, 77,川田将, 0.2, 75,* 15,   0, 4,  9.7, ①①
 3, 4,Ｊホッコｰサンライズ, 38,渡辺薫, 0.1, 60,  -2,*  0, 8, 24.9,⑤⑤⑤, 3,11,Ｂアドマイヤゴルゴ, 68,岩田康, 0.3, 72,   6,   7, 2,  5.5,⑨⑧⑧, 3, 2, クｰルジョイ,,金折知, 0.6,,,, 1,  3.3,①②③, 3, 3,Ａトップオブツヨシ, 81,池添謙, 0.3, 84,   3,  20, 3,  6.7, ⑥⑥
 4,12,Ｇエクスペクトワン, 46,幸英明, 0.3, 57,* -1,  -6, 6, 19.4,③③③, 4, 4,Ｃオｰトドラゴン, 68,渡辺薫, 0.3, 72,   7,   4, 3,  7.1,⑥⑥⑥, 4, 4, デンコウグリｰン,,植野貴, 1.2,,,,11, 23.6,⑤④④, 4, 9,Ｅメイショウジｰゲン, 74,武豊  , 0.6, 79,   1,  18, 1,  2.1, ⑧⑧
 5, 1,Ｈセレスディｰン, 43,石橋守, 0.4, 56,* -1,  -8, 9, 43.1,③③③, 5, 7,Ｈマイネルヴルメリオ, 61,佐藤哲, 0.3, 73,  11,  -5, 7, 17.9,⑤②②, 5,13, マルブツトップ,,田中剛, 2.5,,,, 2,  4.8,⑤⑥⑥, 5,13,Ｈヤナギムシ, 71,岩部純, 0.7, 78,  -2,  19, 8, 35.2, ⑪⑩
 6, 5,Ａアクセス, 62,小牧太, 0.6, 55,  -4,  -3, 1,  2.5,⑫⑨⑧, 6, 8,Ｅキンショｰジェット, 64,幸英明, 0.7, 68,   7,  -2, 8, 18.2,⑥⑥⑥, 6, 6, アグネスハット,,熊沢重, 2.6,,,, 3,  6.1,⑤⑦⑦, 6, 2,Ｄシンボリプレオ, 75,武幸四, 0.7, 77,  -1,  18, 5, 12.3, ⑨⑧
 7,14,Ｏウィンディｰロｰド, 28,田中学, 0.6, 55,  -5,*  0,11, 62.1,⑨⑨⑪, 7, 2,Ｄゴｰルドネオ, 67,川田将, 0.8, 66,   6,  -1, 5,  9.1,⑥⑧⑧, 7,12, ハイヤｰザンヘブン,,宗像徹, 2.9,,,, 7, 17.3,③⑤⑤, 7, 5,Ｊシャイニングアレキ, 66,佐藤哲, 0.8, 68,   6,   5,14,152.3, ④④
 8, 8,Ｃキングプロテア, 50,飯田祐, 0.8, 53,  -6,  -2, 5, 17.3,⑪⑫⑪, 8,10,Ａメイショウジダｰン, 74,武豊  , 0.8, 67,* 14, -21, 1,  2.0,①①①, 8, 9, ファントムスズカ,,北沢伸, 3.0,,,, 8, 17.7,⑨⑨⑧, 8, 1,Ｎクロズキン, 56,幸英明, 0.8, 78,  -2,  20,11, 76.8, ⑬⑪
 9, 6,Ｉラガｰイメｰジ, 40,上野翔, 1.0, 50,  -5,  -8,10, 59.2,⑨⑨⑩, 9, 5,Ｋサンタナイト, 43,小坂忠, 0.9, 66,   9, -10, 9, 98.8,③③③, 9, 1, ポｰトエレガント,,出津孝, 3.4,,,,10, 22.7,⑩⑩⑨, 9,11,Ｋシルククリムゾン, 66,渡辺薫, 0.9, 68,   5,   6, 9, 43.6, ⑤⑤
 9, 3,Ｍファルｰシュ, 32,藤岡佑, 1.0, 50,  -3, -13,13,192.0,⑤⑤⑤,10, 3,Ｊトｰコｰオリンポス, 50,仲田雅, 1.2, 62,   3,  -1,11,210.1,⑩⑪⑪,10, 3, トｰワスラッガｰ,,内田浩, 8.2,,,, 6, 14.4,⑪⑪⑪,10, 8,Ｍエイシンイイデサン, 61,田中学, 1.0, 66,   9,  -2,10, 45.2, ③③
11, 2,Ｄウォｰタｰトスカ, 49,武幸四, 1.1, 48,*  0, -22, 4,  9.7,①①①,11, 1,Ｉティンバｰルｰカン, 52,藤岡康, 2.1, 50,   7, -30,10,115.7,②③③,11,11, フラップジャック,,今村康, 8.5,,,,12, 52.7,⑫⑬⑩,11, 7,Ｉステラマドレｰド, 68,小林徹, 1.2, 68,  -1,  12,13,144.3, ⑨⑪
12,10,Ｌユウタｰディｰン, 33,岩崎祐, 1.4, 47,  -9,  -2,14,214.0,⑬⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｌグレイシアブルｰ, 63,小牧太, 1.3, 71,  -6,  18,12, 83.3, ⑭⑭
13,13,Ｎベストショット, 32,川田将, 1.4, 47,  -8,  -5,12, 84.3,⑮⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｆジップ, 72,藤岡佑, 1.5, 61,  -2,   7, 6, 16.2, ⑪⑪
14,15,Ｋラニｰニャ, 37,荻野要, 1.8, 41,  -3, -25,15,283.9,⑦⑦⑤,,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｃビッグカポネ, 76,石橋守, 1.6, 66,* 12, -16, 7, 16.4, ②②
15, 7,Ｅマルモコウテイ, 49,佐藤哲, 1.8, 42,  -8, -11, 7, 24.4,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
