07年11月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 4R  ダ1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3.3,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■ 6R  ダ1300m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■ 9R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,,■12R  芝1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｾﾚﾌﾞﾚｲｼｮﾝ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃピサノエミレｰツ, 53,安藤勝,, 69,  -2,* 13, 1,  2.5,③⑤⑥, 1, 6,Ｃモンプティクｰル, 65,柴田善,, 58, -17,* 13, 4,  8.2, ③⑥, 1, 2,Ｍキッズヴェロｰチェ, 64,福永祐,, 76,   1,  16, 6, 21.3, ⑨⑥, 1,13,Ｄミルクトｰレル, 75,藤田伸,, 83, -15,* 33, 3,  4.9, ⑫⑫
 2,14,Ｄディｰプスカイ, 52,武豊  , 0.2, 66,  -4,* 15, 3,  5.3,⑥⑧⑧, 2, 7,Ａマイニングゴｰルド, 69,藤田伸, 0.0, 56,*-14,  10, 1,  3.0, ②②, 2,16,Ｂニシノブルｰムｰン, 75,柴田善, 0.1, 76,   0,  17, 2,  3.9, ⑧⑨, 2,18,Ｂパパラチア, 78,後藤浩, 0.1, 72, -11,  25, 7, 16.6, ⑦⑦
 3,17,Ａオｰクリｰフキッド, 58,蛯名正, 0.2, 67,*  2,   2, 2,  4.6,①①①, 3,15,Ｈアップグレｰデッド, 60,加藤士, 0.0, 57,*-15,  11,11, 87.6, ③②, 3,17,Ｃリミットブレｰカｰ, 74,吉田隼, 0.2, 78,  -3,* 21, 3,  8.5, ⑬⑬, 3, 8,Ｉナチュラルメイク, 69,ペリエ, 0.2, 68,  -9,  22, 9, 31.1, ⑤③
 4,11,Ｉスカｰレットライン, 43,ペリエ, 0.5, 62,  -6,* 13, 4,  7.2,⑫⑪⑪, 4, 1,Ｇリワｰドアルコン, 62,五十嵐, 0.1, 56, -16,  11, 7, 13.4, ③④, 4,15,Ａプリンシペデルソル, 76,武豊  , 0.3, 72,  -2,  16, 1,  2.0, ⑨⑩, 4, 3,Ｅポンテペルレ, 74,内田博, 0.3, 65,  -9,  20, 2,  4.7, ③③
 5,12,Ｎスプリングジｰン, 22,松岡正, 0.7, 59,  -6,* 10,12,136.9,⑩⑪⑪, 5,16,Ｍヤマニンパルファン, 52,幸英明, 0.3, 55, -19,  12,15,355.8, ⑨⑧, 5, 3,Ｅセンギョウシュフ, 71,宗像徹, 0.4, 80,  -8,* 25, 9, 48.3, ⑱⑱, 5,17,Ａサララ, 84,勝浦正, 0.3, 77, -17,* 31, 4,  5.8, ⑯⑯
 6, 3,Ｂエアマックｰル, 58,福永祐, 0.8, 59,   0,  -2, 6, 14.2,③④③, 6, 3,Ｄゴｰルデンヴィット, 65,千葉直, 0.3, 54, -22,* 12, 9, 22.5, ⑫⑫, 6,13,Ｉマイネルスカット, 68,岩田康, 0.4, 67,   1,   9, 4, 13.7, ④⑥, 6, 1,Ｑウインアンジェラス, 59,武豊  , 0.4, 62,* -7,  16, 1,  3.9, ①②
 7, 9,Ｍエイデンダンス, 35,吉田豊, 1.4, 50,  -7,   2,13,259.5,⑬⑬⑬, 7,14,Ｅユウタｰジパング, 63,武豊  , 0.4, 51, -17,   9, 3,  6.2, ⑧⑥, 7,18,Ｑジョウノパンジｰ, 50,北村宏, 0.7, 69,  -5,  16,12, 68.5, ⑮⑮, 7,10,Ｇノｰザンスタｰ, 72,大庭和, 0.5, 63, -12,  20, 8, 25.4, ⑨⑧
 8, 8,Ｋオジジアンクリス, 38,内田博, 1.5, 49,  -5,  -4, 7, 42.8,⑩⑩⑩, 8, 5,Ｆエイワンキセキ, 62,横山典, 0.4, 57, -22,* 15, 2,  4.5, ⑭⑭, 8, 5,Ｇコスモリリｰ, 70,柴山雄, 0.8, 60,*  3,   1,16,128.7, ④③, 8,16,Ｃアクロスザヘイブン, 76,松岡正, 0.5, 63, -12,  20, 5, 11.4, ⑨⑧
 9, 4,Ｅスパｰクルシｰン, 50,藤田伸, 1.8, 46,  -3, -13, 5,  7.3,⑥⑤⑥, 9, 9,Ｉホワイトヴェｰル, 60,勝浦正, 0.6, 50, -18,   9, 5,  8.7, ⑥⑧, 9, 9,Ｄカツヨカムトゥルｰ, 71,武士沢, 0.9, 58,*  2,   0,10, 56.1, ⑥⑤, 9, 4,Ｆシベリアンクラシカ, 73,田中勝, 0.5, 60,* -7,  14, 6, 11.6, ②①
10,18,Ｈファストオｰカン, 44,田中勝, 2.0, 44,*  0, -23,11,119.0,③②②,10, 8,Ｂハタノワイズ, 65,小林淳, 0.8, 44,*-14,   2, 8, 14.8, ①①,10, 7,Ｈキルシュブリュｰテ, 69,蛯名正, 1.0, 57,*  4,  -4, 5, 16.7, ③③,10,11,Ｈコスモスカイライン, 71,吉田隼, 0.5, 63, -12,  20,14,101.9, ⑦⑧
11, 7,Ｊマイネルファウヌス, 43,武士沢, 2.1, 42,  -9,  -4,10, 69.3,⑰⑯⑯,11,12,Ｏラホｰルフォｰト, 43,武士沢, 1.0, 43, -19,   5,14,343.5, ⑨⑧,11, 1,Ｋフレッチアドｰロ, 68,内田博, 1.1, 57,*  6,  -9,15, 87.1, ①①,11, 2,Ｏクイックセイコｰ, 63,柴田善, 0.6, 60, -12,  19,11, 64.1, ⑨⑧
12,10,Ｇマイネルブロンクス, 45,幸英明, 2.3, 41,  -3, -20, 8, 48.7,⑧⑧⑧,12, 2,Ｌオｰトクレｰル, 53,田中勝, 1.0, 45, -21,   8, 6, 13.3, ⑫⑫,12, 4,Ｎマイネシャリマｰ, 63,松岡正, 1.3, 56,  -2,   2,13, 75.0, ⑮⑩,12,14,Ｊアドマイヤカンナ, 66,岩田康, 0.6, 65, -15,  23,10, 36.7, ⑮⑫
13, 2,Ｏカネスダンク, 13,後藤浩, 2.6, 38,  -1, -29, 9, 61.6,⑧⑤⑤,13,10,Ｊマロンラッシュ, 57,福永祐, 1.7, 38, -16,  -5,12,107.1, ⑥④,13,11,Ｌテラモミリオネ, 65,横山典, 1.3, 55,  -2,   2, 8, 28.4, ⑨⑩,13, 6,Ｋハイビスカス, 66,蛯名正, 0.6, 70, -19,* 28,12, 66.9, ⑯⑯
14, 1,Ｆジシンマンマン, 47,菊沢隆, 2.9, 35,   0, -35,14,272.2,②③③,14,13,Ｐクリノトレジャｰ, 28,石神深, 1.8, 36, -23,   2,16,434.3, ⑭⑭,14, 6,Ｐウイッチ, 59,勝浦正, 1.4, 55,*  5, -12,11, 58.3, ②②,14, 7,Ｍエレアシチｰ, 63,福永祐, 0.7, 65, -17,  25,15,105.3, ⑯⑯
15,15,Ｐパｰソナルテンエイ,  6,北村宏, 3.0, 34,  -8, -21,15,485.3,⑬⑬⑬,15, 4,Ｎスタッテン, 47,田面木, 1.9, 35, -19,  -3,13,279.2, ⑪⑪,15,14,Ｏマイネトップレディ, 59,郷原洋, 1.7, 50,  -3,  -3,18,318.7, ⑫⑬,15, 5,Ｌステキナブロンコ, 65,小林淳, 0.8, 59, -15,  20,17,129.4, ⑭⑫
16,13,Ｑツルギライジング,-13,郷原洋, 3.4, 31,  -8, -27,16,515.8,⑮⑮⑬,,,,,,,,,,,,,16,10,Ｊレオテンリュウ, 68,藤田伸, 1.9, 48,  -5,  -3,14, 76.6, ⑬⑮,16, 9,Ｒピアニスト, 48,木幡初, 1.0, 55, -16,  19,18,270.0, ⑬⑮
17, 5,Ｒシャラムッフェン,-26,梶晃啓, 3.7, 29,  -9, -29,17,635.7,⑮⑯⑯,,,,,,,,,,,,,17, 8,Ｒジョｰネンボｰ, 40,小野次, 1.9, 51,   1, -12,17,156.3, ⑥⑧,17,12,Ｐオオヒメ, 62,柄崎将, 1.1, 52,  -9,   8,16,118.9, ③③
,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｆメアリｰステラ, 71,幸英明, 2.9, 42,  -6, -17, 7, 24.3, ⑰⑮,18,15,Ｎミキノモナコ, 63,武士沢, 1.3, 51,  -9,   5,13, 67.5, ⑤③
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-20 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-1),,,,,,,,,,,
