07年11月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.4,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1300m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■10R  ダ1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,
"単勝:280円 複勝:08=140円 03=370円 05=210円 枠連:2,390円",,,,,,,,,,,,単勝:190円 複勝:13=120円 01=180円 05=320円 枠連:540円,,,,,,,,,,,,"単勝:260円 複勝:07=140円 06=300円 10=900円 枠連:1,620円",,,,,,,,,,,,単勝:690円 複勝:06=270円 04=450円 10=210円 枠連:810円,,,,,,,,,,,
"馬連:2,370円 ワイド:03-08=660円 05-08=350円 03-05=1,230円",,,,,,,,,,,,"馬連:580円 ワイド:01-13=310円 05-13=580円 01-05=1,090円",,,,,,,,,,,,"馬連:1,690円 ワイド:06-07=600円 07-10=1,870円 06-10=4,960円",,,,,,,,,,,,"馬連:6,070円 ワイド:04-06=1,850円 06-10=920円 04-10=1,560円",,,,,,,,,,,
"馬単:3,440円 3連複:4,200円",,,,,,,,,,,,"馬単:830円 3連複:2,600円",,,,,,,,,,,,"馬単:2,490円 3連複:16,900円",,,,,,,,,,,,"馬単:10,420円 3連複:11,970円 3連単:72,280円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ2100m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■11R  芝2500m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾙｾﾞﾝﾁﾝ共和国杯 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｋブラックエンブレム, 39,佐藤哲,, 55, -19,* 14, 4,  7.9, ⑤⑤, 1, 9, シンワラヴ,---,佐藤哲,, 52,  -4,  -6, 7, 20.3, ③③, 1, 8,Ａジャンバルジャン, 83,後藤浩,, 75,*  8,*  3, 1,  1.6,③①①, 1, 9,Ｍアドマイヤジュピタ, 82,村田一,, 84,*  9,  18, 2,  5.1,③②②
 2,10,Ｊエｰルドクラｰジュ, 39,田中勝, 0.0, 50,*-16,   9, 2,  4.9, ②②, 2, 5, スパｰクルシｰン,---,藤田伸, 0.0, 51,  -7,  -1, 1,  2.5, ⑥⑤, 2, 6,Ｃマイネルアｰバニタ, 66,石神深, 1.2, 65,   3,*  3, 2,  5.7,⑧⑨⑦, 2, 4,Ｉトウカイトリック, 86,柴田善, 0.1, 92,  10,* 23,10, 18.2,⑤⑤⑥
 3,11,Ａハイカックウ, 59,横山典, 0.4, 54, -23,* 15, 1,  2.4, ⑪⑫, 3, 3, ゴｰルデンココ,---,吉田隼, 0.0, 52,  -4,  -6, 6, 14.0, ③③, 3, 9,Ｊコｰリンヴァリウス, 56,角田晃, 1.3, 65,   3,*  4,12,145.5,⑫⑫⑨, 3, 1,Ｆリキアイサイレンス, 88,後藤浩, 0.2, 84,   6,* 20, 9, 16.1,⑪⑪⑧
 4, 4,Ｉウィンドチャイム, 45,後藤浩, 0.5, 46, -22,  11, 7, 20.0, ⑦⑨, 4, 4, スカｰレットライン,---,ペリエ, 0.1, 47, -17,* 11, 4,  8.2, ⑩⑩, 4, 7,Ｅアビリティガｰデン, 60,佐藤哲, 1.4, 65,*  7,  -9, 8, 54.9,①②②, 4, 7,Ｄダンスアジョイ, 90,角田晃, 0.2, 93,   5,* 27, 4,  8.1,⑭⑮⑰
 5, 6,Ｃマイネウインク, 51,吉田豊, 0.5, 39,*-17,   3, 6, 17.9, ③③, 5,12, エリカオンヒル,---,横山典, 0.3, 46,  -9,  -3, 5, 10.4, ⑥⑦, 5, 1,Ｉサクラハｰレｰ, 56,ペリエ, 1.6, 62,   2,   1, 4, 12.4,⑤⑦⑨, 5, 5,Ｊヤマニンアラバスタ, 86,小野次, 0.2, 89,   8,* 22,11, 24.1,⑩⑧⑧
 6,15,Ｆハｰマジェスティ, 47,小林慎, 0.6, 44, -22,   9, 8, 28.8, ⑪⑨, 6,10, フォｰカライズ,---,田中勝, 0.5, 42, -19,*  7, 2,  3.8, ⑪⑪, 6,12,Ｋブラックジュニア, 49,武士沢, 2.3, 58,   5, -13,10,129.6,③③④, 6, 6,Ｅハイアｰゲｰム, 88,藤田伸, 0.5, 82,   9,  16, 7, 12.8,⑤⑤⑥
 7,12,Ｇマイネベクルックス, 46,吉田隼, 1.0, 33, -20,   0,11, 32.9, ⑤⑥, 7, 2, ショウナンサヴァン,---,北村宏, 0.8, 39, -10,  -9,10, 69.2, ⑧⑧, 7, 2,Ｆトｰセンジュビリｰ, 57,吉田豊, 2.7, 56,*  6, -19, 5, 17.4,⑤③③, 7,17,Ｇショｰトロｰブス, 87,勝浦正, 0.6, 79,   5,  17,13, 38.9,⑬⑬⑬
 8, 8,Ｈグロリｰウェイ, 46,柴田善, 1.0, 35,*-15,  -8, 5,  9.2, ①①, 8, 7, カフェレジェンド,---,後藤浩, 1.1, 37,*  0, -28, 3,  5.4, ②②, 8,11,Ｂワインアドバイザｰ, 69,吉田隼, 3.2, 52,   4, -19, 3,  7.0,②③⑤, 8, 3,Ｃネヴァブション, 90,北村宏, 0.6, 89,   8,  22, 1,  4.8,⑰⑰⑬
 9, 9,Ｎコｰヒｰタイム, 31,大庭和, 1.1, 32, -22,   1,10, 30.7, ⑦⑨, 9, 8, ポセイドンキング,---,勝浦正, 1.3, 33,  -6, -23, 8, 37.5, ⑤⑤, 9, 4,Ｌホクセツカントリｰ, 49,小野次, 3.5, 50,   3, -20,11,130.3,⑧⑨⑦, 9, 8,Ｌマキハタサイボｰグ, 85,吉田豊, 0.9, 74,   5,  13,12, 26.3,⑭⑬⑬
10, 1,Ｂレディリバティｰ, 55,蛯名正, 1.1, 32, -20,  -2, 3,  7.8, ⑦⑥,10,11, ナリタアタッカｰ,---,村田一, 2.3, 21, -12, -31,12,171.2, ⑧⑧,10, 5,Ｄクロパラントゥｰ, 60,田中勝, 4.1, 46,   1, -20, 6, 18.6,⑧⑦⑫,10,18,Ａカゼノコウテイ, 94,田中勝, 1.0, 67,*  8,   0, 6, 11.1,①①①
11,13,Ｄマコトヴェロニカ, 51,村田一, 1.2, 31, -20,  -3, 9, 29.2, ⑦⑥,11, 1, チョウカイタフネス,---,蛯名正, 3.1, 11,*  1, -61, 9, 54.8, ①①,11,10,Ｇユウタｰストライプ, 57,北村宏, 4.2, 46,   2, -23, 9, 61.9,⑪⑨⑪,11,12,Ｒゴｰウィズウィンド, 77,横山典, 1.0, 71,   5,   9,15, 72.9,⑧⑧⑩
12, 3,Ｍサイレントキララ, 34,小林淳, 1.4, 29, -22,  -2,14,164.3, ⑪⑫,12, 6, メジロオマリｰ,---,田中剛, 3.9,-27, -25, -37,11,147.1, ⑫⑫,12, 3,Ｈティンバｰセブン, 57,蛯名正, 4.3, 45,   3, -29, 7, 24.0,⑦③⑤,12,13,Ｈダｰクメッセｰジ, 87,佐藤哲, 1.1, 74,   6,  12, 5, 10.7,⑯⑮⑬
13, 2,Ｅリリイメイド, 48,北村宏, 1.4, 32, -27,   6,13,111.6, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,13,15,Ｋトレオウオブキング, 86,小林淳, 1.2, 65,*  7,   0,16, 87.9,②②②
14,14,Ｌマリアｰジュ, 38,藤田伸, 1.4, 32,*-17, -11,12, 45.7, ③③,,,,,,,,,,,,,,,,,,,,,,,,,14,16,Ｂトウショウナイト, 91,武士沢, 1.2, 73,* 11,   4, 3,  8.0,③④②
15, 7,Ｏリワｰドサフラン, 28,嘉藤貴, 2.0, 25, -24,  -8,15,350.0, ⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｎチェストウイング, 82,吉田隼, 1.3, 68,   6,   6, 8, 15.7,⑪⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｐテンジンムサシ, 79,石神深, 1.6, 65,   4,   6,17,170.3,⑰⑰⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｑコスモプロデュｰス, 78,蛯名正, 1.9, 63,*  7,  -9,14, 45.5,⑦⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 2,Ｏブリットレｰン, 82,田面木, 2.3, 59,   5, -11,18,170.9,⑧⑧⑩
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:94 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-4),,,,,,,,,,,
単勝:790円 複勝:05=240円 10=170円 11=130円 枠連:580円,,,,,,,,,,,,"単勝:2,030円 複勝:09=460円 05=140円 03=310円 枠連:410円",,,,,,,,,,,,"単勝:160円 複勝:08=110円 06=150円 09=1,440円 枠連:380円",,,,,,,,,,,,"単勝:510円 複勝:09=230円 04=620円 01=470円 枠連:1,040円",,,,,,,,,,,
"馬連:2,380円 ワイド:05-10=770円 05-11=550円 10-11=350円",,,,,,,,,,,,"馬連:2,230円 ワイド:05-09=890円 03-09=1,950円 03-05=680円",,,,,,,,,,,,"馬連:490円 ワイド:06-08=230円 08-09=3,310円 06-09=4,490円",,,,,,,,,,,,"馬連:6,770円 ワイド:04-09=2,380円 01-09=1,300円 01-04=4,310円",,,,,,,,,,,
"馬単:5,420円 3連複:2,370円",,,,,,,,,,,,"馬単:6,610円 3連複:6,600円",,,,,,,,,,,,"馬単:670円 3連複:13,500円",,,,,,,,,,,,"馬単:10,510円 3連複:32,480円 3連単:175,250円",,,,,,,,,,,
■ 3R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 6R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■12R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,立冬特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂマルタカラッキｰ, 50,吉田隼,, 64,* -9,* 10, 3,  6.3, ②②, 1, 2, ツバサ,---,蛯名正,, 57,*-28,* 22, 3,  6.5,④③②, 1, 3,Ｂシンゲン, 78,ペリエ,, 81,   5,  17, 1,  2.6,②②②, 1, 9,Ｃサクセスサｰマル, 64,北村宏,, 74,*  3,*  9, 4,  6.7, ①①
 2, 1,Ｃニシノオニテツマル, 49,蛯名正, 0.5, 51,* -9,   2, 1,  1.8, ①①, 2, 1, フランドルシチｰ,---,北村宏, 0.5, 33,*-26,  11, 7, 28.4,①①①, 2, 6,Ｄケｰジｰフジキセキ, 75,柴田善, 0.0, 87,   2,* 24, 4,  7.6,④⑥⑥, 2,12,Ｄディｰアｰルボｰイ, 64,村田一, 0.5, 67,*  2,   6, 2,  5.0, ②②
 3, 6,Ｄモリトパラダイス, 46,佐藤哲, 0.7, 54, -16,*  8, 5, 13.4, ⑥⑥, 3,10, トリビュｰトソング,---,吉田豊, 0.6, 48, -30,* 19, 4,  6.8,⑨⑤⑥, 3, 2,Ａヒカルベガ, 79,藤田伸, 0.6, 70,   4,  11, 2,  2.8,②⑤④, 3, 4,Ｈレイザストレングス, 54,佐藤哲, 0.5, 70,  -2,* 10,10, 35.9, ⑨⑧
 4, 9,Ａコパノシンオｰ, 53,藤田伸, 0.8, 48, -14,   4, 2,  3.9, ④⑤, 4, 5, マイネルジュレップ,---,吉田隼, 0.6, 42, -29,  16, 2,  3.6,②④④, 4, 1,Ｆセプタｰレイン, 70,北村宏, 0.6, 73,   2,  14, 3,  5.1,⑦⑦⑥, 4,15,Ｅアイアムポセイドン, 64,勝浦正, 0.7, 65,   0,   6, 8, 18.5, ④④
 5, 4,Ｆナスノマツカゼ, 42,田中勝, 1.1, 41,*-11,  -4, 6, 19.6, ③③, 5, 3, ドリｰムトレジャｰ,---,後藤浩, 0.6, 45, -30,  18, 6, 17.2,⑥⑤⑤, 5, 8,Ｅフェスティヴナイト, 74,村田一, 1.0, 64,   4,   5, 7, 26.7,④④④, 5, 5,Ｉメインバンク, 54,ペリエ, 1.0, 61,  -2,   4, 9, 23.3, ⑥⑥
 6,10,Ｇマイネルアフェット, 39,勝浦正, 1.2, 43, -18,   4, 7, 49.7, ⑧⑧, 6, 9, バｰチャルウォｰズ,---,田中勝, 1.1, 31, -31,  13, 5,  8.2,⑥⑦⑥, 6, 5,Ｇアイシクルアｰト, 60,田中勝, 1.0, 63,*  8,  -5, 6, 18.8,①①①, 6,14,Ｇトウショウツアラｰ, 57,藤田伸, 1.0, 62,  -1,   5, 6, 10.6, ⑥⑥
 7, 5,Ｋリアルパラダイス, 24,武士沢, 1.2, 40, -15,  -1,11,223.1, ⑥⑥, 7, 7, ダンシングバッカス,---,藤田伸, 1.1, 31, -31,  13, 1,  2.4,⑧⑦⑥, 7, 7,Ｃナンヨｰイｰスト, 75,吉田豊, 1.2, 60,   4,   0, 5, 11.8,④②②, 7, 7,Ａメダイヨン, 69,田中勝, 1.2, 60,  -3,   5, 1,  3.6, ⑩⑨
 8, 2,Ｉロッキｰロｰレル, 30,柴田善, 1.3, 38, -13,  -6, 8, 76.6, ④③, 8, 4, スプリングジｰン,---,勝浦正, 1.2, 22,*-28,   4, 8, 43.9,②②②, 8, 4,Ｈトゥｰエニワン, 52,蛯名正, 1.2, 63,   1,   8, 8, 83.5,⑦⑧⑧, 8, 8,Ｋハンナフレグランス, 50,小林淳, 1.3, 56,   0,  -1,11, 84.1, ④④
 9,11,Ｈコスモアイ, 31,郷原洋, 1.7, 35, -22,   0,12,267.5, ⑪⑨, 9, 6, コスモポッケ,---,角田晃, 1.4, 29, -33,  13, 9, 56.3,④⑦⑨,,,,,,,,,,,,, 9, 3,Ｊダイシンチャンス, 53,角田晃, 1.3, 62,  -7,   8,14, 94.0, ⑮⑬
10, 3,Ｅワンダｰバラ, 43,吉田豊, 2.0, 30, -22,  -4, 9, 86.2, ⑨⑨,10, 8, イチオシニオシ,---,佐藤哲, 5.5, 5.5---, -37, -42,10,108.0,⑩⑩⑩,,,,,,,,,,,,,10,16,Ｆアルビアン, 63,吉田豊, 1.3, 56,*  1,  -1, 5,  8.1, ③②
11, 8,Ｌステキプリンセス, 20,高山太, 2.1, 29, -22,  -6,10,156.5, ⑨⑨,,,,,,,,,,,,,,,,,,,,,,,,,11,13,Ｂバリオン, 67,横山典, 1.4, 67, -13,* 15, 3,  5.6, ⑯⑯
12,12,Ｊアイアムジャンヌ, 29,横山典, 5.9,-68, -46, -32, 4, 11.3, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,12, 6,Ｌトウショウタイタン, 49,武士沢, 1.9, 52,  -6,   1,13, 90.3, ⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｍシンボリマｰズ, 48,蛯名正, 2.2, 48,  -5,  -3, 7, 17.3, ⑭⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｏナイトカラノテガミ, 42,大庭和, 2.4, 46,  -5,  -5,15,263.7, ⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｎアルファユラナス, 46,中谷雄, 4.6, 15,  -4, -28,16,395.9, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｐスズカアルペン, 36,吉田隼, 4.7, 17,  -6, -26,12, 89.0, ⑥⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+25 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,
単勝:630円 複勝:07=190円 01=120円 06=240円 枠連:570円,,,,,,,,,,,,"単勝:650円 複勝:02=230円 01=490円 10=250円 枠連:4,900円",,,,,,,,,,,,単勝:260円 複勝:03=120円 06=170円 02=120円 枠連:0円,,,,,,,,,,,,"単勝:670円 複勝:09=250円 12=200円 04=730円 枠連:1,600円",,,,,,,,,,,
馬連:570円 ワイド:01-07=280円 06-07=910円 01-06=450円,,,,,,,,,,,,"馬連:4,670円 ワイド:01-02=1,410円 02-10=690円 01-10=2,150円",,,,,,,,,,,,馬連:960円 ワイド:03-06=290円 02-03=180円 02-06=300円,,,,,,,,,,,,"馬連:1,610円 ワイド:09-12=620円 04-09=2,720円 04-12=1,840円",,,,,,,,,,,
"馬単:1,700円 3連複:1,820円",,,,,,,,,,,,"馬単:8,070円 3連複:10,930円",,,,,,,,,,,,"馬単:1,400円 3連複:770円 3連単:4,180円",,,,,,,,,,,,"馬単:3,380円 3連複:13,420円 3連単:68,570円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
