07年 1月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.8,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.1,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.4,,,,,■10R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,
 9, 6,Ｅジェイケイクリｰク, 41,横山典, 1.2, 48,* 13, -29, 2,  3.4, ①①, 9, 3,Ｉタカミツバｰディ, 36,村上忍, 2.2, 43,  -2, -20,10, 27.4,④④⑦, 9, 2, ブラックマンバ,---,柴山雄, 1.3, 50,  -1,  -5,15,292.4, ⑩⑩, 9,10,Ｅアグネストラベル, 82,石橋脩, 0.7, 73,   8,  10, 6, 10.6, ⑬⑬
10, 7,Ｈホッコｰタｰゲット, 37,村田一, 1.3, 42,  -6, -12,16,274.7, ⑩⑫,10,14,Ｌメジロラスタバン, 32,菊沢隆, 2.5, 39,  -8, -11,13,125.1,⑮⑫⑪,10,13,Ｄセイコｰスペシャル, 61,柴田善, 1.3, 58,* 17, -22, 3,  5.7, ②②,10,14,Ｂエアアドニス, 84,柴山雄, 0.9, 73,  12,   4, 9, 19.3, ⑦⑨
11, 2,Ｊホワイトアロｰ, 35,菊沢隆, 1.3, 41,  -5, -13,12,145.5, ⑩⑩,11, 4,Ｅマルタｰズドｰラ, 43,大野拓, 3.5, 32,* -2, -35,11, 31.3,①②⑤,11, 7, カネショウエリｰト,---,村上忍, 1.5, 47,   4, -13,14,224.9, ⑦⑩,11,12,Ｃウエスタンビｰナス, 84,二本柳, 1.2, 78,* 20,  -5, 8, 17.2, ②②
12,11,Ｆスバルジョウ, 40,吉田豊, 1.5, 38, -15,* -5,11, 89.0, ⑮⑭,12,12,Ｊフサイチアデクタム, 35,バルジ, 4.0, 31,  -4, -32, 7, 13.4,⑦⑧⑩,12, 8,Ｉトｰセンフｰガ, 52,横山典, 1.5, 47,   5, -15, 6, 24.5, ⑦⑧,12, 3,Ｎダブルアップ, 73,津村明, 1.5, 70,  16,  -5,11, 33.0, ④⑦
13,15,Ｋホマレブロ, 32,土谷智, 1.9, 38,  -9, -15,14,198.3, ⑫⑭,13, 7,Ｋダイワデリンジャｰ, 34,武士沢, 4.1, 31, -10, -22,14,163.5,⑭⑭⑭,13, 1,Ｊエイワハヤブサ, 51,中舘英, 1.9, 45,  -6, -10, 5, 22.3, ⑬⑭,13, 2,Ｐカシマフラワｰ, 58,中谷雄, 1.5, 66,   0,  10,16,204.1, ⑯⑮
14,14,Ｐヨシヴァｰティカル,-65,柴田善, 2.1, 35,   9, -34, 9, 63.8, ④⑤,14, 1,Ｈアリマエンパイア, 40,田中勝, 4.3, 30,  -8, -27, 4,  8.2,⑪⑬⑬,14,15,Ｃニシノクイック, 65,田辺裕, 2.4, 41,* 17, -39, 4, 19.5, ②②,14, 5,Ｋメイショウセブン, 77,村上忍, 1.5, 68,  14,  -4,15,163.4, ⑥⑤
15,13,Ｎヒカルラブレタｰ, 26,田中勝, 2.4, 18, -15, -14,13,189.1, ⑮⑯,15,10,Ｎシオカゼ, 30,大庭和, 6.2, 15, -13, -36,15,178.3,⑯⑮⑮,15, 5,Ｍクロｰスハｰモニｰ, 38,北村宏, 3.0,-14, -20, -13,10,133.0, ⑮⑮,15,13,Ｏダイワティグリス, 64,岩部純, 2.3, 67,* 20, -16,14,101.8, ②③
16,10,Ｍタイセイゴｰルド, 27,バルジ, 2.9, 22,  -9, -25,15,205.4, ⑫⑬,16, 8,Ｏアタックフォｰ, 30,塚田祥, 8.3,-30, -15, -54,16,198.0,⑨⑯⑯,,,,,,,,,,,,,16, 1,Ｌカリプソパンチ, 76,柴田善, 3.1, 52,  13, -18,10, 26.4, ⑦⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+22 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,
単勝:850円 複勝:12=210円 09=130円 03=260円 枠連:750円,,,,,,,,,,,,"単勝:1,600円 複勝:15=430円 06=220円 16=360円 枠連:1,240円",,,,,,,,,,,,単勝:410円 複勝:14=140円 04=110円 09=350円 枠連:240円,,,,,,,,,,,,"単勝:570円 複勝:07=190円 15=720円 09=240円 枠連:2,370円",,,,,,,,,,,
馬連:920円 ワイド:09-12=410円 03-12=940円 03-09=600円,,,,,,,,,,,,"馬連:6,410円 ワイド:06-15=2,300円 15-16=1,920円 06-16=1,540円",,,,,,,,,,,,"馬連:300円 ワイド:04-14=160円 09-14=1,160円 04-09=590円",,,,,,,,,,,,"馬連:9,340円 ワイド:07-15=2,340円 07-09=710円 09-15=2,750円",,,,,,,,,,,
"馬単:2,830円 3連複:2,750円",,,,,,,,,,,,"馬単:16,640円 3連複:24,080円",,,,,,,,,,,,"馬単:900円 3連複:1,920円",,,,,,,,,,,,"馬単:16,910円 3連複:18,120円 3連単:127,450円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■ 5R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京成杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄシｰズアレディ, 46,田中博,, 45, -15,*  0, 3,  8.5,⑤⑦⑥, 1, 3, ナイツブリッジ,---,後藤浩,, 68,   2,*  7, 2,  2.7, ⑤④, 1,12,Ｇロトブルｰスタｰ, 67,中舘英,, 75,*  7,*  5, 2,  5.6,③②②, 1,10,Ｅサンツェッペリン, 65,松岡正,, 73,* -1,  19, 3,  6.0,①①①
 2,11,Ａトｰセンアイリス, 59,横山典, 0.1, 43,*-13,  -2, 1,  1.5,②②①, 2,11, プレンティラヴ,---,木幡初, 0.7, 64,*  5,  -3, 8, 31.9, ③③, 2, 3,Ｆダンシングクリス, 67,吉田隼, 0.3, 70,   4,*  6, 3,  6.2,⑥⑤③, 2, 7,Ｃメイショウレガｰロ, 69,後藤浩, 0.3, 76,  -5,* 24, 1,  2.9,⑦⑥⑤
 3, 8,Ｇラストベガ, 40,吉田豊, 0.3, 51, -18,*  6, 4, 18.1,⑪⑬⑬, 3, 5, ワタシキレイ,---,柴田善, 1.1, 54,  -6,*  4, 5, 12.5, ⑩⑧, 3, 4,Ａタイキプライム, 70,青木芳, 0.6, 70,*  7,  -2, 1,  1.9,②②①, 3, 2,Ｄアルナスライン, 66,柴山雄, 0.4, 80,  -6,* 27, 9, 35.6,⑦⑩⑦
 4,16,Ｂフロｰリスト, 53,木幡初, 0.4, 45, -16,*  2,10, 57.1,⑭⑪⑩, 4,10, トップオブドｰラ,---,吉田隼, 1.1, 63,*  8, -10, 1,  2.4, ①①, 4,15,Ｎノボプレゼンス, 46,柴山雄, 1.4, 63,   5,  -4,15,231.9,④⑤⑥, 4,12,Ｋマイネルヘンリｰ, 55,津村明, 0.4, 66,* -1,  15,12, 44.2,②②②
 5, 2,Ｉマルヨスｰパｰラブ, 38,鈴来直, 0.4, 43, -15,   0, 6, 36.6,⑦⑩⑦, 5, 6, ムｰンボｰ,---,田中勝, 1.1, 55,  -2,*  0, 6, 23.6, ⑧⑥, 5,13,Ｍナムラクック, 51,後藤浩, 1.4, 61,   0,*  5, 8, 30.0,⑯⑫⑪, 5,11,Ｉダイレクトキャッチ, 59,北村宏, 0.4, 78,  -6,* 25, 4,  7.3,⑦⑨⑦
 6,12,Ｊグランドアムｰル, 36,吉永護, 0.9, 35,*-13,  -9, 8, 50.4,③②②, 6,14, ベルグコマンダｰ,---,的場勇, 1.7, 54,*  6, -16,10, 57.6, ②②, 6, 5, マキバスマイル,---,木幡初, 1.6, 60,   2,  -1,16,265.4,⑨⑨⑨, 6, 5,Ｂアロマンシェス, 74,柴田善, 0.6, 65,  -3,  16, 8, 26.1,④③③
 7, 7,Ｌクロフネマンボ, 35,小林淳, 1.0, 34, -14,  -9, 2,  4.5,③⑤③, 7, 1, エアソワレ,---,横山典, 2.3, 43,  -2, -12, 3,  8.8, ⑧⑦, 7, 8,Ｋボナパルト, 62,村田一, 2.0, 58,   3,  -6, 7, 23.3,⑧⑧⑧, 7, 4,Ａマイネルｰチェ, 76,バルジ, 0.9, 66,  -7,  19,11, 38.0,⑩⑩⑪
 8, 5,Ｃキャサリンダイヤ, 52,勝浦正, 1.1, 40, -19,   1,11, 73.1,⑯⑮⑭, 8, 9, オフザレコｰド,---,吉田豊, 2.6, 44,   4, -20, 9, 56.5, ③④, 8,14,Ｉホｰネットアｰミｰ, 65,石橋脩, 2.2, 57,   6, -13, 9, 37.9,⑥④③, 8, 1,Ｊショウリュウアクト, 57,田中勝, 0.9, 59,* -3,  10, 6, 14.2,③③③
 9,10,Ｎアポロハニｰビｰ, 33,吉田隼, 1.4, 31, -15, -11,13,237.3,⑪⑦⑨, 9, 7, エステルハｰジ,---,中舘英, 2.9, 38,  -1, -19, 7, 31.4, ⑥⑨, 9, 9,Ｃチェリｰムｰン, 69,勝浦正, 2.5, 54,   1,  -6,11, 42.3,⑭⑫⑪, 9, 9,Ｆマイネルアナハイム, 63,勝浦正, 0.9, 60,  -4,  13, 7, 14.9,⑤⑤⑤
10, 1,Ｍラビットジｰズニ, 35,柴山雄, 1.6, 31, -16,  -9,12,111.5,⑨⑪⑩,10,15, ナイキヴィゴラス,---,蛯名正, 3.1, 37,  -9, -13,12, 83.4, ⑪⑩,10,11,Ｂフレンチウォリアｰ, 69,横山典, 2.5, 55,   5, -14, 6, 18.1,④⑤⑥,10, 8,Ｈロｰズプレステｰジ, 59,蛯名正, 1.3, 55,  -5,   9, 5,  9.8,⑩⑥⑦
11,13,Ｆダズリングピアス, 41,塚田祥, 1.8, 31, -14, -17,14,274.3,⑤⑤⑦,11, 4, タクティカルカップ,---,柴山雄, 3.2, 36,  -8, -15, 4, 11.5, ⑪⑫,11, 6,Ｅアイアイボタン, 68,塚田祥, 2.8, 50,  -1,  -7,10, 41.3,⑭⑭⑭,11, 6,Ｇキンショｰジェット, 59,吉田隼, 1.3, 60,  -8,  16,10, 36.0,⑫⑫⑪
12,15,Ｋルｰジュセレクト, 35,蛯名正, 2.2, 30,*-13, -21, 9, 52.7,⑭②③,12, 2, ゴｰルデンシｰズ,---,柄崎将, 3.6, 34, -12, -16,13,143.5, ⑬⑫,12, 7,Ｊエイワンタッチ, 64,田中勝, 2.8, 52,   2, -12, 5, 15.7,⑪⑨⑨,12, 3,Ｌピサノデイラニ, 41,横山典, 1.5, 53,  -5,   7, 2,  4.5,⑤⑥⑦
13, 4,Ｅリワｰドマナキン, 44,嘉藤貴, 2.4, 29, -15, -20, 7, 37.5,⑦⑦⑩,13,13, パｰプルオｰキッド,---,塚田祥, 4.0, 27,   0, -31,14,184.3, ⑥⑩,13,10,Ｌビｰトオｰル, 56,蛯名正, 2.9, 51,   0,  -8,12, 79.4,⑪⑭⑭,,,,,,,,,,,,
14, 3,Ｈウエスタンファイン, 40,郷原洋, 2.9, 10,*-12, -29, 5, 19.2,①①③,14, 8, スズシルクロｰド,---,津村明, 4.3,-12, -28,  -8,11, 75.7, ⑮⑮,14, 1,Ｄウザンホマレオｰ, 69,柴田善, 3.3, 50,*  7, -27, 4, 11.7,①①③,,,,,,,,,,,,
15,14,Ｐレッドコサｰジュ,-44,的場勇, 3.6,  6, -20, -25,15,537.6,⑨⑬⑮,15,12, ペイトレイク,---,鈴来直, 5.3,-17, -20, -24,15,432.2, ⑭⑭,15,16,Ｏフジノスプレンダｰ, 37,北村宏, 3.6, 46,  -2, -12,14,219.6,⑨⑯⑯,,,,,,,,,,,,
16, 6,Ｏヒップホップ, -3,佐藤聖, 5.0,-41, -20, -37,16,564.3,⑪⑮⑯,,,,,,,,,,,,,16, 2,Ｈプレンティスピｰド, 65,佐藤聖, 4.6, 38,   0, -28,13,192.1,⑪⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+19 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-3),,,,,,,,,,,
単勝:850円 複勝:09=160円 11=110円 08=290円 枠連:460円,,,,,,,,,,,,単勝:270円 複勝:03=160円 11=580円 05=370円 枠連:280円,,,,,,,,,,,,単勝:560円 複勝:12=160円 03=150円 04=120円 枠連:390円,,,,,,,,,,,,単勝:600円 複勝:10=180円 07=140円 02=720円 枠連:470円,,,,,,,,,,,
馬連:520円 ワイド:09-11=210円 08-09=970円 08-11=420円,,,,,,,,,,,,"馬連:4,020円 ワイド:03-11=1,400円 03-05=730円 05-11=2,560円",,,,,,,,,,,,"馬連:1,460円 ワイド:03-12=420円 04-12=270円 03-04=230円",,,,,,,,,,,,"馬連:800円 ワイド:07-10=340円 02-10=2,410円 02-07=1,760円",,,,,,,,,,,
"馬単:1,700円 3連複:1,580円",,,,,,,,,,,,"馬単:5,350円 3連複:10,240円",,,,,,,,,,,,"馬単:2,830円 3連複:950円",,,,,,,,,,,,"馬単:2,010円 3連複:9,070円 3連単:41,910円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.6,,,,,■ 6R  芝1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.1,,,,,■12R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,初凪賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄティムガッド, 53,津村明,, 65,* 10, -10, 1,  2.7, ①①, 1,13, ウエスタンヒｰト,---,石橋脩,, 50,*-27,* 19, 4, 11.8,②②②, 1, 9,Ｆマイイｰジス, 68,中舘英,, 79,*  4,* 14, 3,  5.3,①①①, 1,11,Ｂグレｰトバルサｰ, 76,蛯名正,, 81,  -7,* 25, 4,  8.0,⑦⑧⑤
 2,10,Ａエフテｰララｰヤ, 60,田辺裕, 0.7, 54,   4, -10, 5,  9.2, ⑥②, 2, 8, ヒカルダイヤモンド,---,後藤浩, 0.4, 53, -31,* 22, 2,  3.2,⑦⑤⑥, 2,10,Ｂリオサンバシチｰ, 70,江田照, 0.7, 74,   1,* 13, 4,  6.2,⑦④②, 2,13,Ａウインクルセイド, 77,津村明, 0.0, 66,* -3,  13, 2,  5.1,⑤②②
 3, 4,Ｇデザフィオ, 49,吉田隼, 0.7, 50,   1,* -9, 2,  2.7, ⑦⑦, 3, 4, エンジェルステｰジ,---,柴山雄, 0.5, 46, -30,* 19, 6, 16.9,⑤⑤⑤, 3,11,Ｃモンヴェｰル, 70,蛯名正, 0.8, 72,   2,  11, 1,  2.6,③②②, 3, 5,Ｉタイキスピリッツ, 68,塚田祥, 0.1, 62,* -1,   9, 3,  7.4,①①①
 4, 6,Ｉムｰランヴェｰル, 40,的場勇, 0.8, 50,   4, -13, 3,  8.2, ④⑤, 4,11, デュアルソニック,---,菊沢隆, 0.8, 32, -29,  11,11,109.0,④③③, 4, 8,Ｅエスエスウィナｰ, 68,村田一, 1.4, 69,  -1,  11,10, 57.4,⑨⑩⑦, 4,12,Ｆアクトナチュラリｰ, 71,田中勝, 0.3, 62,* -2,  10, 9, 25.0,③②②
 5,12,Ｆメジロカペラ, 51,黛弘人, 1.3, 46,   5, -19, 9, 41.0, ④②, 5, 1, ザドリｰムキング,---,木幡初, 0.9, 41, -33,  17, 1,  2.2,⑧⑧⑥, 5, 3,Ｇグランドハリケｰン, 67,横山典, 1.4, 66,   0,   9, 2,  4.3,④⑤⑦, 5,14,Ｅセイコｰアカデミｰ, 74,穂苅寿, 0.6, 61,  -6,  13, 6, 10.0,⑨⑥⑤
 6, 8,Ｅコスモプリマ, 52,高野和, 1.4, 41,  -4, -12, 7, 22.7, ⑨⑧, 6, 5, スプリングヘッド,---,吉田隼, 1.0, 25, -30,   7, 8, 43.5,③③③, 6, 7,Ｄプライベｰトプラン, 70,柴山雄, 1.4, 64,   2,   6, 5, 10.7,②②②, 6, 2,Ｃヤマニンスプラウト, 75,北村宏, 0.7, 64,  -8,  16, 5,  8.2,⑨⑩⑨
 7, 3,Ｈレパティヌｰル, 41,田中博, 1.4, 44, -12,* -5, 6, 20.9, ⑭⑬, 7,10, スズマリナｰ,---,バルジ, 1.0, 26,*-26,   2, 7, 37.3,①①①, 7, 2,Ａナスケンウインド, 73,二本柳, 1.5, 66,  -1,   9, 6, 14.6,⑨⑨⑦, 7, 7,Ｍタイキコジャック, 62,的場勇, 0.7, 52,  -6,   4,12,106.4,⑦④④
 8,15,Ｃバトルソニック, 55,石神深, 1.8, 45,*  7, -24, 8, 38.7, ②②, 8, 3, ナムラビスマルク,---,中舘英, 1.2, 25, -30,   8, 5, 15.6,⑤⑤⑥, 8, 6,Ｉシルクミッドナイト, 64,小野次, 1.5, 65,   0,   8, 7, 24.3,⑦⑤⑤, 8, 6,Ｎプロスパｰドン, 62,村田一, 0.7, 58,  -5,  10,10, 35.9,②⑤⑤
 9,13,Ｌスマスタトッキｰ, 32,塚田祥, 1.9, 40,  -8, -12,11,213.8, ⑪⑪, 9, 2, ファｰストラン,---,松岡正, 1.3, 41, -36,* 19, 9, 72.7,⑩⑩⑨, 9, 5,Ｋセレスケイ, 61,バルジ, 1.7, 63,   0,   7, 8, 25.8,⑥⑧⑦, 9, 8,Ｊニシノフリｰダム, 68,横山典, 0.8, 61,  -8,  14, 1,  2.8,⑪⑩⑨
10,11,Ｍハイギアチェンジ, 32,五十嵐, 2.0, 38,   0, -19,13,284.9, ⑧⑨,10,12, イブキシャナオウ,---,大野拓, 1.6, 18, -35,   6,10,100.8,⑧⑨⑨,10, 1,Ｈマイネルトイフェル, 66,松岡正, 2.1, 58,   1,   1, 9, 37.0,④⑤⑤,10, 9,Ｈハギノメトロポリス, 69,石橋脩, 0.8, 66, -10,* 19, 7, 12.7,⑫⑫⑫
11, 5,Ｏフジノイチヒメ, 29,小島太, 2.3, 36, -11, -14,14,292.2, ⑬⑬,11, 9, フラワｰマキシマム,---,田中博, 2.8,-11, -39,  -5,12,150.1,⑬⑩⑪,11, 4,Ｊフェスティブシャン, 62,菊沢隆, 2.7, 55,  -3,   3,11,205.1,⑪⑪⑪,11, 4,Ｌビッグサクセス, 63,大庭和, 0.9, 56,  -6,  10,11, 77.4,③⑧⑪
12, 2,Ｎサンマルマドンナ, 31,千葉直, 2.4, 32,  -4, -22,16,587.4, ⑨⑨,12, 6, オｰプンガｰデン,---,岩部純, 3.2,-14, -39,  -4,13,187.3,⑫⑬⑬,,,,,,,,,,,,,12, 3,Ｋトゥｰエニワン, 67,田中博, 1.1, 54, -12,  12,13,159.3,⑬⑫⑫
13, 1,Ｊグリｰンキャッスル, 37,蓑島靖, 3.2, 29, -11, -21,12,277.6, ⑭⑮,13, 7, トゥルｰオトメ,---,穂苅寿, 3.2,-14, -39,  -4,14,221.0,⑬⑬⑬,,,,,,,,,,,,,13, 1,Ｇオンワｰドハヤテ, 70,小野次, 2.6, 36,  -6, -18, 8, 21.2,⑤⑥⑤
14,14,Ｂナンヨｰミドル, 57,大野拓, 3.3, 30,*  7, -40, 4,  8.4, ②⑤,14,14, ウェディングフジコ,---,横山典, 3.5,-40, -36, -15, 3,  5.7,⑩⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,
15, 7,Ｋアルカンシェル, 35,水出大, 3.6, 22,  -9, -29,15,388.3, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 9,Ｐヒシホｰリｰ, 18,大庭和, 3.8, 11, -14, -24,10,141.7, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
