07年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 7R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,
14, 3,Ｎロｰレルオリオン, 27,西田雄, 2.8, 37,  -8, -14, 8, 41.0,⑨⑪⑩,14,13,Ｊマｰベラスドリｰム, 57,大野拓, 3.1, 40,  -6, -12,14, 74.3,⑮⑮⑭,14, 1,Ｍビｰチフェスタ, 56,赤木高, 1.6, 42,  -9,  -6, 5,  9.4, ⑬⑯,,,,,,,,,,,,
15,13,Ｇムｰビングアウト, 44,田中博, 2.9, 34, -10, -15, 9, 43.2,⑫⑬⑭,15,10,Ｎサムタイムレｰタｰ, 54,津村明, 5.2, 28,   0, -41,12, 43.7,③⑥⑮,15,13,Ａネヴァｰストリｰト, 74,石橋脩, 1.7, 39, -11,  -6, 8, 18.7, ⑬⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｆエアラニア, 65,津村明, 1.8, 39,*  1, -18, 6, 12.5, ②④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-7),,,,,,,,,,,
"単勝:320円 複勝:02=180円 12=320円 04=210円 枠連:1,910円",,,,,,,,,,,,"単勝:840円 複勝:15=240円 11=170円 05=250円 枠連:1,040円",,,,,,,,,,,,単勝:350円 複勝:15=150円 05=170円 10=810円 枠連:750円,,,,,,,,,,,,"単勝:220円 複勝:06=150円 01=240円 10=340円 枠連:1,120円",,,,,,,,,,,
"馬連:2,030円 ワイド:02-12=550円 02-04=390円 04-12=710円",,,,,,,,,,,,"馬連:1,580円 ワイド:11-15=570円 05-15=1,260円 05-11=680円",,,,,,,,,,,,"馬連:950円 ワイド:05-15=350円 10-15=2,420円 05-10=2,480円",,,,,,,,,,,,"馬連:1,180円 ワイド:01-06=550円 06-10=800円 01-10=2,300円",,,,,,,,,,,
"馬単:3,550円 3連複:2,990円",,,,,,,,,,,,"馬単:3,930円 3連複:4,720円",,,,,,,,,,,,"馬単:1,870円 3連複:10,010円 3連単:45,740円",,,,,,,,,,,,"馬単:1,720円 3連複:5,990円 3連単:19,690円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
