07年 7月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-18.1,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.1,,,,
 9, 7, シュｰベルト,---,高橋智, 3.2,-18, -47, -16, 9, 63.0, ⑨⑨, 9, 9, ルイジアナボｰイ,---,幸英明, 1.9,  4, -19, -24, 2,  3.9, ⑦⑧, 9,12,Ａトラベルノｰト, 59,芹沢純, 2.2, 46,  -2, -15, 7, 22.9,⑤⑥④, 9, 6,Ｅマチカネウマジルシ, 73,赤木高, 1.1, 57,* -3,  10, 9, 32.8,②②③
,,,,,,,,,,,,10,10, キｰスニｰカｰ,---,藤岡康, 3.8,-77, -27, -49, 9, 49.1, ⑨⑨,10, 6,Ｉスピｰドボｰイ, 47,渡辺薫, 3.5, 34,  -4, -30,12, 76.6,⑫⑪⑪,10, 5,Ｈビッグタイガｰ, 71,芹沢純, 1.9, 51,  -7,   7,10, 52.3,⑦⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,11,10,Ｊシｰオペラ, 46,浜中俊, 3.8, 28,  -8, -32,14,163.2,⑩⑬⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12, 4,Ｍシゲルダンケ, 22,赤木高, 4.0, 31,  -7, -32,13,137.2,⑭⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｅシルクキャリバｰ, 52,藤岡康, 4.3, 25,  -4, -49,11, 64.1,⑤⑥⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 5, キタサンメダリスト,---,石橋守, 4.9, 25,  -2, -57,10, 52.4,②④⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:不良(指数:-15),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:重(指数:-6),,,,,,,,,,,
"単勝:180円 複勝:05=120円 06=220円 09=230円 枠連:1,120円",,,,,,,,,,,,"単勝:1,900円 複勝:02=420円 03=160円 07=440円 枠連:2,580円",,,,,,,,,,,,"単勝:360円 複勝:14=170円 02=490円 09=120円 枠連:5,030円",,,,,,,,,,,,"単勝:2,030円 複勝:04=400円 02=210円 09=120円 枠連:5,930円",,,,,,,,,,,
"馬連:1,130円 ワイド:05-06=420円 05-09=330円 06-09=890円",,,,,,,,,,,,"馬連:2,120円 ワイド:02-03=830円 02-07=2,510円 03-07=950円",,,,,,,,,,,,"馬連:4,860円 ワイド:02-14=1,610円 09-14=220円 02-09=1,180円",,,,,,,,,,,,"馬連:5,360円 ワイド:02-04=1,360円 04-09=870円 02-09=360円",,,,,,,,,,,
"馬単:1,360円 3連複:2,030円",,,,,,,,,,,,"馬単:5,470円 3連複:9,030円",,,,,,,,,,,,"馬単:7,260円 3連複:3,590円",,,,,,,,,,,,"馬単:13,290円 3連複:4,260円 3連単:44,850円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 5R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6.5,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■11R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,英彦山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂタイカｰリアン, 59,幸英明,, 71,  -9,* 16, 2,  4.2,⑩⑪⑨, 1, 3,Ａトｰホウアタック, 68,和田竜,, 60,  -5,*  5, 1,  2.5,③④③, 1,14,Ｂトｰホウシャイン, 70,川島信,, 78,  -1,* 18, 6, 13.3,⑫⑩⑨, 1,11,Ａブレイズワン, 76,角田晃,, 78,   4,* 17, 1,  1.8,⑥⑤⑤
 2, 5,Ｈセイザンフレイム, 48,橋本美, 0.1, 57,* -3,   2, 9, 33.0,②②①, 2,14,Ｄマルブツゴｰルド, 54,藤岡康, 0.7, 51,* -6,  -4, 5,  9.9,⑥②②, 2, 5,Ｇティアラプリンセス, 64,太宰啓, 0.3, 67,*  4,   5, 3,  4.8,⑤③②, 2, 7,Ｆベルフリｰ, 63,佐藤哲, 0.4, 75,   3,* 13,10, 34.5,⑧⑧②
 3,16,Ｃテイエムカモシカ, 57,芹沢純, 0.3, 56,  -6,   4, 6, 22.2,⑤④③, 3, 2,Ｇマヤノビャッコ, 41,渡辺薫, 0.8, 54,  -7,*  1, 6, 15.8,⑧⑩⑧, 3, 9,Ｉスｰパｰマルトク, 61,田中克, 0.3, 62,*  3,   0,13, 81.8,①①①, 3, 6,Ｂビクトリｰフラッグ, 71,中村将, 0.5, 72,   5,   8, 2,  5.9,⑥⑤②
 4, 9,Ａギムレットロック, 65,藤岡康, 0.3, 56, -10,*  6, 1,  1.9,⑫⑨⑥, 4, 1,Ｆクルックス, 49,鮫島良, 0.8, 52,  -8,  -1, 3,  5.6,⑩⑦⑤, 4, 1,Ａラブアクチュアリｰ, 76,藤岡康, 0.4, 64,   0,   6, 2,  4.5,⑩⑥⑥, 4, 5,Ｋオッティマルｰチェ, 51,太宰啓, 0.6, 70,*  6,   2, 5, 14.5,①①①
 5,10,Ｍシリウストウショウ, 33,石橋守, 0.4, 52,* -4,  -1, 7, 24.1,③②②, 5, 5,Ｅハｰドインパルス, 53,佐藤哲, 1.1, 52,  -7,  -3, 7, 16.6,③⑦⑦, 5,16,Ｄメイショウゲンジ, 68,渡辺薫, 0.5, 63,*  4,   0, 1,  4.1,②②②, 5, 3,Ｃナリタモｰガン, 69,渡辺薫, 1.1, 65,   1,   7, 3,  8.0,⑩⑩⑦
 6, 2,Ｊピサノイナバウアｰ, 46,鮫島良, 0.4, 53,  -5,   1, 5, 15.7,③④③, 6, 8,Ｃエｰシンエヴァン, 58,幸英明, 1.1, 51,  -6,  -4, 4,  6.0,⑨⑥⑤, 6, 2,Ｊスカイノミツキ, 60,荻野琢, 0.5, 65,  -3,   9,15,109.1,⑩⑩⑩, 6, 4,Ｉビッグタキオン, 61,和田竜, 1.4, 61,   3,  -1, 6, 18.5,⑧⑧⑨
 7, 3,Ｆニコラスバロｰズ, 53,熊沢重, 0.5, 54,  -7,   4, 3,  9.8,⑩⑥⑥, 6, 4,Ｂヴイマックス, 62,熊沢重, 1.1, 50,* -4,  -8, 2,  4.2,②①①, 7,13,Ｎハギノエントラｰタ, 55,幸英明, 0.6, 69,  -5,* 15, 8, 18.5,⑭⑭⑪, 7,12,Ｇワンダフルキャスト, 62,藤岡康, 1.7, 58,   2,  -4, 7, 25.4,⑩⑩⑦
 8,13,Ｉタケカサチノヤマ, 47,田中健, 0.7, 46,  -9,  -1, 8, 30.3,⑥⑥⑥, 8,10,Ｉカレンアンプルｰル, 30,上村洋, 1.7, 46,* -4, -13, 8, 79.0,③②③, 8, 3,Ｃシルククリムゾン, 70,鮫島良, 0.7, 63,   1,   3, 4,  6.9,⑤⑥⑥, 8,10,Ｄノｰブルフォｰス, 64,上村洋, 2.1, 54,   5, -17,11, 58.2,③②②
 9,12,Ｌチョウスペシャル, 42,太宰啓, 1.1, 47, -10,   1,13, 80.9,⑬⑬⑫, 9, 6, トｰセンマッハ,---,上野翔, 2.1, 45, -11,  -5, 9,101.6,⑬⑪⑪, 9,10,Ｍシゲルユウボウカブ, 55,赤木高, 0.8, 60,*  3,  -1,12, 47.0,③③④, 9, 2,Ｊカシノオウジャ, 54,高野容, 2.3, 52,   4, -17,12,161.9,⑤⑤⑨
10,14,Ｇマルブツファｰスト, 52,上村洋, 1.1, 44,  -8,  -4, 4, 13.6,⑨⑨⑩,10, 9,Ｊファｰストプライズ, 30,川島信, 3.4, 32,  -7, -25,13,180.1,⑥⑦⑨,10, 4,Ｅトップエクセレント, 65,上村洋, 1.1, 56,   1,  -3, 7, 14.3,⑧⑥⑥,10, 9,Ｌチョウビジン, 48,赤木高, 2.5, 49,  -1,  -8, 9, 29.5,⑫⑫⑫
11, 7,Ｅオｰスミオｰカン, 54,川島信, 1.1, 47, -10,   1,14, 83.3,⑭⑬⑪,11,12,Ｈモンデフィ, 34,田中健, 3.8, 28, -14, -20,14,263.0,⑫⑫⑫,11,11,Ｆノッティングサン, 65,中村将, 1.1, 64, -10,* 15,10, 37.8,⑯⑯⑯,11, 8,Ｈグロｰスベルベット, 61,石橋守, 3.0, 44,*  5, -33, 8, 26.8,③②⑤
12, 8,Ｎポッシェ, 24,高橋智, 1.3, 47, -13,   2,15,215.0,⑯⑯⑫,12,11, カワカミセイント,---,石橋守, 4.9, 22, -13, -28,11,159.5,⑬⑫⑫,12,15,Ｐシｰロｰレル, 41,大下智, 1.1, 55,  -5,   2,14, 96.1,⑬⑬⑪,12, 1,Ｅトウカイブラボｰ, 64,幸英明, 4.1, 37,*  6, -49, 4,  8.9,②②⑨
13, 1,Ｄフレノエンジェル, 55,中村将, 2.5,  8,* -5, -36,10, 37.8,①①③,13,13, ゴルデンイナバウア,---,船曳文, 5.6, 16,  -6, -51,10,148.3,①④⑨,13, 7,Ｌロングキャニオン, 55,熊沢重, 1.2, 53,*  2,  -8, 5, 12.2,⑦③④,,,,,,,,,,,,
14, 6,Ｏストｰムコｰルド, 23,佐藤哲, 2.9, 19,  -9, -28,11, 39.0,⑥⑪⑫,14, 7,Ｋグラシュｰズ, 29,岩崎祐, 6.7, 10, -18, -38,12,170.9,⑪⑭⑭,14, 8,Ｋシゲルシンキガイ, 58,佐藤哲, 1.7, 52,  -5,   0, 9, 22.5,⑮⑭⑭,,,,,,,,,,,,
15, 4,Ｐサワヤカハンタｰ,-10,野元昭, 3.0, 23, -12, -25,16,286.3,⑭⑮⑯,,,,,,,,,,,,,15,12,Ｈサクラタキオン, 62,和田竜, 1.9, 48,   1, -15,11, 40.0,③⑥⑪,,,,,,,,,,,,
16,15,Ｋドナビジュｰ, 43,赤木高, 4.1,-58,  -7, -51,12, 52.9,⑧⑥⑫,,,,,,,,,,,,,16, 6,Ｏイフウドウドウ, 53,田中健, 2.5, 40,  -2, -23,16,146.5,⑨⑩⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:不良(指数:-16),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-6),,,,,,,,,,,
"単勝:420円 複勝:11=200円 05=700円 16=760円 枠連:3,190円",,,,,,,,,,,,単勝:250円 複勝:03=130円 14=210円 02=260円 枠連:680円,,,,,,,,,,,,"単勝:1,330円 複勝:14=340円 05=230円 09=1,940円 枠連:1,800円",,,,,,,,,,,,"単勝:180円 複勝:11=110円 07=430円 06=170円 枠連:1,200円",,,,,,,,,,,
"馬連:7,870円 ワイド:05-11=1,750円 11-16=2,080円 05-16=9,730円",,,,,,,,,,,,"馬連:1,050円 ワイド:03-14=370円 02-03=480円 02-14=820円",,,,,,,,,,,,"馬連:2,450円 ワイド:05-14=990円 09-14=9,210円 05-09=5,600円",,,,,,,,,,,,"馬連:3,240円 ワイド:07-11=980円 06-11=220円 06-07=1,990円",,,,,,,,,,,
"馬単:11,350円 3連複:64,500円",,,,,,,,,,,,"馬単:1,530円 3連複:2,510円",,,,,,,,,,,,"馬単:6,840円 3連複:73,380円",,,,,,,,,,,,"馬単:4,480円 3連複:4,900円 3連単:23,430円",,,,,,,,,,,
■ 3R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 6R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■ 9R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■12R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,桜島特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7, マｰベラスチｰフ,,小坂忠,,,,, 7, 35.9,⑦⑤③, 1,15,Ｇベタｰデイズ, 47,川島信,, 72,*  6,   9, 6, 10.1, ③③, 1, 6,Ｂウインルｰセント, 77,佐藤哲,, 80,  -3,* 19, 1,  3.1,③④③, 1, 3,Ｈスマイルハヅキ, 61,田中克,, 71,*  0,* 12, 7, 24.1,⑤①①
 2,11, ヤマノブルｰグラス,,白浜雄, 0.0,,,, 5,  9.4,⑧⑦⑤, 2,10,Ｅエルウェｰマシェリ, 51,中村将, 0.0, 73,  -2,* 14, 5,  7.7, ④④, 2, 3,Ｍシュルｰドパｰソン, 65,高橋智, 0.8, 68,  -6,* 14,13, 86.8,⑪⑩⑦, 2, 4,Ｂメイショウダンディ, 68,浜中俊, 0.1, 72,  -2,* 14, 3,  6.8,⑦④④
 3,10, セイウンエポック,,出津孝, 0.2,,,, 3,  5.9,②②②, 3, 1,Ｉタガノプレジｰル, 44,太宰啓, 0.1, 69,*  9,   4, 4,  6.7, ①①, 3,14,Ｇヒラボクオウショｰ, 70,幸英明, 1.0, 66,  -4,  12, 5, 11.3,⑦⑦⑦, 3, 2,Ｅツルマルキセキ, 65,太宰啓, 0.3, 69,*  0,  11, 5, 11.3,②②②
 4, 9, ピクシｰストｰン,,植野貴, 0.6,,,, 1,  1.9,①①①, 4,14,Ｂオメガロンド, 58,佐藤哲, 0.4, 63,*  8,   1, 1,  3.8, ②②, 4,15,Ｃパントマイミスト, 75,角田晃, 1.2, 58,* -1,   4, 6, 12.2,③①①, 4, 6,Ｊサカイヤベンケイ, 57,赤木高, 0.5, 74,  -3,* 15, 9, 51.8,⑫⑩⑥
 5, 2, アザンクｰル,,高野容, 1.5,,,, 6, 21.8,③③③, 5, 2,Ａアクセルファイヤｰ, 59,角田晃, 0.4, 68,  -4,  12, 2,  4.8, ⑥⑥, 5, 2,Ｏシルクプロフェット, 61,畑端省, 1.2, 59,  -5,   8,16,244.0,⑦⑦⑦, 5,11,Ａゼンノジュウシン, 71,荻野琢, 0.8, 60,* -1,   5, 2,  6.5,③②②
 6, 6, ヤマカツマドンナ,,仲田雅, 2.1,,,, 9, 43.1,⑥⑥⑥, 6, 4,Ｄラブレタｰ, 51,浜中俊, 0.5, 60,  -1,   4, 7, 12.0, ④④, 6,10,Ｉツルマルフェロｰ, 70,上村洋, 1.2, 63,  -6,  12, 8, 14.9,⑬⑩⑪, 6, 1,Ｉメモリｰセレソン, 58,角田晃, 0.8, 65,  -1,   9,11, 89.3,③④④
 7, 3, ライトニングボｰル,,今村康, 3.7,,,, 2,  5.5,③③⑥, 7,13,Ｎミスラナンキラス, 31,和田竜, 0.7, 64, -10,  13,16,107.0, ⑪⑪, 7, 4,Ｆヤマニンコｰリング, 71,渡辺薫, 1.3, 63,  -5,  11,10, 33.0,⑩⑩⑪, 7, 5,Ｄサンライズタイム, 65,鮫島良, 0.9, 66,  -3,  11, 6, 18.1,⑩⑩⑨
 8, 4, アスカノエナリｰ,,嘉堂信, 4.7,,,,10, 47.7,⑨⑨⑨, 8,12,Ｏヨドノシルフィｰド, -3,佐久間, 1.2, 52,  -5,   1,18,165.1, ⑦⑦, 8, 7,Ｄラインストｰム, 75,石橋守, 1.5, 57,  -2,   5, 3,  5.6,⑤④⑤, 8, 7,Ｋマイネルピエｰル, 56,高橋智, 1.8, 53,  -1,  -1,12,110.4,⑨④⑥
 9, 5, ダｰクアイズクロス,,西谷誠, 5.0,,,, 8, 40.8,⑩⑩⑩, 9, 3,Ｋチャｰムピアス, 38,船曳文, 1.2, 49, -12,   4,12, 94.5, ⑪⑨, 9, 9,Ａゲットアウト, 78,太宰啓, 1.5, 63,  -7,  13, 2,  5.3,⑬⑮⑮, 9, 9,Ｇシルクホｰムラン, 63,中村将, 1.9, 51,  -4,   0, 4,  7.1,⑩⑩⑪
10, 8, タニノボルガ,,熊沢重, 5.9,,,, 4,  8.3,⑤⑦⑧,10,16,Ｊグレイススマイル, 40,高橋智, 1.3, 50,  -8,   3, 9, 40.4, ⑧⑨,10,16,Ｅシゲルダンプウ, 71,熊沢重, 1.6, 55,  -3,   3, 9, 22.1,⑤④⑤,10, 8,Ｆロングファイト, 64,田中健, 1.9, 50,  -2,  -4, 8, 31.7,⑦④⑥
11, 1, デヒアビｰト,,佐久間,10.5,,,,11,102.6,⑪⑪⑪,11, 7,Ｆマイカトリｰヌ, 50,田中克, 1.3, 47,  -9,  -1,10, 45.1, ⑧⑦,11,12,Ｌウェディングマタｰ, 66,田中健, 1.6, 53,* -2,   1,15,163.8,②②②,11,12,Ｃホｰマンクラフト, 66,幸英明, 2.1, 51,  -1,  -4, 1,  1.9,⑤④⑨
,,,,,,,,,,,,12, 5,Ｌクリｰマックス, 36,藤岡康, 1.5, 44, -15,   2,14,101.1, ⑭⑫,12, 1,Ｎパレスレディｰ, 64,橋本美, 1.6, 61,  -8,  12,11, 60.0,⑮⑯⑮,12,10,Ｌバンビｰナピノ, 47,和田竜, 3.1, 47,  -2, -13,10, 65.3,①⑨⑪
,,,,,,,,,,,,13, 9, ブライティアアスカ,---,荻野琢, 1.6, 56, -43,* 27,15,101.6, ⑱⑱,13,11,Ｐシフォンベｰル, 59,浜中俊, 1.7, 54,  -5,   5,12, 75.4,⑦⑦⑦,,,,,,,,,,,,
,,,,,,,,,,,,14, 6, キクノフェアリｰ,---,幸英明, 1.7, 46, -23,  10,11, 56.5, ⑰⑯,14,13,Ｋインプレスゴｰルド, 67,藤岡康, 1.9, 55,  -7,   7, 7, 12.4,⑪⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,15,11,Ｃオｰミソフィｰ, 53,岩崎祐, 1.9, 42, -13,  -2,13,101.0, ⑭⑫,15, 5,Ｊデポジットブック, 67,中村将, 2.5, 49,* -2,  -9, 4,  8.6,①②③,,,,,,,,,,,,
,,,,,,,,,,,,16,17,Ｈツルマルトミヒメ, 44,上村洋, 2.4, 39, -12, -11, 3,  6.1, ⑬⑫,16, 8,Ｈアルキオｰネ, 70,川島信, 3.2, 44,  -7,  -9,14,121.7,⑯⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,17, 8, ワルツシチｰ,---,上野翔, 3.4,-12, -15, -24,17,120.3, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,18,Ｍフジノサッチャｰ, 34,田中健, 4.3,-76, -10, -46, 8, 29.4, ⑧⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:不良(指数:-16),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:不良(指数:-17),,,,,,,,,,,
"単勝:3,590円 複勝:07=700円 11=300円 10=220円 枠連:2,670円",,,,,,,,,,,,"単勝:1,010円 複勝:15=330円 10=270円 01=270円 枠連:1,080円",,,,,,,,,,,,"単勝:310円 複勝:06=160円 03=1,390円 14=340円 枠連:3,090円",,,,,,,,,,,,"単勝:2,410円 複勝:03=450円 04=270円 02=310円 枠連:6,660円",,,,,,,,,,,
"馬連:11,610円 ワイド:07-11=2,640円 07-10=1,940円 10-11=820円",,,,,,,,,,,,"馬連:3,460円 ワイド:10-15=1,030円 01-15=1,960円 01-10=1,290円",,,,,,,,,,,,"馬連:18,350円 ワイド:03-06=5,250円 06-14=760円 03-14=12,670円",,,,,,,,,,,,"馬連:6,550円 ワイド:03-04=1,960円 02-03=2,290円 02-04=1,310円",,,,,,,,,,,
"馬単:31,380円 3連複:21,480円",,,,,,,,,,,,"馬単:5,810円 3連複:12,810円",,,,,,,,,,,,"馬単:27,760円 3連複:53,660円 3連単:375,540円",,,,,,,,,,,,"馬単:15,120円 3連複:16,460円 3連単:120,060円",,,,,,,,,,,
