07年10月27日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月27日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■10R  芝1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,
 9, 4,Ｉユｰピロンユｰ, 36,田面木, 1.5, 40,   2, -18,11,108.7, ⑦⑧, 8, 9,Ａリサイトアチャｰム, 68,川島信, 1.4, 51,  -2,  -5, 2,  4.5,⑨⑨⑩, 9, 9,Ｇカルストントップオ, 60,南田雅, 1.5, 55,   4,  -2,10, 41.1, ⑫⑨, 9,14,Ｌアリスマティック, 59,赤木高, 1.5, 50,   9, -23,12, 64.1,⑩⑩⑪
10,11,Ｇオンワｰドカメリア, 39,二本柳, 1.6, 38,   3, -21, 8, 59.5, ⑦⑥,10, 8,Ｍシングルカット, 51,木幡初, 1.7, 48,  -3,  -5,13, 48.2,⑩⑩⑫,10, 4,Ｆメイショウリオン, 63,古川吉, 1.7, 58,  13, -14, 7, 15.3, ②③,10, 1,Ｇノｰブルフォｰス, 63,田辺裕, 1.7, 49,* 15, -36,11, 52.9,②③③
11, 7,Ｏマイラッキｰ,-28,安藤光, 1.6, 38,   3, -21,12,121.1, ⑦⑧,11, 3,Ｇグランドアワｰド, 57,宮崎北, 1.8, 46,  -1, -13,12, 46.1,⑦⑦⑧,11,11,Ｂノゾミヒカル, 70,二本柳, 1.8, 60,* 18, -20, 2,  4.9, ①①,11,13,Ｂマイネルパラシオ, 72,丹内祐, 1.7, 49,* 15, -36, 7, 14.9,④③⑤
12, 1,Ｍタケデンメイプル,-14,嘉藤貴, 1.7, 41,  -7, -12,13,153.6, ⑬⑬,12,14,Ｄマイムマイム, 58,的場勇, 1.8, 48,   1, -16, 5, 15.0,③③④,12, 8,Ｎミスチフ, 40,安藤光, 2.6, 44,  -5, -10,15,137.2, ⑮⑮,12, 7,Ｍジョイフルティアラ, 54,佐藤聖, 1.8, 47,  13, -34,14,217.3,⑦⑥⑨
13,10,Ｐアスカマジック,-53,黛弘人, 2.0, 33,  -9, -18,16,323.2, ⑬⑬,13, 1,Ｈディアビュｰティｰ, 56,田中博, 2.5, 41,  -9,  -5, 8, 25.6,⑬⑭⑭,13, 1,Ｃサクラマテンロウ, 65,小島太, 2.7, 36,   5, -25, 9, 35.7, ⑧⑪,13, 5,Ｎアラメダキング, 53,田中博, 2.5, 41,* 16, -50,13, 78.7,①①②
14, 8,Ｎコンゴウマイヒメ,-18,武英智, 2.1, 34,  -1, -24,10, 88.1, ⑪⑬,14, 5,Ｋグッドバニラ, 52,津村明, 2.5, 44,   2, -21, 4, 10.8,④⑤⑤,14, 6,Ｌメイショウブンゴ, 55,難波剛, 3.0, 39,  13, -33,13,118.7, ②⑤,14,12,Ｉユメノツヅキヲ, 62,大野拓, 3.1, 38,   7, -43,10, 49.6,⑫⑫⑬
15,13,Ｌタケショウクィｰン, 13,草野太, 2.4,  2, -18, -15,15,284.4, ⑯⑯,,,,,,,,,,,,,15, 2,Ｏアスカスマイル, 29,津村明, 4.5, 17,   7, -49,12,110.7, ⑧⑬,,,,,,,,,,,,
16, 3,Ｋアメリカンヒロイン, 29,丹内祐, 2.5, 27,   7, -37,14,174.0, ⑥⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:16),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:不良(指数:16),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:不良(指数:17),,,,,,,,,,,
単勝:350円 複勝:09=120円 06=130円 12=550円 枠連:380円,,,,,,,,,,,,"単勝:1,870円 複勝:07=390円 10=160円 04=180円 枠連:930円",,,,,,,,,,,,"単勝:570円 複勝:13=200円 14=270円 05=460円 枠連:1,310円",,,,,,,,,,,,単勝:580円 複勝:08=210円 04=250円 11=240円 枠連:840円,,,,,,,,,,,
"馬連:490円 ワイド:06-09=180円 09-12=1,250円 06-12=870円",,,,,,,,,,,,"馬連:3,910円 ワイド:07-10=1,220円 04-07=1,190円 04-10=340円",,,,,,,,,,,,"馬連:2,570円 ワイド:13-14=1,070円 05-13=1,830円 05-14=2,370円",,,,,,,,,,,,"馬連:3,620円 ワイド:04-08=1,080円 08-11=760円 04-11=1,640円",,,,,,,,,,,
"馬単:980円 3連複:2,720円",,,,,,,,,,,,"馬単:11,340円 3連複:5,020円",,,,,,,,,,,,"馬単:4,480円 3連複:17,150円",,,,,,,,,,,,"馬単:5,580円 3連複:9,420円 3連単:43,370円",,,,,,,,,,,
■ 2R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 5R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島放送賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, マイネルエルマス,---,田辺裕,, 55,   5,*-14, 1,  2.6,③③②, 1,10,Ｄメジロレント, 70,安藤光,, 77,   9,* 10, 4, 10.8,⑧④①, 1, 4,Ａケイエスシンケイト, 71,難波剛,, 73,   1,* 13, 3,  4.7,④④③, 1,14,Ａジュｰクジョイント, 71,的場勇,, 77,*  8,  11, 3,  8.2,②②①
 2,10, ボヤｰジ,---,鈴来直, 0.1, 53,*  7, -21, 2,  3.8,②①①, 2, 2,Ｅケｰジｰシルキｰ, 69,大野拓, 0.7, 68,* 10,  -5, 7, 27.2,⑤②②, 2, 3,Ｄピサノシェンロン, 63,木幡初, 0.2, 70,*  3,   8, 1,  2.6,②②②, 2, 5,Ｂロトブルｰスタｰ, 71,古川吉, 0.7, 72,   5,   9, 4,  8.5,⑤④③
 3, 3, ミンナデワンダｰ,---,川島信, 1.4, 41,*  7, -37, 3,  4.3,①②③, 3, 1,Ｋグレｰトキャンドル, 51,松田大, 1.1, 65,   8,  -2, 9, 45.3,⑤⑧⑧, 3, 1,Ｆスズライトアップ, 60,高山太, 0.6, 68,   1,   7, 5, 11.0,④④③, 3, 7,Ｇエドノドリｰム, 66,田辺裕, 0.9, 73,   2,* 12,10, 42.4,⑧⑧⑦
 4, 7, レオシグナル,---,大野拓, 1.5, 38,   4, -35, 5, 10.7,③④⑤, 4, 5,Ａタイキクラリティ, 74,田中博, 1.1, 63,   6,  -2, 5, 16.1,⑪⑧⑥, 4, 9,Ｇトウカイカントリｰ, 59,田中博, 0.8, 63,*  3,   0, 2,  4.3,①①①, 4, 6,Ｃピサノバンキッシュ, 70,木幡初, 1.1, 67,   5,   6, 1,  2.1,⑦⑤④
 5, 2, リュウグレイド,---,二本柳, 2.0, 35,   5, -42, 6, 15.6,⑤④③, 5, 3,Ｂエルブランコ, 74,木幡初, 1.2, 64,   6,  -1, 3,  5.5,⑪⑩⑧, 5,10,Ｂエステヴァン, 65,小島太, 1.1, 62,  -2,   5, 4,  9.3,⑦⑧⑥, 5,12,Ｈビｰドラスティック, 65,赤木高, 1.1, 73,   0,* 14, 5, 12.3,⑩⑪⑫
 6, 9, カゼノビンテｰジ,---,津村明, 3.0, 30,   1, -49, 7, 33.2,⑥⑥⑥, 6, 8,Ｆソングバｰド, 61,鈴来直, 1.7, 59,   9, -16, 2,  3.7,⑤④④, 6,14,Ｌシュプリｰムロｰズ, 53,安藤光, 1.2, 64,  -3,   8, 9, 43.9,⑩⑪⑨, 6,13,Ｊマイネルギルト, 64,川島信, 1.1, 69,   3,   9, 7, 19.8,⑩⑧⑦
 7, 4, ニシノグレキング,---,安藤光, 4.5,-19, -13, -42, 4,  6.3,⑦⑦⑦, 7, 9,Ｇロｰランアントレ, 60,津村明, 2.0, 57,* 11, -22, 8, 28.9,③②④, 7, 6,Ｃギルティストライク, 64,太宰啓, 1.2, 63,   0,   4, 6, 13.8,⑧⑥⑥, 7,11,Ｍウインサウザｰ, 60,田中克, 1.3, 63,*  8,  -2,11, 50.1,②①②
 8, 5, エミセンプｰ,---,丹内祐, 5.3,-42, -15, -53, 8, 43.9,⑧⑦⑧, 8, 4,Ｌフェイジョア, 43,川島信, 2.0, 55,   5, -10,10, 55.0,⑨⑪⑪, 8, 7,Ｅシゲルアラムシャ, 61,田嶋翔, 1.3, 65,  -4,* 11,11, 78.6,⑮⑭⑬, 8, 3,Ｆナスケンウインド, 67,二本柳, 1.4, 69,   0,  11, 9, 38.8,⑫⑪⑨
,,,,,,,,,,,, 9, 6,Ｃアフェランドラ, 70,太宰啓, 2.0, 57,  10, -20, 1,  2.1,④④⑥, 9, 5,Ｊカリスマコンコルド, 58,丹内祐, 1.7, 62,  -5,   7,10, 69.7,⑩⑭⑩, 9, 2,Ｉブルｰチェイサｰ, 65,西田雄, 1.4, 64,   5,   3,13,155.5,④⑤⑤
,,,,,,,,,,,,10,12,Ｉセイカベンザイテン, 58,南田雅, 2.5, 51,   9, -26,12,249.3,②④⑩,10, 8,Ｉアイアムドラマ, 59,大野拓, 2.3, 53,*  2, -11, 7, 18.8,③②③,10, 8,Ｌナゲットニュｰズ, 61,田面木, 1.5, 71,  -2,* 14,15,212.7,⑮⑬⑮
,,,,,,,,,,,,11, 7,Ｈエリモフィナｰレ, 59,田中克, 2.5, 49,* 10, -34, 6, 20.0,①①②,11, 2,Ｎウエスタンビｰバｰ, 48,西田雄, 2.7, 51,   0, -10,13,176.6,⑧⑥⑥,11, 4,Ｅスプリングザスパ, 69,柄崎将, 1.6, 65,   1,   7, 8, 34.0,⑧⑩⑨
,,,,,,,,,,,,12,11,Ｊシルキｰパフュｰム, 58,丹内祐, 3.4, 45,   5, -29,11, 88.4,⑨⑪⑫,12,13,Ｍモンプランス, 51,津村明, 2.9, 51,  -2,  -8,12,130.9,⑬⑪⑬,12, 9,Ｄストｰムタイガｰ, 69,田中博, 2.3, 60,  -2,   6, 6, 18.8,⑫⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,13,15,Ｋファインパレス, 57,大下智, 3.2, 45,  -3, -13,14,198.1,⑩⑩⑪,13,10,Ｎクリノトップオｰ, 56,梶晃啓, 2.6, 56,  -2,   2,14,176.0,⑫⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｈタイキレパｰド, 59,鈴来直, 3.6, 44,  -2, -17, 8, 40.6,④⑧⑪,14, 1,Ｏデアテンビｰ, 54,津村明, 2.9, 53,*  7, -16,12,104.1,①③⑤
,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｏホｰマンブレｰク, 47,赤木高, 4.2, 41,  -3, -20,15,219.6,⑭⑬⑮,15,15,Ｋアクセルカフェ, 63,武英智, 3.3, 50,   4, -15, 2,  4.2,⑤⑤⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:不良(指数:17),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:不良(指数:17),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:不良(指数:-8),,,,,,,,,,,
単勝:260円 複勝:08=130円 10=140円 03=140円 枠連:290円,,,,,,,,,,,,"単勝:1,080円 複勝:10=420円 02=720円 01=1,020円 枠連:8,930円",,,,,,,,,,,,単勝:470円 複勝:04=170円 03=120円 01=200円 枠連:730円,,,,,,,,,,,,単勝:820円 複勝:14=270円 05=250円 07=770円 枠連:850円,,,,,,,,,,,
馬連:390円 ワイド:08-10=210円 03-08=270円 03-10=380円,,,,,,,,,,,,"馬連:13,150円 ワイド:02-10=2,660円 01-10=5,770円 01-02=6,870円",,,,,,,,,,,,馬連:650円 ワイド:03-04=350円 01-04=680円 01-03=540円,,,,,,,,,,,,"馬連:3,000円 ワイド:05-14=1,020円 07-14=2,590円 05-07=2,390円",,,,,,,,,,,
馬単:760円 3連複:750円,,,,,,,,,,,,"馬単:26,540円 3連複:125,810円",,,,,,,,,,,,"馬単:1,600円 3連複:2,220円",,,,,,,,,,,,"馬単:6,310円 3連複:23,780円 3連単:116,330円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,,■ 6R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■ 9R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秋元湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｆスキマチェリｰ, 56,高山太,, 71,* 11,*  1, 2,  7.0, ②②, 1, 5,Ｃアポロアパッチ, 66,大野拓,, 64,*  8,   1, 2,  4.6, ①①, 1, 1,Ｄテイエムアンコｰル, 68,津村明,, 65,* 16, -19, 3,  4.6,②②①, 1, 9,Ｂサウスヒュｰマｰ, 75,田中博,, 77,* 18,  -1, 6,  9.7, ①①
 2, 5,Ｊスリｰフォｰトラン, 53,安藤光, 0.2, 72,* 12,  -1, 6, 23.0, ①①, 2, 6,Ｂニシノムｰンボｰ, 67,津村明, 0.2, 63,*  7,   0, 5, 12.0, ②②, 2,12,Ｇイケトップガン, 63,大野拓, 0.5, 57,   8,*-12, 6, 17.0,⑭⑨⑦, 2,12,Ｅシティボス, 69,太宰啓, 0.0, 71,  10,*  6, 4,  6.6, ⑨⑩
 3,12,Ｄスズカロｰズマリｰ, 59,的場勇, 0.3, 61,   3,*  2, 9, 35.4, ⑤④, 3, 2,Ｆメイキンマジック, 61,的場勇, 0.3, 62,  -2,   5,11, 72.0, ⑨⑦, 3, 9,Ｆショコラシチｰ, 64,太宰啓, 0.8, 56,   8,*-13, 7, 21.8,⑭⑫⑨, 3,15,Ｇジョｰブリス, 67,田嶋翔, 0.0, 76,* 16,   0, 8, 15.4, ②②
 4, 8,Ｉテイエムフルパワｰ, 54,太宰啓, 0.6, 56,  -2,*  4,10, 49.2, ⑩⑧, 4, 3,Ｄチャリティショウ, 66,古川吉, 0.6, 58,   1,   1, 4,  6.9, ⑤④, 4,11,Ｂストロングラリｰ, 70,木幡初, 1.1, 53,  11, -24, 1,  2.9,⑧⑥④, 4, 2,Ｌシルクドラグｰン, 63,武英智, 0.2, 72,  13,   0, 7, 13.9, ⑥②
 5, 7,Ａゼンノリヴァｰサル, 68,千田輝, 0.7, 64,* 11,  -6, 3,  7.8, ②④, 5,10,Ａモンプティクｰル, 69,宮崎北, 0.7, 56,  -4,   2, 1,  2.7, ⑨⑨, 5, 2,Ｈリバｰアンダルシア, 61,西田雄, 1.4, 50,   6,*-17,14,177.7,⑫⑮⑫, 5, 8,Ｋケイエスショｰキ, 65,難波剛, 0.3, 66,  10,*  1, 9, 15.7, ⑨⑨
 6, 3,Ｈメイスンシンデレラ, 56,田中博, 0.7, 56,   3,  -2, 4,  9.0, ⑤⑥, 6,12,Ｅモンテチェリｰ, 63,田中博, 0.7, 57,  -3,   2, 3,  4.7, ⑨⑪, 6, 6,Ｌファイトシｰン, 57,古川吉, 1.5, 49,   9, -26, 9, 39.2,⑧⑨⑩, 6, 6,Ｆフリｰダムエアｰ, 69,松田大, 0.3, 70,  15,  -3, 5,  8.6, ③②
 7, 1,Ｅシゲルダンヤバｰド, 57,田中克, 0.8, 54,   1,  -3, 7, 25.7, ⑦⑦, 7,15,Ｋレイゴｰルド, 55,田辺裕, 0.8, 59,  -8,   7, 6, 21.0, ⑫⑫, 7, 5,Ａビュレットライナｰ, 73,田中博, 1.6, 47,* 16, -44, 2,  3.6,①①②, 7,14,Ｃプラチナムペスカ, 74,赤木高, 0.3, 70,  15,  -3, 2,  5.8, ③⑥
 8, 2,Ｌブロｰドチャンネル, 51,西田雄, 0.9, 58,   8,  -6,11, 77.0, ④③, 8,16,Ｎマロンラッシュ, 47,川島信, 0.8, 56,   0,   0,13, 87.7, ⑦⑦, 8,14,Ｅフサイチシャナオｰ, 65,田中克, 1.8, 44,  11, -39, 4, 10.1,⑤⑤④, 8,13,Ｊサニｰケｰティング, 65,大野拓, 0.5, 66,  13,  -4,10, 17.1, ⑥⑥
 9, 4,Ｇカゼノアルペジオ, 56,須貝尚, 0.9, 53,  -2,   1, 5, 20.7, ⑩⑪, 9, 4,Ｇマイネバイレ, 60,佐藤聖, 1.0, 51,   0,  -4, 8, 28.7, ⑤⑤, 9, 8,Ｊシュウザンゴｰルド, 59,的場勇, 1.8, 45,* 14, -43, 8, 22.9,③③④, 9,10,Ｉキョウエイタキオン, 66,的場勇, 0.6, 61,   8,  -1, 1,  5.8, ⑪⑪
10,10,Ｃチキリサンボｰイ, 60,赤木高, 0.9, 55,   3,  -2, 8, 29.0, ⑦⑧,10, 7,Ｍアサヒカレンダｰ, 52,梶晃啓, 1.0, 53,*  5,  -6,14,100.3, ③⑤,10, 3,Ｋボｰンザスカイ, 58,二本柳, 2.1, 45,  10, -36,12, 64.6,⑧⑦⑦,10, 7,Ｄメイカ, 73,津村明, 1.1, 54,   7,  -7,11, 20.8, ⑫⑪
11, 9,Ｂライモン, 64,津村明, 1.1, 52,   3,  -4, 1,  1.6, ⑦⑧,11,14,Ｉロドリｰバニヤン, 57,木幡初, 1.1, 52,   3,  -6, 7, 26.1, ③②,11,13,Ｍグラスフォｰユｰ, 55,鈴来直, 2.5, 43,   7, -35,10, 53.2,⑧⑫⑬,11, 1,Ａアナナス, 79,木幡初, 1.2, 53,   4,  -5, 3,  6.6, ⑬⑭
12, 6,Ｋウメノレイメイ, 52,宮崎北, 1.4, 48, -12,  -1,12,175.2, ⑫⑫,12, 8,Ｌアドミラルサンド, 54,赤木高, 1.1, 52,   0,  -3, 9, 39.4, ⑦⑨,12,10,Ｎオｰシンブルドッグ, 47,田辺裕, 2.7, 41,   7, -39,15,198.3,⑫⑫⑪,12, 5,Ｍセレスマン, 60,丹内祐, 1.3, 56,  13, -16,13, 48.2, ⑥②
,,,,,,,,,,,,13,11, フェアリｰキャロル,---,安藤光, 1.5, 50, -15,   5,12, 74.2, ⑬⑬,13, 4,Ｉキララキング, 61,宮崎北, 2.8, 37,  12, -56,11, 63.3,③④③,13, 4,Ｎアグネスモリガン, 55,田辺裕, 1.5, 49,   1,  -7,15, 87.4, ⑮⑭
,,,,,,,,,,,,14,13,Ｈデヒアサウンド, 57,太宰啓, 1.5, 51, -17,   7,10, 56.3, ⑭⑭,14,15,Ｃテイエムブラック, 69,高井彰, 5.6, -9,   9, -83, 5, 13.0,⑤⑨⑮,14,11,Ｏグレｰスバニヤン, 48,川島信, 1.5, 53,  15, -20,14, 50.8, ③⑥
,,,,,,,,,,,,15, 9,Ｏユキノスバル, 45,二本柳, 2.2, 44, -26,*  8,16,178.8, ⑮⑮,15, 7,Ｏワンダｰデヒア, 44,川島信, 6.4,-29,  11, -99,13,109.9,⑤⑦⑭,15, 3,Ｈタｰニングリｰフ, 67,梶晃啓, 2.1, 41,   2, -17,12, 27.9, ⑬⑪
,,,,,,,,,,,,16, 1,Ｊワンマイドリｰム, 56,田中克, 2.9, 35, -40,* 10,15,123.3, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-19 馬場:不良(指数:17),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:16),,,,,,,,,,,
