07年12月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■10R  ダ1700m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,
 9, 2,Ｐエプソムウィナｰ,-77,浜中俊, 2.2, 43, -15,  -4,11,123.6,⑩⑪⑪, 9, 2,Ｍデンコウレｰナ, 22,太宰啓, 1.7, 51,  -5,   3,15,316.7,⑦⑤④, 9, 7,Ｏプレンティスピｰド, 49,石橋脩, 2.1, 59,   0,   2,13,136.3,⑮⑭⑭, 9,14,Ｆマイネルアベニｰル, 63,芹沢純, 2.7, 53,   1, -10, 3,  9.3,⑪⑦⑨
10,14,Ｂクリスタルドア, 57,中村将, 2.5, 40, -23,  -2, 3, 13.8,⑬⑭⑭,10, 6,Ｐモニカ, 10,田嶋翔, 2.0, 50, -10,   9,13,186.6,⑭⑬⑪,10, 3,Ｂヒットトップガン, 71,河北通, 2.4, 57,   1,  -3, 4,  7.6,⑨⑩⑬,10,11,Ｅヤマニンブリオン, 64,浜中俊, 3.3, 48,   1, -15,11, 35.4,⑨⑦⑦
11,15,Ｄマキハタハンタｰ, 45,高井彰, 2.8, 42,*  5, -22, 5, 16.5,③③②,11,12,Ｏコアレスアンバｰ, 19,宮崎北, 2.0, 48, -13,   8,14,196.7,⑯⑭⑭,11,15,Ｇダンツイッドン, 61,藤岡康, 2.6, 55,*  3, -13, 3,  7.4,③②③,11, 8,Ｊジョウショｰアロｰ, 51,柴原央, 3.5, 47,*  4, -22, 8, 21.1,①②②
12,12,Ｃコスモシャトレｰヌ, 48,的場勇, 3.3, 33,  -6, -21, 6, 23.7,④⑥⑧,12, 8,Ｌスカｰレットバｰド, 31,赤木高, 2.3, 46,  -7,  -2,12,137.0,⑪⑩⑪,12,10,Ａゼンノモナルカ, 72,吉田稔, 2.8, 54,   0,  -5, 2,  3.7,⑬⑭⑭,12,10, バブルガムエンド,---,吉田稔, 4.1, 41,  -5, -14,13, 89.2,⑭⑭⑭
13,11,Ｊシェリアク, 32,赤木高, 3.5, 29, -25,  -9,13,142.7,⑮⑮⑮,13, 5,Ｈバトルパリジェンヌ, 39,古川吉, 2.3, 47,  -6,  -3,10, 56.2,⑦⑧⑧,13,14,Ｎユウタｰストライプ, 50,二本柳, 3.1, 52,   2, -12,12, 89.2,⑦⑧⑥,13, 5,Ｎデルマアルタイル, 40,川島信, 4.1, 42,   0, -22,16,241.4,⑧⑨⑨
14,13,Ｇカシノボイス, 38,西田雄, 3.6, 31,  -8, -22,15,204.5,④⑧⑩,14, 4,Ｄスズカプラチナ, 48,藤岡康, 2.6, 44,  -7, -11, 9, 27.6,⑤⑦⑧,14, 8,Ｌヨシヴァｰティカル, 53,宮崎北, 3.3, 48,   0, -13,15,219.5,⑧⑩⑧,14,13,Ｌヒシミッション, 49,渡辺薫, 4.3, 40,  -1, -22,12, 64.7,④⑪⑬
15,16,Ｏコリスイモン,-41,丸田恭, 4.1, 20, -22, -20,16,474.2,⑬⑬⑬,15,13,Ｊノッテビアンカ, 39,浜中俊, 2.6, 40, -13,  -1,11, 64.6,⑮⑭⑭,15, 5,Ｊフライングメリッサ, 58,鮫島良, 3.9, 46,   2, -20, 9, 42.1,③④⑥,15, 1,Ｍアイアムジャンヌ, 46,安藤光, 4.6, 38,  -5, -18,14, 98.8,⑮⑭⑭
,,,,,,,,,,,,16,16,Ｎエイユｰルｰジュ, 20,野元昭, 5.9,-80, -14, -43,16,320.8,⑬⑯⑯,16,16,Ｐサンパレス, 45,赤木高, 4.4, 43,   3, -26,15,219.5,①④⑧,16, 7, ワイエスクリスティ,---,岡部誠, 4.7, 37,  -6, -17,15,104.3,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,
"単勝:140円 複勝:08=120円 04=830円 07=450円 枠連:3,590円",,,,,,,,,,,,"単勝:450円 複勝:07=150円 14=200円 01=130円 枠連:1,160円",,,,,,,,,,,,"単勝:1,100円 複勝:09=370円 04=680円 12=2,010円 枠連:870円",,,,,,,,,,,,単勝:210円 複勝:06=140円 15=320円 02=430円 枠連:790円,,,,,,,,,,,
"馬連:4,410円 ワイド:04-08=1,670円 07-08=580円 04-07=9,490円",,,,,,,,,,,,"馬連:1,200円 ワイド:07-14=410円 01-07=230円 01-14=400円",,,,,,,,,,,,"馬連:9,930円 ワイド:04-09=2,710円 09-12=9,590円 04-12=9,920円",,,,,,,,,,,,"馬連:1,090円 ワイド:06-15=490円 02-06=830円 02-15=2,140円",,,,,,,,,,,
"馬単:5,470円 3連複:22,080円",,,,,,,,,,,,"馬単:2,310円 3連複:1,320円",,,,,,,,,,,,"馬単:22,780円 3連複:226,470円",,,,,,,,,,,,"馬単:1,860円 3連複:6,440円 3連単:22,110円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■ 5R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■11R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中京日経賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄメイショウコレット, 65,長谷川,, 67,   1,   6, 1,  2.4,④③②, 1, 2,Ｄピサノシェンロン, 66,青木芳,, 69,   4,*  5, 3,  5.0,⑤④④, 1,14,Ｇマヤノツルギ, 64,石橋脩,, 93,* 14,  19, 4, 10.1,②②②, 1, 4,Ｇキルシュワッサｰ, 75,上村洋,, 78,* 10,  10, 6, 10.6,①②②
 2,10,Ｂフレアキャスケｰド, 66,河北通, 0.1, 67,  -1,   8, 2,  5.5,⑧⑥④, 2, 4,Ｅラガｰチトセオｰ, 63,荻野琢, 0.1, 66,*  4,   0, 7, 19.8,②②②, 2,10,Ｂベレッツァ, 72,浜中俊, 0.2, 87,   9,  17, 2,  3.4,④④④, 2, 8,Ｆアイアムエンジェル, 77,柴山雄, 0.1, 80,  -2,* 19, 9, 20.7,⑩⑩⑨
 3, 8,Ｍテイエムヨカドｰ, 53,佐藤聖, 0.1, 64,  -3,* 10,10, 55.1,⑪⑨⑦, 3,11,Ｇシルクロックスタｰ, 60,石橋脩, 0.4, 64,   0,*  8, 9, 40.8,⑫⑪⑧, 3, 5,Ｃチェリｰフォレスト, 69,中舘英, 0.2, 87,* 17,  13, 1,  2.2,①①①, 3, 2,Ｊエｰティｰホｰオｰ, 72,川島信, 0.1, 77,  -1,* 16,14, 57.6,⑨⑦⑧
 4, 3,Ｇアドマイヤミスティ, 61,中舘英, 0.3, 65,   0,   5, 7, 17.7,⑦⑤④, 4, 9,Ｂマｰベラスパレｰド, 69,太宰啓, 0.8, 63,*  5,  -4, 2,  4.2,③③③, 4,12,Ｄエフテｰララｰヤ, 68,田辺裕, 0.5, 85,   8,  18, 5, 16.5,⑥⑥⑥, 4,10,Ｅコスモラヴソング, 80,長谷川, 0.1, 74,   5,  10, 7, 13.3,①④④
 5, 7,Ａミスティｰオメガ, 74,浜中俊, 0.3, 63,  -4,*  9, 3,  6.4,⑬⑪⑪, 5,13,Ｐナパリコｰスト, 40,鮫島良, 1.0, 60,   1,   0, 8, 24.5,⑧⑦⑪, 5, 6,Ｅトップオブバイオ, 66,中村将, 0.5, 87,   1,* 23, 6, 28.3,⑬⑪⑩, 5, 7,Ａユメノオｰラ, 82,津村明, 0.2, 73,   3,  11, 4,  7.1,⑧④④
 6, 9,Ｊキラメキパスワｰド, 57,渡辺薫, 0.6, 63,  -4,*  9,12, 97.6,⑬⑮⑭, 6, 8,Ｃサクラネクスト, 69,上村洋, 1.1, 58,   0,   1, 4,  7.0,⑭⑪⑪, 6, 8,Ａハｰドランナｰ, 72,津村明, 0.6, 84,   5,  19, 3,  7.0,⑦⑦⑦, 6, 6,Ｄニシノプライド, 80,荻野琢, 0.2, 69,* 11,   3, 3,  6.1,①①①
 7, 6,Ｃキョウエイタキオン, 66,的場勇, 1.2, 56,*  2, -10, 6, 12.5,①①①, 7,14,Ｈベロｰチェ, 57,二本柳, 1.1, 60,   3,  -4, 6, 16.4,⑤④⑤, 7, 9,Ｈディスパｰジョン, 64,宮崎北, 0.6, 77,   9,  11,14,106.7,④④④, 7, 9,Ｉロングフラワｰ, 73,西田雄, 0.3, 68,*  8,   4,12, 37.6,①②②
 8,11,Ｈギブミｰアチャンス, 59,津村明, 1.4, 56,  -2,  -2,11, 63.7,⑨⑨⑦, 8,10,Ｉキラウエアシチｰ, 55,田辺裕, 1.3, 57,   1,  -3,13, 77.0,⑧⑦⑧, 8,11,Ｊオリエンタルロｰズ, 60,西田雄, 1.0, 78,  -2,  19,13, 94.5,⑫⑬⑭, 8, 3,Ｈセンザイイチグウ, 73,太宰啓, 0.5, 70,  -4,  14,11, 37.2,⑭⑩⑨
 9,15,Ｎライトモｰション, 52,黛弘人, 1.8, 50,  -4,  -6,15,203.4,⑩⑪⑪, 9,12,Ｍメイショウカｰタｰ, 48,難波剛, 1.5, 56,   1,  -5,10, 52.1,⑧⑦⑥, 9, 2,Ｉコアレスリｰヴァ, 63,荻野琢, 1.0, 74,  -4,  17, 8, 36.4,⑭⑬⑬, 9, 1,Ｂテイエムカゲムシャ, 82,吉田稔, 0.6, 66,   5,   6, 1,  4.7,⑥④⑥
10, 5,Ｆタイキクラリティ, 61,嘉藤貴, 1.9, 52,*  3, -15, 9, 31.7,②②②,10, 6,Ｊブラウマイスキｰ, 55,柴山雄, 1.9, 52,  -2,  -4,12, 60.0,⑮⑮⑭,10, 4,Ｋサンエンタティナｰ, 59,柴山雄, 1.0, 75,   5,  13, 9, 41.6,⑦⑦⑩,10,14,Ｎヒノトリ, 67,高橋亮, 0.7, 64,  -7,  11,13, 43.9,⑮⑬⑬
11,13,Ｋタガノレイヤｰド, 54,鮫島良, 2.0, 51,   1, -13, 4,  7.7,③③④,11, 1,Ｆレフォルマ, 63,中舘英, 2.3, 51,*  6, -21, 1,  3.1,①①①,11, 3,Ｌマルタカタイロｰ, 59,丹内祐, 1.1, 72,   6,  10, 7, 36.3,⑦⑦⑦,11,12,Ｍワンダｰスタｰ, 69,安藤光, 0.7, 64,   1,   7, 2,  4.9,⑥⑦⑥
12,16,Ｐロｰズヒップティｰ, 40,土谷智, 2.1, 51, -10,   5,16,264.5,⑯⑯⑯,12, 5,Ａインディゴラヴ, 69,浜中俊, 2.7, 45,   1, -20, 5, 10.0,③⑥⑥,12,16,Ｎマヤノモノポリｰ, 57,長谷川, 1.2, 68,* 14,   1,11, 52.5,②②②,12,16,Ｌダイゴカムイ, 70,赤木高, 0.8, 64, -14,* 15,16,134.7,⑯⑯⑯
13,14,Ｅパッショナルダンス, 64,川島信, 2.3, 49,  -3,  -9, 8, 21.1,⑬⑪⑭,13,16,Ｎマルブツクロフネ, 48,安藤光, 2.8, 46,  -1, -14,14,200.3,⑫⑭⑭,13,13,Ｏトップコメット, 50,太宰啓, 1.7, 61,   1,   6,12, 81.1,⑪⑪⑫,13,11,Ｃトレノジュビリｰ, 82,中舘英, 1.2, 55,  -6,   4, 5,  9.9,⑫⑬⑬
14, 4,Ｉヒシルｰマｰ, 58,中村将, 2.4, 47,  -2, -14, 5, 11.7,⑤⑥⑦,14, 3,Ｋグランドアワｰド, 53,佐藤聖, 3.5, 39,  -5, -16,15,225.1,⑯⑯⑯,14, 7,Ｆファイトザパワｰ, 65,鮫島良, 1.7, 62,  -2,   9,10, 42.5,⑮⑬⑭,14, 5,Ｏナリタダンディ, 67,河北通, 1.3, 52,  -7,   2,15,129.7,⑬⑬⑬
15, 2,Ｏユノブラッキｰ, 47,石橋脩, 2.5, 47,  -3, -11,14,117.1,⑪⑪⑪,15, 7,Ｌラテ, 50,丹内祐, 3.6, 40,   1, -25,11, 55.1,⑤⑦⑧,15, 1,Ｐアルファルドベキア, 50,安藤光, 1.8, 60,   5,   1,16,200.9,⑦⑦⑦,15,15,Ｋアイオブザキング, 70,二本柳, 1.6, 48,  -3,  -5, 8, 14.1,⑩⑩⑫
16,12,Ｌエプソムベガ, 53,丹内祐, 2.7, 46,  -1, -17,13,109.8,⑤⑥⑦,16,15,Ｏミスズユｰワヒメ, 42,中村将, 3.7, 39,  -1, -24,16,261.2,⑧⑪⑪,16,15,Ｍグッドヘラクレス, 58,的場勇, 2.3, 53, -21,  15,15,128.4,⑯⑯⑯,16,13,Ｐウインライラ, 52,浜中俊, 1.6, 48,   0,  -8,10, 24.9,⑤⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:2),,,,,,,,,,,
単勝:240円 複勝:01=120円 10=160円 08=540円 枠連:490円,,,,,,,,,,,,"単勝:500円 複勝:02=220円 04=390円 11=940円 枠連:1,510円",,,,,,,,,,,,"単勝:1,010円 複勝:14=240円 10=130円 05=120円 枠連:1,420円",,,,,,,,,,,,"単勝:1,060円 複勝:04=350円 08=560円 02=1,130円 枠連:1,800円",,,,,,,,,,,
"馬連:540円 ワイド:01-10=220円 01-08=1,320円 08-10=2,200円",,,,,,,,,,,,"馬連:3,800円 ワイド:02-04=1,180円 02-11=3,170円 04-11=5,800円",,,,,,,,,,,,"馬連:1,750円 ワイド:10-14=500円 05-14=510円 05-10=180円",,,,,,,,,,,,"馬連:7,320円 ワイド:04-08=2,570円 02-04=7,000円 02-08=10,970円",,,,,,,,,,,
"馬単:870円 3連複:5,960円",,,,,,,,,,,,"馬単:6,560円 3連複:43,600円",,,,,,,,,,,,"馬単:3,620円 3連複:1,180円",,,,,,,,,,,,"馬単:14,600円 3連複:140,340円 3連単:799,910円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 6R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■12R  芝2500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,長良川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂフェザｰウイング, 70,酒井学,, 78,*  7,* 10, 2,  3.2,②②②, 1,11,Ｃカイテキネオ, 69,吉田稔,, 74,   2,*  9, 3,  5.8,⑥④④, 1,12,Ｂマイディアサン, 71,中舘英,, 69,* -4,* 14, 2,  4.7,③②②, 1,12,Ａピエナオンリｰワン, 76,安藤光,, 67,  -4,* 16, 8, 24.0,⑪⑧⑥
 2, 4,Ｈスニｰカｰブルｰス, 59,荻野琢, 0.5, 68,   0,   7, 7, 37.8,⑥⑥⑥, 2,14,Ｆカリスマダンディｰ, 61,丹内祐, 0.3, 67,*  7,   3, 6, 14.0,②②②, 2,11,Ｃマヤノバルトｰク, 66,浜中俊, 0.4, 59,* -5,   7, 4,  7.2,①①①, 2, 7,Ｃマｰスエンペラｰ, 69,藤岡康, 0.0, 66,* -1,   7, 2,  4.2,③③②
 3, 3,Ｍオリオンワンサイド, 51,佐藤聖, 0.8, 65, -10,* 10, 9, 41.6,⑨⑩⑨, 3, 2,Ｅホトダｰ, 64,西田雄, 0.4, 67,   1,   6, 4,  7.9,⑤⑥⑥, 3, 9,Ｏエルベンセドｰル, 47,石橋脩, 0.5, 64,  -6,  12,13, 98.3,⑤⑥④, 3, 9,Ｅハギノジョイフル, 67,中舘英, 0.4, 60,* -3,   3, 1,  2.6,⑤④④
 4,14,Ａゼンノリヴァｰサル, 81,藤岡康, 0.9, 59,* 12,  -5, 1,  2.6,①①①, 4,10,Ｂフォレストジャガｰ, 69,津村明, 0.5, 64,*  7,   1, 2,  3.9,②②②, 4,16,Ｄトウカイフラッグ, 66,赤木高, 0.8, 57,* -4,   6, 1,  3.6,②②②, 4,11,Ｈマイネジャｰダ, 65,的場勇, 0.5, 60,*  0,  -4,11, 63.1,②②①
 5, 8,Ｊクニノオｰ, 57,岡部誠, 1.0, 64,  -5,   7, 8, 41.1,⑨⑨⑨, 5, 7,Ｍテイエムフルパワｰ, 53,柴山雄, 0.8, 61,  -2,   4,12, 65.6,⑥⑦⑦, 5, 2,Ｐマｰベラスチｰフ, 46,太宰啓, 0.9, 61,  -7,  11,11, 84.5,⑦⑦⑦, 5,13,Ｂマイネルオレア, 69,川島信, 0.7, 59,  -4,   7, 3,  6.5,⑬⑫⑫
 6, 6,Ｌコアレスディガｰ, 53,柴山雄, 1.1, 61,  -1,   3,13, 97.1,⑥⑥⑦, 6, 4,Ｄイリュｰシブネス, 66,中村将, 0.8, 60,  -4,   5, 1,  3.1,⑥⑧⑨, 6, 5,Ｆショウリュウアクト, 63,岡部誠, 1.0, 56,  -5,   6, 3,  4.8,⑥④④, 6,10,Ｉマイネルスパｰクル, 65,津村明, 0.9, 57,  -4,   2,10, 37.7,⑨⑧⑩
 7, 9,Ｃトキノムテキ, 69,長谷川, 1.2, 58,*  7,  -3, 3,  7.4,②②②, 7, 1,Ｉエイコｰロマン, 57,上村洋, 0.9, 60,  -4,   4,15,128.1,⑥⑧⑦, 7,13,Ｍマイネルハヤト, 56,田辺裕, 1.1, 59,  -8,  10,15,133.8,⑪⑩⑩, 7, 6,Ｌオｰシャンクルｰズ, 58,松田大, 1.1, 53,  -3,  -6, 5, 10.0,⑤⑤⑤
 8,15,Ｅボニｰアクション, 62,上村洋, 1.5, 55,  -1,  -1, 6, 13.5,⑥⑥⑦, 8, 6,Ｏオｰトクレｰル, 51,鮫島良, 1.0, 61, -17,* 11, 9, 37.6,⑭⑭⑬, 8,15,Ｊナリタモｰガン, 60,安藤光, 1.2, 56,  -7,   7,12, 96.3,⑦⑦⑦, 8, 8,Ｄショウナンラヴァｰ, 69,柴山雄, 1.4, 50,  -4,  -7, 6, 18.2,⑨⑧⑥
 9, 2,Ｐロンシャンステｰジ, 32,西田雄, 1.7, 53, -12,   4,16,306.2,⑬⑪⑪, 9,15,Ａホウショウリヴ, 71,中舘英, 1.0, 56,*  9,  -5, 5,  8.1,①①①, 9,10,Ｉレオベルリン, 63,的場勇, 1.4, 58, -12,* 12,10, 53.9,⑬⑬⑮, 9, 3,Ｆワンダフルキャスト, 66,太宰啓, 1.6, 50,  -4,  -8, 7, 21.7,⑦⑧⑩
10,11,Ｄブラックシチｰ, 68,安藤光, 1.8, 51,   4,  -7, 4,  9.6,②④④,10, 5,Ｇクリｰルバレット, 60,川島信, 1.2, 59, -25,* 14, 7, 24.1,⑯⑯⑮,10, 8,Ｅグランドカラｰ, 63,西田雄, 1.4, 54,  -8,   7, 7, 16.9,⑩⑩⑩,10, 5,Ｊミスズエリコン, 63,吉田稔, 1.8, 48,  -4, -10,12, 66.1,⑫⑫⑫
11,10,Ｇグランディバロｰズ, 60,吉田稔, 1.9, 51, -18,   6, 5, 10.9,⑭⑮⑮,11,13,Ｊアンダンテシチｰ, 56,河北通, 1.2, 55,  -5,   2,14,112.3,⑪⑧⑨,11,14,Ｎテントゥワン, 54,佐藤聖, 1.4, 57, -13,* 11,16,180.5,⑮⑬⑬,11, 2,Ｋフラップジャック, 61,丹内祐, 2.3, 42,*  0, -32,13,203.8,①①②
12,13,Ｏフウハク, 40,津村明, 2.1, 49, -26,* 10,15,282.4,⑯⑯⑯,12, 3,Ｎワイメアキャニオン, 52,二本柳, 1.2, 56, -10,   5,11, 54.5,⑪⑫⑪,12, 7,Ｇテンジンニチオｰ, 63,柴山雄, 1.6, 49,  -5,   0, 8, 20.9,④④⑥,12, 1,Ｍシｰレイダｰス, 55,青木芳, 2.6, 39,  -3, -28, 9, 34.4,③⑤⑥
