07年11月 4日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月 4日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 4R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,
 9, 3,Ｊセイユウフォｰユｰ,  5,丹内祐, 2.4, 34, -21,  -6,12,187.2, ⑪⑫, 9,11,Ｂキングアｰサｰ, 69,田中博, 1.9, 54,*  3, -12, 4,  8.8,②②②, 9,12,Ｂスプリングジュラ, 71,田中博, 1.8, 45,   5, -17, 6,  8.4, ④⑤, 9, 7,Ｇオリヒメチャｰム, 57,田中博, 1.6, 46,   6, -15,13, 68.7, ⑪⑪
10, 8,Ｌスパｰクルキング,-22,的場勇, 2.4, 32,  -8, -21, 9, 98.9, ⑥④,10, 6,Ｋキｰプコンセプト, 51,津村明, 2.2, 56,  -4,   1,11,180.1,⑫⑪⑩,10,13,Ｋエイシンオライオン, 59,上村洋, 1.8, 47,   3, -13,13, 83.5, ⑤⑦,10,12,Ｈエフティアクトレス, 52,丹内祐, 1.7, 47,  15, -25, 6, 19.3, ④⑥
11, 4,Ｉアネクスペクティド, 25,柄崎将, 2.5, 33, -18, -10,10,167.7, ⑩⑩,11, 2,Ｌスズノオｰ, 36,土谷智, 2.4, 54,  -4,  -1,12,297.1,⑨⑪⑩,11, 6,Ｄガｰネットスタｰ, 66,田中克, 2.0, 40,   0, -16, 7, 12.4, ⑧⑧,11, 9,Ｎマロンティアラ, 42,的場勇, 1.8, 44,  14, -25, 8, 24.6, ④⑪
12, 9,Ｇスマｰトダイス, 35,赤木高, 2.9, 27,  -7, -27, 8, 53.4, ⑥⑦,12,10,Ｅダイワバイロン, 62,菊沢隆, 3.3, 46,  -2, -15, 3,  7.9,⑤⑨⑩,12, 4,Ｎカネツサンバ, 49,丹内祐, 2.0, 43,  -1, -11,15,141.8, ⑨⑧,12,11,Ｌインステップキック, 46,上村洋, 2.2, 43,* 18, -36,10, 32.9, ②③
,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ａスナｰクハｰバｰ, 81,和田竜, 2.3, 39,  -1, -15, 1,  4.6, ⑨⑫,13,14,Ｉマルマツフライト, 50,大野拓, 2.3, 37,   6, -25, 9, 24.9, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｍロッキｰノホウセキ, 51,内田浩, 3.0, 38,* 16, -42,11, 25.7, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｏニシノカムシン, 42,津村明, 3.1, 12, -28,  -2,14,129.4, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:3),,,,,,,,,,,
単勝:310円 複勝:12=150円 11=160円 05=270円 枠連:960円,,,,,,,,,,,,"単勝:190円 複勝:03=130円 08=1,300円 07=280円 枠連:840円",,,,,,,,,,,,"単勝:790円 複勝:01=270円 09=220円 14=230円 枠連:2,790円",,,,,,,,,,,,"単勝:630円 複勝:04=190円 13=230円 10=140円 枠連:2,230円",,,,,,,,,,,
馬連:870円 ワイド:11-12=360円 05-12=490円 05-11=490円,,,,,,,,,,,,"馬連:6,220円 ワイド:03-08=2,130円 03-07=440円 07-08=4,680円",,,,,,,,,,,,"馬連:2,260円 ワイド:01-09=1,080円 01-14=1,180円 09-14=790円",,,,,,,,,,,,"馬連:3,460円 ワイド:04-13=1,120円 04-10=390円 10-13=480円",,,,,,,,,,,
"馬単:1,310円 3連複:1,980円",,,,,,,,,,,,"馬単:6,500円 3連複:12,570円",,,,,,,,,,,,"馬単:4,940円 3連複:7,240円",,,,,,,,,,,,"馬単:6,660円 3連複:2,990円 3連単:26,680円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 5R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 8R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,,■11R  ダ1150m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾙｰﾂﾗｲﾝｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃポｰトムテキ, 61,古川吉,, 63,  -6,  13, 4,  7.6,⑤④④, 1,11,Ｉマイネルアンサｰ, 65,和田竜,, 74,   3,* 15, 2,  4.3,⑬⑥④, 1, 4,Ｄマイネルガッチャ, 61,津村明,, 69,*  2,*  7, 5, 10.0,②②②, 1,12,Ｂタイセイアトム, 79,上村洋,, 88,*  6,* 19, 3,  5.2, ①①
 2, 7,Ｂケイアイシャｰプ, 63,石橋脩, 0.0, 65,  -7,* 15, 3,  5.4,⑦⑦⑥, 2, 5,Ｂハギノジョイフル, 69,スボリ, 0.1, 76,   2,* 16, 3,  8.2,⑪⑪⑥, 2,15,Ｅアグネスマｰズ, 60,上村洋, 0.1, 67,*  3,*  5, 1,  3.4,①①①, 2, 1,Ｅフリｰモア, 75,津村明, 0.8, 72,   0,  12, 7, 17.2, ④④
 3, 1,Ｆオｰシャンルミナス, 59,木幡初, 0.2, 57,* -5,   8, 2,  2.9,①①①, 3, 6,Ｄドリｰムシｰカｰ, 68,二本柳, 0.2, 75,   2,* 16,12, 38.8,⑫⑪⑨, 3,10,Ｍセヴンワンダｰズ, 50,太宰啓, 0.8, 62,   1,   1, 8, 15.7,④③③, 3,13,Ｇトｰセングラマｰ, 71,木幡初, 1.1, 69,*  4,   9, 4,  7.5, ②②
 4, 4,Ａウメノカイウン, 68,大野拓, 0.3, 58,  -7,  10, 1,  2.6,④④④, 4, 7,Ｅリヴィエラブルｰ, 68,木幡初, 0.2, 73,   3,  13, 1,  3.3,⑧⑥④, 4, 6,Ｇアルタントプチ, 56,安藤光, 0.8, 62,*  2,   0, 6, 10.4,②③③, 4, 4,Ｉスマｰトエッジ, 70,高橋智, 1.2, 67,  -3,  11,11, 37.6, ⑧⑦
 5, 3,Ｅグロリアスウェザｰ, 60,太宰啓, 0.3, 64, -10,* 16, 6, 14.8,⑨⑨⑧, 5, 2,Ｃボｰンホルム, 69,太宰啓, 0.8, 68,   3,   6,10, 28.2,⑧⑪⑪, 5, 7,Ｂセイウンヒｰロｰ, 63,菊沢隆, 1.2, 60,  -2,   2, 2,  5.1,⑧⑨⑧, 5, 7,Ｃゴｰビハインド, 79,安藤光, 1.2, 70,  -5,* 14, 1,  3.4, ⑪⑩
 6, 6,Ｉサムタイムレｰタｰ, 51,的場勇, 0.6, 56,  -9,  10, 9,119.6,⑦⑧⑧, 6, 3,Ｍメイショウカレン, 57,上野翔, 1.0, 66,   2,   5,11, 36.9,⑧⑪⑪, 6, 9,Ｆモハチビスティｰ, 57,木幡初, 1.4, 58,  -2,   0, 7, 11.8,⑫⑨⑧, 6,14,Ａエイシンイｰデン, 81,中舘英, 1.2, 68,*  3,   9, 2,  5.0, ②③
 7, 9,Ｄデュｰクタイフｰン, 60,中舘英, 0.6, 54,* -5,   6, 5,  9.7,②②②, 7, 9,Ｈエアクラマン, 66,大野拓, 1.2, 62,   2,  -2, 6, 12.1,⑥⑥⑥, 7, 2,Ｉデザインシチｰ, 55,中舘英, 1.4, 57,   0,  -3, 9, 18.9,⑥⑤⑤, 7, 3,Ｄコペルニクス, 75,石橋脩, 1.2, 67,   0,  10,10, 32.0, ⑥⑤
 8, 2,Ｇサラバンド, 54,荻野琢, 0.9, 48,* -6,   1, 8, 78.8,②②②, 8,14,Ｆキクノプログレッソ, 67,芹沢純, 1.3, 61,*  4,  -6, 8, 15.3,⑥②②, 8,14,Ｊフュｰチュリズム, 52,大野拓, 1.6, 54,   0,  -5,12, 88.0,④⑤⑤, 8,11,Ｍアインカチヌキ, 65,太宰啓, 1.5, 65,  -1,   9, 9, 31.3, ⑧⑨
 9, 5,Ｈチノハテマデモ, 53,梶晃啓, 2.5, 44,  -6, -11, 7, 55.6,⑤④⑦, 9,12,Ｌクラヴィｰア, 57,田辺裕, 1.3, 61,*  4,  -7, 7, 13.2,②②②, 9,11,Ｈメイショウシｰワン, 56,上野翔, 1.6, 56,  -2,  -2,10, 27.8,⑧⑨⑧, 9, 8,Ｐカフェブルックリン, 61,吉永護, 1.6, 62,  -3,   8, 8, 19.7, ⑧⑩
,,,,,,,,,,,,10, 4,Ｋポンデアスｰカル, 58,菊沢隆, 1.3, 62,   3,  -3,13,128.6,⑭⑥⑨,10, 8,Ａスズカトップ, 67,中村将, 1.9, 50,  -1,  -9, 3,  5.6,⑧⑤⑦,10, 9,Ｊサクラワイズ, 69,伊藤直, 1.7, 63,  -7,  11, 5, 10.8, ⑫⑬
,,,,,,,,,,,,11, 1,Ｎスカイウォｰク, 50,津村明, 1.4, 61,   3,  -4,14,167.7,④⑥⑪,11,13,Ｋサイレンスラダメス, 51,丹内祐, 2.0, 52,   0,  -8,13,111.4,⑧⑤⑧,11, 6,Ｎプラチナロｰズ, 62,田中克, 2.0, 57,  -8,   7,14, 72.2, ⑫⑩
,,,,,,,,,,,,12,13,Ｇマイネルデネブ, 67,丹内祐, 1.6, 57,*  4, -12, 9, 16.5,④①①,12, 5,Ｎシャイニングヒル, 40,的場勇, 2.4, 50,  -9,   0,11, 44.4,⑮⑭⑭,12, 5,Ｈリキアイヤマノオｰ, 70,古川吉, 2.1, 56, -10,   8,12, 47.1, ⑭⑬
,,,,,,,,,,,,13, 8,Ａシｰロｰレル, 71,大下智, 2.6, 46,*  2, -28, 5, 10.2,②②⑥,13,12,Ｌメイクアダッシュ, 50,黛弘人, 2.4, 48,  -6,  -6,15,265.9,⑥⑫⑫,13,15,Ｆクィｰンマルトク, 74,梶晃啓, 2.1, 55,   1,   0, 6, 13.1, ④⑤
,,,,,,,,,,,,14,10,Ｊセブンゴｰルデン, 58,野元昭, 6.4, 23,*  4, -80, 4,  8.9,①②⑭,14, 1,Ｃレオメビウス, 63,西田雄, 2.7, 52, -12,*  6, 4, 10.0,⑫⑮⑮,14,16,Ｋメルボルンシチｰ, 68,鈴来直, 2.2, 52,  -1,  -1,15, 76.3, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｏワンダｰデビル, 40,伊藤直, 2.8, 48,  -6,  -5,14,240.4,⑭⑬⑫,15,10,Ｌセイカモリオカ, 67,蓑島靖, 2.4, 51, -11,   5,16,156.4, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｏディｰズメンフィス, 62,佐藤聖, 2.8, 49, -14,   6,13, 67.7, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,
単勝:760円 複勝:08=180円 07=170円 01=150円 枠連:820円,,,,,,,,,,,,"単勝:430円 複勝:11=190円 05=280円 06=1,160円 枠連:1,020円",,,,,,,,,,,,"単勝:1,000円 複勝:04=310円 15=140円 10=390円 枠連:1,490円",,,,,,,,,,,,"単勝:520円 複勝:12=210円 01=560円 13=280円 枠連:4,550円",,,,,,,,,,,
"馬連:1,860円 ワイド:07-08=540円 01-08=450円 01-07=380円",,,,,,,,,,,,"馬連:2,130円 ワイド:05-11=710円 06-11=3,530円 05-06=4,760円",,,,,,,,,,,,"馬連:1,760円 ワイド:04-15=670円 04-10=2,260円 10-15=990円",,,,,,,,,,,,"馬連:5,680円 ワイド:01-12=2,000円 12-13=700円 01-13=2,440円",,,,,,,,,,,
"馬単:3,650円 3連複:1,860円",,,,,,,,,,,,"馬単:3,450円 3連複:27,540円",,,,,,,,,,,,"馬単:4,480円 3連複:6,900円",,,,,,,,,,,,"馬単:9,180円 3連複:14,590円 3連単:74,940円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■ 6R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 9R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■12R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,檜原湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂスズカアトラス, 62,上村洋,, 65,   7,   0, 7,  8.8, ③④, 1,14,Ｃヤマニンプレアデス, 64,津村明,, 70,*  2,*  9, 4,  7.5,②②①, 1, 7,Ｂトヨサンハッピｰ, 72,荻野琢,, 72,* 15,  -8, 2,  5.0,①①①, 1,10,Ｆステラマドレｰド, 65,スボリ,, 77,   7,* 13, 5,  9.7,⑨⑧④
 2, 5,Ｄヴィヴァｰチェ, 61,的場勇, 0.0, 57,  -5,*  6, 3,  7.4, ⑨⑨, 2, 3,Ｅパスクア, 62,黛弘人, 0.3, 64,*  2,   2, 6,  9.5,①①②, 2, 9,Ｅサウスグロｰリｰ, 66,宮崎北, 0.2, 69,* 13,  -8, 9, 26.2,⑧③③, 2,12,Ｇナイスヴァレｰ, 60,太宰啓, 0.0, 77,* 12,   3, 3,  7.2,①①①
 3, 3,Ａトｰセンフｰガ, 64,木幡初, 0.1, 59, -10,* 10, 6,  7.9, ⑪⑩, 3, 6,Ｉナリタベガ, 55,中村将, 0.6, 68,  -5,* 13, 9, 58.4,⑫⑬⑧, 3, 6,Ｉマイネルモデルノ, 63,津村明, 0.2, 72,  13,* -3, 5, 11.9,⑧⑧⑧, 3, 9,Ａキャッチｰタイトル, 73,中舘英, 0.2, 74,* 10,   3, 2,  3.9,③②②
 4, 6,Ｅブラックシチｰ, 61,西田雄, 0.3, 64,*  9,  -4, 4,  7.5, ②②, 4, 5,Ｂウイビリｰブ, 65,西田雄, 0.6, 64,*  1,   5, 7, 27.0,③③③, 4,10,Ｊサムデイシュアｰ, 61,丹内祐, 0.5, 68,  11,* -3,10, 30.1,⑪⑩⑪, 4, 3,Ｅマイネコンテッサ, 66,田中博, 0.4, 71,   7,   7, 1,  3.2,⑥⑧⑧
 5, 4,Ｇアルファトリリオン, 57,二本柳, 0.5, 60,   7,  -5, 1,  2.6, ③③, 5, 4,Ａホットストック, 71,中舘英, 0.6, 65,   0,   5, 1,  2.1,④④③, 5, 5,Ｈオンワｰドマルタ, 64,大野拓, 0.6, 65,   9,*  0, 7, 17.9,⑬⑫⑪, 5, 6,Ｋグランドメロｰ, 57,田辺裕, 0.6, 69,   6,   6,10, 51.6,⑩⑧⑩
 6,11,Ｈムソウ, 55,黛弘人, 0.6, 51,   0,  -3, 9, 55.7, ⑥⑤, 6, 8,Ｇロｰランウェルズ, 58,丹内祐, 0.7, 65,  -1,   7, 5,  7.8,⑦⑥⑤, 6,14,Ａフィアリストライ, 76,田中博, 0.7, 65,* 15, -18, 1,  2.6,②②②, 6,13,Ｂスペシャルフロｰト, 72,石橋脩, 0.6, 69,* 10,  -3, 4,  7.7,②②②
 7, 7,Ｃバクシンハヤブサ, 61,大野拓, 1.2, 49,   5, -12, 5,  7.7, ⑤⑤, 7,11,Ｈメイショウシンゲツ, 57,田中克, 0.9, 61,  -3,   5,10, 80.5,⑨⑦⑤, 7,11,Ｇテラモミリオネ, 64,石橋脩, 0.8, 65,  14, -13, 3,  6.5,⑤⑦④, 7, 2,Ｉフィフスアベニュｰ, 60,安藤光, 0.7, 67,   4,*  8, 9, 34.0,⑩⑪⑩
 8, 2,Ｉオレンジシンジュ, 51,田中克, 1.3, 43,  -2, -10, 8, 34.3, ⑧⑧, 8, 1,Ｆモンサラｰシュ, 60,田中博, 1.3, 59,  -5,   6, 8, 33.7,⑭⑩⑩, 8, 4,Ｆホットカフェ, 64,小島太, 0.9, 61,* 14, -20,11, 33.7,③③④, 8, 7,Ｃケｰジｰシルキｰ, 71,大野拓, 1.1, 64,   9,  -8, 6, 10.5,③④④
 9,10,Ｆマイティマイロｰド, 57,和田竜, 1.3, 47,   3, -10, 2,  6.1, ⑥⑦, 9, 2,Ｌモンプランス, 52,菊沢隆, 2.0, 55,  -5,   2,12,149.6,⑬⑬⑫, 9, 2,Ｏミスタｰショウ, 51,スボリ, 1.1, 62,  10,  -9,15,120.8,⑫⑫⑪, 9, 5,Ｈスズカスウィング, 60,上村洋, 1.2, 63,   9,  -9,11, 61.3,③④④
10, 9,Ｊアラビアンホワイト, 51,佐藤聖, 1.4, 42,  -7,  -7,10, 67.3, ⑩⑩,10, 7,Ｋフジマサマックス, 53,スボリ, 2.5, 49,  -1, -10, 3,  7.2,⑦⑦⑧,10, 8,Ｍスズカロングラン, 56,中舘英, 1.2, 60,  11, -13,13, 83.9,⑧⑩⑩,10, 4,Ｍユランコタン, 32,二本柳, 1.2, 63,   4,   3,13,111.8,⑫⑫⑫
11, 1,Ｋバンロｰゼ, 47,芹沢純, 1.5, 53,* 10, -17,11, 89.8, ①①,11,13,Ｎラホｰルフォｰト, 42,青木芳, 3.3, 43,  -4, -12,13,165.6,⑨⑩⑭,11,15,Ｃタガノマスタング, 70,中村将, 1.3, 58,* 14, -25, 6, 15.9,③③④,11,11,Ｄミココロ, 68,木幡初, 1.4, 61,   9, -12, 8, 18.0,⑥④④
,,,,,,,,,,,,12,12,Ｍアンクルレオン, 51,佐久間, 3.3, 42,   0, -20,14,171.9,④④⑦,12,13,Ｄレオシャｰプ, 68,木幡初, 1.5, 58,  14, -22,12, 34.1,⑤⑧⑧,12, 1,Ｊプリムラシチｰ, 60,和田竜, 1.6, 59,   8, -12, 7, 13.1,⑥⑦⑧
,,,,,,,,,,,,13, 9,Ｊキララキング, 55,小島太, 3.6, 38,  -5, -17,11,123.0,⑨⑩⑫,13, 3,Ｎムｰヴスタｰ, 54,黛弘人, 1.5, 54,   6, -14,14,115.0,⑭⑭⑭,13, 8,Ｌパピュラ, 48,中村将, 2.6, 50,   4, -18,12,110.8,⑫⑫⑬
,,,,,,,,,,,,14,10,Ｄニシノロドリゲス, 63,和田竜, 4.6, 34,  -1, -30, 2,  7.2,④⑦⑩,14, 1,Ｋトリノシチｰ, 60,和田竜, 1.6, 56,   7, -12, 8, 20.7,⑭⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｌエイシンチョｰテン, 59,上村洋, 1.9, 55,* 15, -31, 4,  8.7,⑤③⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:3),,,,,,,,,,,
"単勝:880円 複勝:08=260円 05=260円 03=280円 枠連:1,500円",,,,,,,,,,,,"単勝:750円 複勝:14=250円 03=320円 06=1,310円 枠連:510円",,,,,,,,,,,,"単勝:500円 複勝:07=230円 09=460円 06=410円 枠連:3,630円",,,,,,,,,,,,"単勝:970円 複勝:10=360円 12=230円 09=160円 枠連:1,240円",,,,,,,,,,,
