07年 7月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■ 4R  ダ1800m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 7R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
 2, 3, トｰホウヘレン,---,中舘英, 0.0, 52,*  4, -12, 4,  7.6, ①①, 2,10, ジェイラッカｰ,---,安藤光, 0.1, 51,* -3,  -3, 3,  4.2, ①①, 2,15,Ｄシンボリハレｰ, 75,柴田善, 0.3, 77,* 15,   1, 5, 10.8, ③④, 2, 9,Ｈウイッチ, 63,吉田隼, 0.2, 80,* 19,  -1, 8, 16.5, ②②
 3, 2, ルｰジュアルダン,---,後藤浩, 0.3, 49,  -4,  -7, 1,  1.9, ⑥⑥, 3, 2, ハイカックウ,---,二本柳, 0.5, 48, -18,*  5, 2,  3.9, ⑥⑤, 3, 1,Ａデュポンサｰクル, 83,田中勝, 0.3, 76,* 15,  -1, 3,  4.7, ③③, 3, 5,Ａウスイ, 79,福永祐, 0.2, 73,  10,   8, 4,  7.2, ⑧⑧
 4, 4, マチカネハルノコエ,---,村田一, 0.5, 47,  -1, -12, 3,  6.9, ③③, 4, 8, ダイワデュｰク,---,田中勝, 0.7, 40,  -7,  -9, 1,  2.6, ②②, 4,14,Ｆフュノンガルウ, 72,横山義, 0.6, 72,  13,  -1,12, 69.6, ⑥⑤, 4,10,Ｐアドマイヤフッキｰ, 55,村田一, 0.2, 79,* 18,   0, 6, 13.4, ③③
 5,13, シュリクン,---,田面木, 0.6, 45, -20,*  4,11, 84.5, ⑩⑨, 5, 3, コスモアイ,---,木幡初, 1.2, 36, -26,   1, 6, 23.1, ⑨⑨, 5,13,Ｅダイワバゼラｰド, 73,北村宏, 0.6, 71,  11,   3, 2,  4.6, ⑩⑩, 5, 6,Ｄアナナス, 78,中舘英, 0.4, 79,* 21,  -6, 2,  4.7, ①①
 6,15, エタｰナルロマンス,---,田中勝, 0.8, 44,  -3, -13, 5, 11.2, ④③, 6, 9, カシマジュリアン,---,高山太, 1.5, 32,  -7, -22, 8, 48.0, ②③, 6, 6,Ｍニュｰスブレイク, 61,大野拓, 0.7, 71,  13,  -2, 8, 33.8, ⑤⑤, 6,16,Ｑベルファスト, 53,大野拓, 0.4, 65,  -4,* 16,10, 40.1, ⑯⑯
 7,11, フジマサダイヤ,---,田中博, 1.0, 40,  -4, -17,13,157.6, ④③, 7, 5, バトルオｰブ,---,吉田豊, 1.6, 29, -14, -16,10, 79.8, ⑤⑤, 7, 5,Ｈエｰシントゥルボｰ, 70,吉田豊, 0.9, 65,   6,*  5, 4,  6.9, ⑬⑭, 7, 2,Ｏロｰドセレブレイト, 57,田中勝, 0.6, 64,  -1,* 13,12, 58.0, ⑯⑯
 8, 9, ヒロノグレガ,---,丹内祐, 1.1, 41,  -7, -13,10, 76.1, ⑦⑦, 8, 1, シロッポ,---,的場勇, 1.6, 25, -23, -11, 7, 24.1, ⑦⑦, 8, 9,Ｃワンダｰクラフティ, 76,後藤浩, 1.1, 63,   5,*  6, 6, 18.1, ⑯⑯, 8,14,Ｎブラッドシフト, 57,小野次, 0.7, 67,  13,  -3,14, 88.4, ④④
 9, 6, ネバｰグレイス,---,柴田善, 1.6, 35, -20,  -5, 2,  6.1, ⑩⑪, 9, 7, マイネルゼｰゲン,---,吉田隼, 2.8,-12, -22, -27, 5,  9.4, ⑧⑦, 9,10,Ｊロコロンドン, 65,石橋脩, 1.1, 63,   8,  -1, 9, 39.6, ⑩⑪, 9, 4,Ｒジュエリｰティアラ, 46,草野太, 0.7, 62,   8,  -2,17,190.6, ⑧⑧
10, 8, グランドラスタｰ,---,石橋脩, 1.8, 34, -17, -10, 8, 35.3, ⑧⑨,10, 4, ウエスタンオッテマ,---,西田雄, 3.5,-40, -26, -34,11,102.1, ⑨⑨,10, 8,Ｎエステヴァン, 59,吉永護, 1.3, 61,   6,  -1,14,121.8, ⑬⑭,10,12,Ｉレッドスプレンダｰ, 63,柴田善, 0.7, 62,   0,* 10, 1,  3.8, ⑭⑭
11,10, マイネルナチュｰラ,---,木幡初, 1.8, 34, -20,  -7, 9, 68.5, ⑩⑪,11, 6, シチフクジン,---,小林淳, 4.1,-20, -60,  -9, 9, 71.4, ⑪⑪,11,16,Ｋソリッドラヴ, 63,安藤光, 1.5, 60,  11, -12,13, 71.2, ⑧⑧,11,17,Ｇオリエンタルロｰズ, 64,西田雄, 0.7, 66,  11,  -1,11, 50.9, ⑦⑥
12, 5, バトルウィン,---,大野拓, 2.4, 27, -17, -18,12,113.8, ⑧⑧,,,,,,,,,,,,,12, 4,Ｌトウカイファイン, 63,吉田隼, 1.7, 57,  12, -19, 7, 30.4, ⑥⑤,12,13,Ｅファインビンテｰジ, 72,蛯名正, 0.8, 62,   7,   2, 3,  5.5, ⑪⑩
13, 1, ザスタｰキング,---,北村宏, 2.8, 23, -37,* -1, 6, 14.3, ⑬⑬,,,,,,,,,,,,,13, 3,Ｒモモタロサン, 34,岩部純, 1.7, 56,   9, -14,15,175.6, ⑧⑧,13,15,Ｃコスモスカイライン, 78,田中博, 0.8, 59,   5,   0, 5, 10.9, ⑪⑩
14, 7, タケショウクィｰン,---,草野太, 3.5, 14, -40,  -9,14,312.2, ⑬⑬,,,,,,,,,,,,,14,18,Ｉアラビアンムｰン, 66,東川公, 1.7, 59,* 17, -27,16,258.0, ②②,14, 3,Ｋカシノロイヤル, 59,二本柳, 0.9, 60,   5,   2,15,147.6, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｏオンワｰドサマンサ, 55,嘉藤貴, 1.9, 54,   1,  -1,17,306.4, ⑰⑰,15,11,Ｆウインドストｰム, 68,宮崎北, 1.0, 55,   0,   1, 9, 20.9, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｇトップオブバイオ, 71,村田一, 2.1, 51,   7, -16,10, 41.7, ⑩⑪,16, 1,Ｊプレシャスドロップ, 60,武士沢, 1.2, 58,  10,  -7,13, 69.3, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｑウォｰタｰネバダ, 53,中舘英, 2.8, 47,* 18, -45,11, 64.0, ①①,17,18,Ｍグラスビｰナス, 59,丹内祐, 1.8, 49,  -3,  -4,16,152.1, ⑯⑱
,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｐスタｰダストカフェ, 53,小島太, 3.1, 45,  -4, -12,18,392.6, ⑱⑱,18, 7,Ｌフォｰリングレイス, 59,小島太, 4.6,  6,  11, -66,18,210.0, ④⑥
