07年10月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,
 9, 2,Ｎリュウセイペガサス, 24,渡辺薫, 2.7, 35, -11, -15,13,228.6,⑪⑩⑩, 9,11, アｰトレｰタ,,柴田大, 3.2,,,,12,108.5,⑪⑩⑩, 9,11,Ｄサンライズトラスト, 73,秋山真, 1.4, 65,*  4,  -6, 4,  6.1,③②②, 9, 1,Ｅゲイル, 75,福永祐, 0.7, 67,  -9,  20, 6, 20.8, ⑨⑨
10, 8,Ｇワｰルドマスタｰ, 38,池添謙, 2.7, 39,* -7, -23, 8, 41.1,①①①,10, 5, パワｰホｰル,,今村康, 3.8,,,,11, 81.4,⑩⑦⑦,10,17,Ｏメイショウアンドレ, 59,幸英明, 1.6, 64,   3,  -4,12, 68.0,⑨⑨⑦,10, 3,Ｂトｰワユメジ, 81,渡辺薫, 0.9, 62,  -9,  17,11, 85.6, ⑦⑨
11,13,Ｉオウシュウバラッド, 36,和田竜, 3.0, 33, -15,  -9, 5, 13.5,⑧⑮⑮,11,12, テイエムトッパズレ,,佐久間, 5.7,,,, 7, 35.5,⑫⑪⑪,11, 2,Ｑアグネスメリット, 54,藤岡康, 1.7, 61,  -2,  -2,15,186.4,⑬⑬⑬,11,14,Ｍヤマニンアリエル, 65,小牧太, 1.0, 59,  -7,  12,12, 89.6, ⑦⑤
12, 1,Ｌダンツロｰド, 28,秋山真, 3.3, 35, -11, -20,14,232.0,⑪⑩⑩,12, 1, マｰベラスチｰフ,,高田潤, 7.6,,,, 9, 41.6,⑬⑫⑫,12,12,Ｉユメキコウ, 65,角田晃, 1.7, 65,   0,   1,14,164.3,⑭⑬⑬,12, 8,Ｋスリｰスピニング, 67,武幸四, 1.1, 60, -10,  17,13,109.6, ⑫⑫
13,11,Ｊセフティｰミニヨン, 35,藤岡康, 3.6, 29, -15, -20,12,192.8,⑮⑬⑫,,,,,,,,,,,,,13,16,Ｃシゲルタック, 73,中村将, 1.8, 58,*  2, -10, 5,  8.0,⑥⑦⑩,13, 2,Ｊアドマイヤメガミ, 69,川田将, 1.1, 57,* -4,   6,10, 66.4, ②②
14,10,Ｏサイザンス, 21,中村将, 4.0, 27, -15, -22,15,285.2,⑯⑮⑮,,,,,,,,,,,,,14,14,Ｐイブキレボルシオン, 59,藤岡佑, 1.9, 63,   0,  -1,13,124.3,⑯⑮⑬,14, 5,Ｎマルノユビキタス, 58,中舘英, 2.8, 43, -15,  -2,14,316.5, ⑭⑭
15, 9,Ｍエｰシンパンケン, 27,荻野琢, 4.3, 16, -15, -26,16,395.9,⑭⑫⑬,,,,,,,,,,,,,15, 8,Ｎセブンスアンコｰル, 59,佐藤哲, 2.1, 62,  -3,   2,16,264.8,⑮⑯⑯,,,,,,,,,,,,
16, 7,Ｆエビスザクラ, 41,角田晃, 6.4,-74,* -9, -57,11,129.8,③③⑥,,,,,,,,,,,,,16,15,Ｋジｰニアス, 64,内田博, 2.2, 56,*  4, -17, 9, 52.4,④⑤⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:稍重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:稍重(指数:0),,,,,,,,,,,
単勝:180円 複勝:04=110円 03=180円 15=130円 枠連:650円,,,,,,,,,,,,"単勝:510円 複勝:09=200円 08=240円 07=180円 枠連:2,550円",,,,,,,,,,,,単勝:360円 複勝:05=160円 01=170円 06=600円 枠連:760円,,,,,,,,,,,,単勝:150円 複勝:12=120円 09=280円 07=440円 枠連:390円,,,,,,,,,,,
馬連:570円 ワイド:03-04=230円 04-15=230円 03-15=500円,,,,,,,,,,,,"馬連:1,930円 ワイド:08-09=580円 07-09=420円 07-08=560円",,,,,,,,,,,,"馬連:890円 ワイド:01-05=390円 05-06=1,740円 01-06=2,330円",,,,,,,,,,,,"馬連:1,260円 ワイド:09-12=470円 07-12=760円 07-09=2,800円",,,,,,,,,,,
"馬単:930円 3連複:1,020円",,,,,,,,,,,,"馬単:3,540円 3連複:2,400円",,,,,,,,,,,,"馬単:1,640円 3連複:9,190円",,,,,,,,,,,,"馬単:1,510円 3連複:6,910円 3連単:19,030円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.2,,,,,■ 5R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■ 8R  ダ1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,毎日放送賞ｽﾜﾝS ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｅオペラセリア, 51,武豊  ,, 65,  -4,*  6, 3,  5.4, ③③, 1, 3,Ａセイウンハレルヤ, 67,浜中俊,, 66,   2,*  4, 4,  8.4,⑩⑨⑥, 1, 5,Ｇハナイチリン, 66,ペリエ,, 79,* 11,   2, 4,  8.2, ①①, 1,12,Ｄスｰパｰホｰネット, 92,藤岡佑,, 91,   9,* 27, 3,  5.8, ⑭⑫
 2, 5,Ａマルカベスト, 65,池添謙, 0.2, 63,*  1,  -1, 1,  2.2, ②②, 2,10,Ｈウインフェイム, 57,福永祐, 0.0, 69,   4,*  3, 8, 36.7,⑦⑦⑤, 2, 8,Ｌショウナンアクト, 61,鮫島良, 0.0, 74,   5,*  9, 6,  9.2, ⑧⑦, 2,14,Ｆフサイチリシャｰル, 87,福永祐, 0.0, 98,  20,  14,10, 30.3, ⑤④
 3, 6,Ｉキヲウエタオトコ, 40,安藤勝, 0.3, 63,  -4,   3, 5,  8.8, ④⑤, 3, 4,Ｃシルクシャｰプネス, 65,鮫島良, 0.3, 67,   6,  -4, 3,  4.3,⑥④②, 3, 4,Ａセフティプラスワン, 76,岩田康, 0.1, 70,  -2,* 16, 2,  4.0, ⑯⑬, 3,13,Ｌドラゴンウェルズ, 83,ペリエ, 0.1, 93,  17,  15, 5, 11.4, ⑥⑦
 4, 3,Ｃマックスバリハイ, 53,川田将, 0.8, 54,*  4, -15, 6, 15.6, ①①, 4, 2,Ｋクイックバレリｰナ, 46,飯田祐, 1.1, 60,   4,  -8,11,141.7,⑦⑦⑨, 4, 2,Ｈセレブラｰル, 66,和田竜, 0.4, 72,   8,   2, 8, 20.3, ⑤④, 4, 2,Ａスイｰプトウショウ,100,池添謙, 0.4, 91,  18,  11, 4,  9.4, ⑥⑤
 5,11,Ｇトｰワミラクル, 43,中村将, 0.8, 54, -12,*  3,11,188.3, ⑩⑩, 5, 7,Ｆメリッサ, 60,武豊  , 1.3, 59,   6, -14, 1,  2.6,④④②, 5, 3,Ｃレゾリュｰション, 73,渡辺薫, 0.5, 69,   5,   4, 1,  3.5, ⑧⑨, 5,10,Ｋブラックバｰスピン, 83,四位洋, 0.7, 81,   8,* 18, 8, 18.9, ⑪⑬
 6, 4,Ｄタマモランニング, 52,福永祐, 0.9, 54,  -5,  -4, 2,  4.8, ⑥⑦, 6, 1,Ｂネヴァテルミｰ, 65,長谷川, 1.5, 58,   7, -18, 6, 21.9,②②②, 6,14,Ｂホワイトペッパｰ, 75,川田将, 0.7, 71,*  9,  -3, 7, 13.2, ②②, 6, 8,Ｇキングストレイル, 87,田中勝, 0.7, 83,  11,  13, 2,  4.6, ⑭⑨
 7, 2,Ｌエクレウス, 25,秋山真, 1.0, 53, -10,   0, 9, 72.4, ⑨⑧, 7, 6,Ｉタガノレイヤｰド, 55,岩田康, 2.1, 53,*  9, -26, 2,  3.6,①①①, 7,16,Ｍヨウヨウ, 61,竹之下, 0.9, 65,   3,   3, 9, 27.1, ⑪⑨, 7,16,Ｅペｰルギュント, 92,武豊  , 0.8, 80,  11,  12, 9, 19.9, ⑪⑪
 8, 8,Ｂオｰスミギムレット, 56,和田竜, 1.0, 52,  -3,  -9, 4,  7.6, ④③, 8,11,Ｅリッカメルド, 61,幸英明, 2.7, 48,   3, -20, 5, 10.9,⑨⑨⑨, 8,11,Ｄインプレスゴｰルド, 71,藤岡康, 1.0, 62,   2,   1, 5,  9.1, ⑩⑨, 8,11,Ｉナカヤマパラダイス, 85,岩田康, 0.9, 87,* 25,  -8,13, 40.3, ②②
 9, 9,Ｋフルスペック, 29,岩田康, 1.1, 52,  -7,  -4, 7, 22.4, ⑥⑧, 9, 9,Ｊドナパッション, 52,ペリエ, 3.2, 45,   5, -29, 9, 40.6,④⑥⑥, 9,13,Ｆエイジアンウインズ, 67,福永祐, 1.0, 68,* 10,  -7, 3,  6.5, ②②, 9, 1,Ｂマイネルスケルツィ, 95,柴山雄, 1.1, 83,* 23,  -8, 7, 18.5, ③②
10,12,Ｈメイショウヘルメス, 40,高橋亮, 1.5, 45,  -5, -14,10,180.9, ⑥⑤,10, 8,Ｄイチバンサクラ, 61,中村将, 3.5, 42,   1, -27, 7, 33.1,⑪⑪⑪,10, 1,Ｋバリｰバｰン, 63,北村浩, 1.1, 63,   1,   4,10, 41.9, ⑭⑮,10, 5,Ｈタマモホットプレイ, 86,石橋脩, 1.1, 75,   5,  15,12, 38.0, ⑱⑯
11, 1,Ｊショウナンマスタｰ, 34,四位洋, 3.7, 15, -19, -29, 8, 63.9, ⑪⑪,11, 5,Ｇシャインジュエリｰ, 58,田中健, 3.7, 40,   6, -39,10, 74.4,②②⑥,11,12,Ｐオンワｰドスワン, 58,秋山真, 1.2, 64,   6,  -4,15,188.0, ⑤⑥,11, 4,Ｃジョリｰダンス, 94,安藤勝, 1.2, 76,  14,   2, 6, 14.2, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,12, 7,Ｊエｰシンエムシｰ, 65,上村洋, 1.2, 67,* 10,  -9,11, 84.1, ②④,12,15,Ｑネイティヴハｰト, 72,内田博, 1.2, 74,   8,  10,17,156.1, ⑪⑮
,,,,,,,,,,,,,,,,,,,,,,,,13, 6,Ｅオポテュｰニティ, 69,浜中俊, 1.2, 60,   2,  -1,13,157.5, ⑪⑫,13,18,Ｐロｰエングリン, 72,武幸四, 1.4, 73,   9,   8,15, 54.4, ⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｉフロｰレストウブ, 66,幸英明, 1.6, 58,   0,   0,14,177.9, ⑮⑬,14, 6,Ｊアストンマｰチャン, 83,中舘英, 1.6, 81,* 29, -21, 1,  3.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｎマンノダイヤモンド, 59,小牧太, 2.1, 54,   2,  -7,12,114.2, ⑪⑯,15, 9,Ｍサイキョウワｰルド, 81,長谷川, 1.7, 67,   5,   6,14, 47.4, ⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｏミッキｰコマンド, 58,田中健, 2.7, 48,   5, -20,16,220.0, ⑤⑦,16, 3,Ｏオメガエクスプレス, 81,秋山真, 2.3, 61,  16, -18,16,138.0, ⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｒギャラントアロｰ, 69,幸英明, 3.8, 43,* 22, -48,18,193.1, ③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｎオｰトセレブ, 81,渡辺薫,15.1,15.1---,  10, ---,11, 36.3, ⑨⑯
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:94 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:0),,,,,,,,,,,
単勝:540円 複勝:07=150円 05=120円 06=200円 枠連:290円,,,,,,,,,,,,"単勝:840円 複勝:03=250円 10=920円 04=180円 枠連:3,080円",,,,,,,,,,,,"単勝:820円 複勝:05=300円 08=310円 04=150円 枠連:3,810円",,,,,,,,,,,,"単勝:580円 複勝:12=220円 14=830円 13=320円 枠連:1,700円",,,,,,,,,,,
馬連:470円 ワイド:05-07=270円 06-07=690円 05-06=480円,,,,,,,,,,,,"馬連:11,170円 ワイド:03-10=3,430円 03-04=600円 04-10=2,470円",,,,,,,,,,,,"馬連:4,500円 ワイド:05-08=1,540円 04-05=500円 04-08=690円",,,,,,,,,,,,"馬連:12,050円 ワイド:12-14=3,570円 12-13=970円 13-14=5,060円",,,,,,,,,,,
"馬単:1,740円 3連複:1,470円",,,,,,,,,,,,"馬単:23,300円 3連複:16,370円",,,,,,,,,,,,"馬単:9,010円 3連複:5,370円",,,,,,,,,,,,"馬単:19,120円 3連複:34,710円 3連単:211,850円",,,,,,,,,,,
■ 3R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3.3,,,,,■ 9R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,萩ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, レｰヴダムｰル,---,安藤勝,, 60,  -5,* 10, 1,  3.1, ⑧⑥, 1, 6,Ｃトウショウブリッツ, 73,池添謙,, 80,* 10,*  5, 1,  3.6, ②②, 1,11,Ｌフロｰテｰション, 34,武豊  ,, 76,   7,   6, 3,  9.2, ④③, 1,10,Ｎダイナミックグロウ, 62,小牧太,, 79,  10,   5, 9, 24.8,④⑥⑤
 2, 8, サムワントゥラブ,---,武豊  , 0.0, 61,  -2,*  5, 2,  3.5, ⑤④, 2, 1,Ｅフォレストジャガｰ, 67,田中健, 0.0, 79,* 10,   3, 9, 31.5, ①①, 2,10,Ａダンツキッスイ, 72,福永祐, 0.0, 77,* 11,  -2, 2,  4.1, ①①, 2, 5,Ｄタカラトゥルｰ, 73,安藤勝, 0.1, 79,  11,   2, 1,  3.3,④④③
 3, 3, オｰスミスパｰク,---,石橋脩, 0.2, 60,  -2,   3, 3,  6.9, ⑤④, 3,14,Ｄハｰドリレｰ, 69,浜中俊, 0.2, 70,   2,*  8, 6, 15.5, ⑩⑩, 3, 8,Ｋマイネルスタｰリｰ, 49,内田博, 0.1, 73,   2,* 15,11, 95.7, ⑩⑪, 3, 2,Ｂダイショウジェット, 76,橋本美, 0.3, 78,* 13,  -1, 4,  7.4,③②①
 4,11, エイシンチｰタｰ,---,四位洋, 1.0, 51,*  4, -21, 8, 24.9, ③②, 4,10,Ｂシエロアスｰル, 75,小牧太, 0.4, 74,   8,   3, 2,  4.2, ⑤④, 4, 7,Ｂサブジェクト, 67,安藤勝, 0.1, 75,   4,* 14, 1,  2.0, ⑩⑧, 4, 4,Ｇメイショウチョイス, 68,佐藤哲, 0.5, 75,   8,*  6,12, 52.9,⑨⑨⑧
 5,10, マイソｰルビｰム,---,和田竜, 1.2, 47,  -4,  -8, 5, 10.8, ⑧⑧, 5, 7,Ｊタキオンシチｰ, 62,ペリエ, 0.5, 73,   8,   2, 8, 25.9, ③③, 5,12,Ｃカシノネロ, 59,幸英明, 0.2, 74,* 10,  -2, 9, 40.8, ②②, 5, 3,Ｍアルヴィス, 64,川田将, 0.7, 74,  11,  -4, 7, 17.7,④④④
 6, 6, エｰシンピｰクブイ,---,福永祐, 1.2, 47,  -7,  -3, 4,  7.3, ⑪⑩, 6, 2,Ｏヴァイスハイト, 52,岩田康, 0.7, 68,   4,   4, 3,  5.6, ⑫⑩, 6, 9,Ｄベンチャｰナイン, 58,武士沢, 0.3, 72,   6,   4, 4, 10.0, ⑤⑤, 6,11,Ｈテンザンメダリスト, 67,角田晃, 0.9, 70,   4,*  8, 8, 22.8,⑬⑬⑫
 7, 2, ファイナルファイト,---,池添謙, 1.9, 39,  -4, -18,12, 97.3, ⑤⑪, 7, 3,Ｋアンジェラスキッス, 60,長谷川, 0.9, 64,   1,   4,11, 45.6, ⑭⑭, 7, 4,Ｆホッコｰビクトリｰ, 55,渡辺薫, 0.6, 67,   4,   4,10, 54.1, ⑧⑧, 7,13,Ｃゼンノグッドウッド, 74,藤岡康, 1.1, 67,   4,   3,10, 31.2,⑮⑫⑫
 8, 7, ジェンティリティｰ,---,岩田康, 1.9, 42, -15,   0, 6, 11.6, ⑬⑬, 8,16,Ｌロｰランバｰク, 59,飯田祐, 1.0, 62,  -1,*  5,15,118.3, ⑮⑭, 8, 5,Ｅヤマニンキングリｰ, 56,ペリエ, 0.7, 67,   6,  -2, 5, 11.6, ⑤⑤, 8,12,Ｅナックルパｰト, 72,福永祐, 1.2, 69,   9,  -4, 3,  6.5,⑦⑦⑦
 9,12, タニノジュレップ,---,鮫島良, 2.2, 35,*  4, -39, 7, 18.6, ①①, 9,12,Ｆメイショウハナミチ, 67,藤岡康, 1.1, 61,   2,  -1,10, 40.6, ⑩⑩, 9, 2,Ｊグリフィス, 49,岩田康, 1.5, 56,   1,  -5, 8, 29.1, ⑩⑪, 9, 9,Ａストラディヴァリオ, 77,岩田康, 1.3, 69,   8,  -1, 2,  4.6,⑨⑨⑩
10, 1, コスモサラマンダｰ,---,スボリ, 2.3, 34,  -5, -25,13,110.1, ⑧⑨,10,15,Ａアサクサアンデス, 78,荻野琢, 1.4, 59,   4,  -6, 5,  9.1, ⑤⑥,10, 6,Ｉミゼリコルデ, 51,四位洋, 1.6, 54,   3, -12, 6, 14.7, ⑧⑧,10,16,Ｆテイエムザエックス, 70,渡辺薫, 1.4, 69,* 13, -12, 5,  9.3,②②②
11, 9, マイネラロンハ,---,川田将, 2.6, 31,*  3, -44,10, 43.4, ③③,11, 8,Ｎドングラシアス, 55,秋山真, 1.5, 57,  -3,   2,14,111.6, ⑯⑯,11, 1,Ｇオｰスミマｰシャル, 54,池添謙, 1.7, 57,   7, -18, 7, 16.5, ⑤⑤,11, 8,Ｊホｰマンラフィット, 66,金折知, 1.4, 66,   2,*  8,14,155.4,⑯⑯⑮
12,14, ウォｰタｰゲイザｰ,---,田中勝, 2.9, 31,  -7, -29,14,163.4, ⑪⑫,12, 5,Ｇスズカデヒア, 67,上村洋, 1.7, 60,   7,  -9, 4,  5.6, ⑦⑥,12, 3,Ｈグランジョイ, 52,和田竜, 2.4, 46,   7, -34,12,115.1, ③③,12, 6,Ｋインスパイアリング, 65,内田博, 1.4, 68,   7,   0, 6, 10.3,⑨⑪⑩
13,13, カシノデンシロ,---,幸英明, 4.6,  5,   3, -72,11, 91.8, ②⑥,13, 9,Ｈサンタナイト, 65,幸英明, 1.8, 58,   6,  -9,12, 53.4, ⑦⑥,,,,,,,,,,,,,13,15,Ｉセンタｰザゴｰルド, 67,幸英明, 1.7, 66,   9,  -7,11, 40.1,⑦⑦⑧
14, 4, ウインモンスタｰ,---,ペリエ, 6.7,-74, -26, -55, 9, 30.3, ⑭⑭,14, 4,Ｉデスピュｰトロマン, 63,和田竜, 2.2, 54,   7, -14, 7, 23.7, ⑦④,,,,,,,,,,,,,14,14,Ｐサンエムテイオｰ, 60,荻野琢, 2.4, 57,   4,  -9,16,293.9,⑫⑬⑭
,,,,,,,,,,,,15,11,Ｐデンコウレジｰナ, 42,船曳文, 3.2, 43,   7, -26,16,287.5, ③⑥,,,,,,,,,,,,,15, 1,Ｏメディアミックス, 61,上村洋, 3.5, 52,   3, -14,15,205.2,⑬⑮⑯
,,,,,,,,,,,,16,13,Ｍアロットオブラブ, 57,スボリ, 3.3, 41,   3, -21,13, 67.5, ⑫⑬,,,,,,,,,,,,,16, 7,Ｌハギノプレシャス, 64,鮫島良, 4.1, 49,* 14, -40,13, 98.9,①①⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-3),,,,,,,,,,,
