07年 4月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
 9, 9,Ｃリワｰドマナキン, 51,後藤浩, 1.2, 41,  -8, -13, 4,  9.0, ⑧④, 9,14, マイネルマキシマム,,江田勇, 2.6,,,,13,154.7,⑧⑥⑥, 9, 7,Ｊセントラルボｰイ, 48,横山義, 2.3, 39, -16,   2,10,124.6, ⑤⑥, 9,10,Ｏトｰセンジョｰカｰ, 69,津村明, 0.8, 69,   8,   0,12, 46.9,⑨⑩⑨
10, 6,Ｉシルクオニキス, 37,藤岡佑, 1.4, 38,  -6, -17, 6, 26.6, ③③,10, 6, ジンデンバリュｰ,,石神深, 3.3,,,,12,136.1,⑨⑥⑥,10, 1,Ｉパンプアップ, 50,小牧太, 2.7, 37, -18,   1, 9, 56.9, ⑨⑧,10, 3,Ｃドリｰムパｰトナｰ, 82,蛯名正, 0.9, 71,   7,   8, 3,  5.2,⑯⑯⑬
11, 3,Ｅマルダイロマン, 45,小牧太, 1.5, 38,* -4, -21,12, 85.1, ②②,11,13, コスモベリュｰムト,,大庭和, 3.8,,,, 9, 81.8,⑨⑫⑫,,,,,,,,,,,,,11,12,Ｎコスモインペリアル, 70,大庭和, 1.0, 65,   3,   7,16,186.6,⑬⑭⑯
12, 5,Ｄフェスティヴモモ, 47,長谷川, 1.6, 36,  -7, -18, 7, 36.3, ⑤④,12, 4, アドバンスハピネス,,金子光, 4.2,,,,11,106.5,⑫⑨⑬,,,,,,,,,,,,,12, 4,Ｂジョｰスマイル, 83,小林淳, 1.0, 68,   9,  -3,10, 32.3,⑨⑧⑨
13, 4,Ｍジｰガｰウイング, 28,江田照, 1.9, 33,  -7, -21,15,280.6, ③④,13, 1, フジノリサコ,,蓑島靖, 4.5,,,,10, 90.8,③⑥⑧,,,,,,,,,,,,,13,13,Ｊコパノスイジン, 77,菊沢隆, 1.1, 66,* 13, -16, 8, 21.3,③②②
14,11, ルレｰヴ,---,松田大, 2.0, 32,  -7, -22,10, 67.7, ⑤④,14, 5, ダイワインディアナ,,穂苅寿, 7.1,,,, 6, 19.1,⑭⑭⑭,,,,,,,,,,,,,14,11,Ｍアキノレッドスタｰ, 71,藤岡佑, 1.1, 67,* 12, -14,13, 47.3,②②③
15,13,Ｎクイｰンテレｰジア, 22,黛弘人, 3.5, 15, -16, -31,14,277.8, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｌビッグタイガｰ, 75,長谷川, 1.2, 64,  10, -12, 9, 31.8,③④⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｐスｰパｰキャノン, 68,田面木, 1.9, 58,* 14, -30, 6, 16.7,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,210円 複勝:08=320円 10=660円 01=150円 枠連:4,610円",,,,,,,,,,,,単勝:290円 複勝:07=150円 09=190円 03=200円 枠連:230円,,,,,,,,,,,,"単勝:250円 複勝:10=150円 06=390円 03=180円 枠連:2,440円",,,,,,,,,,,,"単勝:1,020円 複勝:15=360円 14=870円 01=620円 枠連:2,330円",,,,,,,,,,,
"馬連:18,600円 ワイド:08-10=3,820円 01-08=780円 01-10=1,440円",,,,,,,,,,,,"馬連:1,150円 ワイド:07-09=440円 03-07=320円 03-09=660円",,,,,,,,,,,,"馬連:3,000円 ワイド:06-10=790円 03-10=350円 03-06=1,180円",,,,,,,,,,,,"馬連:18,010円 ワイド:14-15=4,070円 01-15=2,700円 01-14=7,850円",,,,,,,,,,,
"馬単:38,830円 3連複:18,180円",,,,,,,,,,,,"馬単:1,650円 3連複:2,470円",,,,,,,,,,,,"馬単:4,570円 3連複:4,190円",,,,,,,,,,,,"馬単:34,220円 3連複:103,260円 3連単:603,040円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.1,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■ 8R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.2,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｽｲｰﾄﾋﾟｰS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａファルカタリア, 51,田中勝,, 77,* -7,* 14, 1,  1.7, ③③, 1,10, アドマイヤアトム,---,田中勝,, 81, -18,* 32, 4,  7.0,⑭⑪⑪, 1, 4,Ｂゴｰルドキング, 64,田中勝,, 71,  -2,* 14, 1,  2.1,⑤⑤⑤, 1,12,Ａスマｰトカスタム, 76,柴山雄,, 79,*  8,   9, 6, 16.3,③②②
 2, 5,Ｄサクセスサｰマル, 46,鮫島良, 1.0, 61, -10,*  7, 5, 24.4, ⑤⑤, 2, 2,Ｂナショナルホリデｰ, 58,藤岡佑, 0.2, 58,*-14,  18, 2,  3.3,②③③, 2, 3,Ｇストロングアサクサ, 49,後藤浩, 0.3, 68,  -4,  12, 3,  9.4,⑦⑦⑦, 2, 9,Ｆラブカｰナ, 72,菊沢隆, 0.0, 80,   6,  14, 7, 21.6,⑥⑤⑤
 3,16,Ｆブリリアントタイム, 42,蛯名正, 1.1, 58,* -7,   4, 2,  3.7, ③③, 3, 3,Ａウェンブリｰ, 60,蛯名正, 0.6, 45,*-13,   9, 1,  3.0,②②②, 3, 9,Ａプリンシペデルソル, 73,蛯名正, 0.3, 65,*  0,   4, 2,  2.3,⑤④②, 3, 5,Ｃハロｰスピｰド, 76,松岡正, 0.1, 80,   4,* 15, 1,  3.7,⑨⑦⑩
 4,14,Ｂレオプリンス, 49,江田照, 1.3, 53,* -5,   0, 3,  4.5, ②①, 4,13,Ｇマイネナデシコ, 48,佐藤聖, 0.6, 49, -18,  14, 7, 28.5,⑦⑤⑤, 4,10,Ｊサンライズボンバｰ, 42,小牧太, 0.5, 67,  -7,* 15, 6, 20.1,⑨⑨⑧, 4, 1,Ｅスマｰトストｰム, 73,長谷川, 0.3, 76,   6,   9, 8, 22.0,④⑤⑤
 5,13,Ｌコウヨウウェｰブ, 36,津村明, 2.6, 41, -14,  -2,11,231.8, ⑦⑦, 5,15,Ｅシンボリショパン, 50,後藤浩, 0.7, 43,*-12,   5, 5, 15.7,①①①, 5, 1,Ｆマウントキング, 52,柴山雄, 0.8, 60,  -1,  -2, 8, 57.5,②②②, 5,14,Ｂレインダンス, 76,鮫島良, 0.4, 78,   0,* 19, 3,  5.6,⑫⑮⑮
 6, 2,Ｅタケイチバン, 43,小林淳, 2.9, 40, -18,   0, 4, 21.6, ⑪⑩, 6, 8,Ｃクラッカｰジャック, 56,松岡正, 0.8, 58, -19,* 21, 3,  4.9,⑫⑬⑬, 6, 5,Ｉケｰライアン, 44,鮫島良, 0.8, 59,  -3,   0, 7, 33.4,②⑤⑤, 6,15,Ｇトウカイオスカｰ, 71,後藤浩, 0.5, 78,  -2,* 22, 2,  4.2,⑰⑱⑱
 7,12,Ｋブルｰカルミネイト, 38,黛弘人, 3.3, 33, -14, -13,10,213.5, ⑤⑥, 7, 5,Ｉダｰリングトップ, 42,小林淳, 1.0, 46, -17,  13,10, 49.9,⑦⑧⑧, 7, 2,Ｄミヤコタイガｰ, 57,松岡正, 1.5, 50,*  2, -18, 4, 15.2,①①①, 7,10,Ｊダノンフロｰラ, 66,藤岡佑, 0.5, 77,   0,* 17, 4,  7.0,⑯⑮⑮
 8, 8,Ｈマルタｰズダコダ, 39,松岡正, 3.4, 34, -18,  -4, 6, 45.0, ⑫⑩, 8, 7,Ｄラビットジｰズニ, 51,江田照, 1.1, 47, -18,  15, 9, 39.4,⑨⑪⑪, 8, 8,Ｅソｰマサイト, 55,松田大, 2.6, 38,*  0, -32, 5, 18.5,②②②, 8, 7,Ｍプリティダンス, 65,津村明, 0.7, 72,   3,   8,12, 49.5,⑫⑫⑩
 9, 6, ダイワラベンダｰ,---,藤岡佑, 3.4, 34, -14, -10, 7, 58.8, ⑦⑦, 9,12,Ｆマイネルオｰクベイ, 49,津村明, 1.4, 38, -17,   7, 6, 21.2,⑨⑧⑧, 9, 7,Ｈリネンミサイル, 47,南田雅, 3.9, 26,  -9, -33, 9,189.1,⑦⑧⑨, 9, 6,Ｋキャッスルトン, 65,蛯名正, 0.8, 72,   2,   9,14, 64.5,⑫⑫⑬
10, 7,Ｉナイキヴィゴラス, 39,池崎祐, 3.4, 33, -23,  -2,14,355.2, ⑫⑬,10,14,Ｋプリモスペシャル, 24,五十嵐, 1.4, 37, -15,   2,15,368.5,⑤⑤⑤,,,,,,,,,,,,,10,16,Ｎアルコセニョｰラ, 64,池田鉄, 1.0, 67,   5,   0,16, 79.5,⑨⑩⑧
11, 3,Ｊケンドジュウライ, 38,田中剛, 3.8, 32, -16, -11,13,305.0, ⑨⑨,11, 6,Ｈトウショウサウンド, 46,郷原洋, 1.6, 40,*-13,  -5, 8, 32.5,④③③,,,,,,,,,,,,,11,11,Ｒマチカネアマテラス, 31,田中勝, 1.0, 67,   6,  -2,11, 29.2,⑥⑦⑤
12,10,Ｎアルファスマイル, 27,池田鉄, 4.0, 25,* -6, -26,12,271.1, ①②,12, 4,Ｌコパノリュｰジン, 23,柴山雄, 1.8, 37, -16,  -2,12, 56.1,⑤⑤⑤,,,,,,,,,,,,,12,17,Ｌカレンナサクラ, 65,小林淳, 1.2, 68,   0,   8,18, 94.4,⑰⑮⑮
13, 1,Ｇクロスナビゲｰタｰ, 40,郷原洋, 4.2, 27, -22,  -7, 8, 72.4, ⑮⑮,13,11,Ｊケイアイハイプレス, 38,鮫島良, 2.0, 31, -20,   3,14,239.9,⑫⑬⑬,,,,,,,,,,,,,13, 4,Ｈクラウンプリンセス, 68,小牧太, 1.4, 63,   3,  -3, 9, 25.5,⑨⑩⑩
14, 9, シｰガルトウショウ,---,千葉直, 4.5, 25, -20, -17,14,355.2, ⑩⑩,14, 1,Ｎモンテゴｰルド,-46,柴田善, 2.8, 29, -22,  -4,11, 53.3,⑮⑮⑮,,,,,,,,,,,,,14, 3,Ｐイチゴイチエ, 60,江田照, 1.5, 59,*  9, -16,13, 61.3,①①①
15,11,Ｍベルモントウッディ, 27,柴山雄, 4.9, 24, -22, -15, 9,125.1, ⑫⑬,15, 9,Ｍミリオンバンブｰ, 15,小牧太, 4.8, 4.8---, -17, -46,13,147.1,⑪⑧⑧,,,,,,,,,,,,,15, 2,Ｑシｰディドアラバイ, 56,大庭和, 1.5, 61,   5,  -8,17, 90.3,⑥⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18,Ｄホワイトメロディｰ, 76,柴田善, 1.6, 61,   2,  -3, 5, 14.9,⑫⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｏクィｰンスプマンテ, 62,千田輝, 2.2, 52,*  7, -24,10, 28.5,⑤④③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｉエフテｰストライク, 66,田中剛, 3.0, 43,*  6, -34,15, 74.9,②②③
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,
"単勝:170円 複勝:15=100円 05=360円 16=150円 枠連:1,220円",,,,,,,,,,,,単勝:700円 複勝:10=190円 02=130円 03=140円 枠連:600円,,,,,,,,,,,,単勝:210円 複勝:04=110円 03=160円 09=110円 枠連:860円,,,,,,,,,,,,"単勝:1,630円 複勝:12=390円 09=430円 05=190円 枠連:2,090円",,,,,,,,,,,
"馬連:1,490円 ワイド:05-15=540円 15-16=190円 05-16=930円",,,,,,,,,,,,"馬連:1,210円 ワイド:02-10=440円 03-10=510円 02-03=240円",,,,,,,,,,,,馬連:780円 ワイド:03-04=260円 04-09=160円 03-09=300円,,,,,,,,,,,,"馬連:9,570円 ワイド:09-12=2,410円 05-12=1,130円 05-09=1,400円",,,,,,,,,,,
"馬単:2,140円 3連複:1,710円",,,,,,,,,,,,"馬単:2,510円 3連複:1,250円",,,,,,,,,,,,"馬単:1,070円 3連複:560円",,,,,,,,,,,,"馬単:23,650円 3連複:12,650円 3連単:118,720円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 6R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 9R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,高尾特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂディヴァインシチｰ, 52,小牧太,, 64,*  1,* -1, 1,  2.8, ①①, 1, 7,Ｂプラテアｰド, 68,田中勝,, 80,*  9,   7, 1,  2.4,①①①, 1, 7,Ｅレオハスラｰ, 73,蛯名正,, 85,   5,* 18, 1,  3.1, ⑧⑨, 1, 7,Ｅゼンノスカイブルｰ, 70,松岡正,, 69,*  8,   3, 1,  3.4, ②②
 2, 2, コクレンダイマオｰ,---,津村明, 1.0, 53,  -4,* -3,11,255.1, ⑨⑧, 2, 1,Ｄキンショｰジェット, 60,長谷川, 0.4, 73,   4,* 11, 7, 17.9,⑤⑤⑤, 2, 5,Ｂコアレスコジｰン, 74,後藤浩, 0.0, 86,   3,* 22, 4,  6.6, ⑭⑫, 2, 2,Ｉボｰナスフィｰバｰ, 69,小牧太, 0.1, 75,  -2,* 15, 2,  3.6, ⑨⑩
 3, 1,Ｃグランツｰリズモ, 51,蛯名正, 1.3, 52,*  0, -11, 2,  3.2, ②②, 3, 2,Ｈコスモフリｰダム, 50,蛯名正, 0.6, 71,   6,   3, 6, 15.2,③③③, 3,11,Ａダイイチミラクル, 76,柴山雄, 0.1, 82,  11,   9, 5, 11.3, ③③, 3, 6,Ｄアポロイレヴン, 72,柴山雄, 0.2, 71,  -1,  11, 7, 15.6, ⑨⑨
 4,12,Ｆサンライトフェロｰ, 49,松岡正, 1.4, 49,  -5,* -5, 6, 10.7, ⑪⑪, 4, 8,Ｅアイアムポセイドン, 54,松岡正, 0.8, 69,*  8,  -3, 3,  5.0,②②②, 4,14,Ｉノットユアビジネス, 67,江田照, 0.2, 82,   5,  15, 8, 24.6, ⑨⑨, 4, 4,Ｂイチライタッチ, 74,黛弘人, 0.4, 63,   3,   2, 6, 15.3, ⑥④
 5, 6,Ｇスマｰトクルｰズ, 47,柴山雄, 1.6, 49,   0, -13, 7, 21.0, ③③, 5, 3,Ｇシルクプレスト, 52,柴山雄, 1.1, 65,   4,   0, 5, 15.2,⑤⑤⑤, 5,12,Ｇサクセスドマｰニ, 70,藤岡佑, 0.3, 80,   6,  12, 2,  4.7, ⑨⑧, 5,14,Ｌゴットザビｰト, 67,鮫島良, 0.4, 69,  -3,  11, 9, 16.2, ⑨⑩
 6, 9,Ｈエクスハイタッチ, 47,田中剛, 1.6, 48,  -3,  -9,10, 81.0, ⑧⑧, 6, 4,Ａマイネヴェロナ, 70,津村明, 1.2, 64,   5,  -4, 4,  9.5,③④④, 6, 9,Ｄミスタｰケビン, 73,田中勝, 0.5, 78,   2,  15, 3,  5.8, ⑮⑫, 6,13,Ｐマリットチャｰジ, 63,郷原洋, 0.4, 69,  -1,  10,11, 82.5, ⑫⑩
 7,11,Ａタイセイオスカｰ, 59,江田照, 1.8, 47,  -2, -13, 4,  7.7, ⑤⑤, 7, 6,Ｃシルクオルフェウス, 65,藤岡佑, 2.0, 54,   1,  -7, 2,  3.3,⑦⑦⑦, 7, 3,Ｍイノセントワｰルド, 66,鈴来直, 0.5, 78,   1,* 17,10, 39.1, ⑮⑮, 7, 1,Ｋソフトパワｰ, 67,藤岡佑, 0.6, 68,  -4,  11, 8, 15.6, ⑬⑬
 8,10,Ｅヒエン, 49,後藤浩, 1.8, 46,  -2, -12, 5,  8.5, ⑤⑤, 8, 5,Ｆラストベガ, 54,後藤浩, 2.6, 47,   2, -18, 8, 33.5,⑦⑦⑦, 8,15,Ｌカｰムブレイカｰ, 66,松田大, 0.5, 77,   9,   6, 7, 22.3, ⑦⑤, 8,10,Ｃダイワオンディｰヌ, 72,鈴来直, 0.6, 65,   2,   5, 3,  6.7, ⑦⑧
 9, 4,Ｊエアギャラクシｰ, 33,松田大, 1.9, 46,  -2, -14, 8, 33.6, ⑤⑤,,,,,,,,,,,,, 9,16,Ｎパパラチア, 64,長谷川, 0.6, 75,* 15,  -3,15,101.4, ②②, 9,12,Ｊトｰセンハミング, 67,菊沢隆, 0.9, 66,  -7,* 12,12,106.5, ⑮⑮
10, 8,Ｉテンエイカムカム, 34,菊沢隆, 2.6, 40,  -4, -18,13,383.9, ⑨⑧,,,,,,,,,,,,,10,13,Ｃゴｰルドサンセット, 74,田中剛, 0.6, 73,* 24, -16, 6, 11.5, ①①,10, 9,Ａブルｰベレッタ, 75,田中勝, 1.1, 57,*  8,  -8, 4,  7.5, ①①
11, 7,Ｋケイヨｰサンサン, 27,千葉直, 2.6, 37,  -6, -18, 9, 71.4, ⑪⑪,,,,,,,,,,,,,11, 2,Ｈシュトラウス, 69,小林淳, 0.8, 74,   3,   9,11, 55.7, ⑫⑫,11,15,Ｆメルボルンシチｰ, 70,千葉直, 1.2, 60,  -9,   9,14,148.1, ⑮⑮
12, 3,Ｄトゥルｰアイズ, 50,柴田善, 3.6, 33,  -1, -33, 3,  7.3, ③③,,,,,,,,,,,,,12, 8,Ｐシュウザンジャンプ, 57,菊沢隆, 0.9, 71,  11,  -3,12, 60.1, ③③,12, 5,Ｇスペシャルストック, 70,松田大, 1.3, 55,*  6,  -8,10, 31.9, ②③
,,,,,,,,,,,,,,,,,,,,,,,,13,10,Ｋハイビスカス, 67,松岡正, 1.1, 68,   9,  -3,14, 74.3, ⑤⑤,13,11,Ｎセイカモリオカ, 64,南田雅, 1.6, 56,  -5,   3,16,341.5, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｏマイネルガッチャ, 61,小牧太, 1.3, 66,   9,  -6,16,109.5, ⑤⑤,14,16,Ｍシルクエレメント, 65,小林淳, 1.7, 52,   3,  -8,13,146.1, ④⑥
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｊナイススマｰトワン, 67,鮫島良, 1.4, 65,   1,   3, 9, 31.3, ⑫⑮,15, 3,Ｏバｰドントロフィｰ, 63,五十嵐, 2.3, 48,   2, -13,15,213.2, ⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｆロランラムｰル, 71,津村明, 1.7, 61,   4,  -6,13, 63.5, ⑨⑨,16, 8,Ｈケイアイスカイ, 70,後藤浩, 2.7, 47,   4, -19, 5, 14.2, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-5),,,,,,,,,,,
"単勝:280円 複勝:13=140円 02=3,270円 01=180円 枠連:12,510円",,,,,,,,,,,,単勝:240円 複勝:07=120円 01=320円 02=300円 枠連:0円,,,,,,,,,,,,"単勝:310円 複勝:07=150円 05=200円 11=240円 枠連:1,070円",,,,,,,,,,,,単勝:340円 複勝:07=150円 02=160円 06=360円 枠連:460円,,,,,,,,,,,
