07年11月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.1,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.4,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8.2,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,
12, 5,Ｅティアレタヒチ, 50,穂苅寿, 2.1, 31,* -1, -26,10, 28.7, ②②,12,13,Ｉシｰソング, 54,中舘英, 2.1, 42,  -3, -16, 5, 11.2,⑨⑤⑪,12, 6,Ｉシベチャリレンジャ, 51,的場勇, 3.0, 36, -15,  -3,10, 83.5,⑪⑫⑭,,,,,,,,,,,,
13, 2,Ｏアルゲリッチミミ,  1,佐藤聖, 2.7, 21, -29, -11,15,342.8, ⑮⑮,13,14,Ｎモｰニンググロｰリ, 43,黛弘人, 3.3, 31,  -5, -26,14,232.6,⑥⑨⑬,13, 7,Ｋダイワグラディウス, 46,佐藤聖, 3.4, 29,*-10, -18,13,113.0,①①②,,,,,,,,,,,,
14,12,Ｍケイジｰインパクト, 19,田辺裕, 2.7, 25, -16, -19,12, 54.9, ⑨⑫,14, 8,Ｋオｰウイナｰ, 52,佐藤聖, 5.0, 21,  -7, -40,12,187.9,⑪⑬⑭,14,14,Ｏセリｰヌロｰズ, 36,大野拓, 5.2,-22, -13, -27, 6, 15.2,⑦⑨⑫,,,,,,,,,,,,
15,11,Ｆロｰズドサハラ, 49,中舘英, 4.2,-20, -19, -32, 5,  7.4, ⑪⑭,,,,,,,,,,,,,15, 3,Ｎルｰルシャガｰル, 40,太宰啓, 7.7,-87, -16, -45,14,140.1,⑨⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:14),,,,,,,,,,,
"単勝:590円 複勝:13=270円 14=1,120円 09=460円 枠連:500円",,,,,,,,,,,,"単勝:600円 複勝:03=280円 06=220円 10=490円 枠連:1,640円",,,,,,,,,,,,単勝:730円 複勝:12=240円 01=130円 05=450円 枠連:380円,,,,,,,,,,,,"単勝:810円 複勝:03=230円 10=200円 01=160円 枠連:1,630円",,,,,,,,,,,
"馬連:11,810円 ワイド:13-14=3,870円 09-13=2,110円 09-14=9,130円",,,,,,,,,,,,"馬連:2,440円 ワイド:03-06=840円 03-10=1,820円 06-10=1,770円",,,,,,,,,,,,"馬連:900円 ワイド:01-12=490円 05-12=2,310円 01-05=1,130円",,,,,,,,,,,,"馬連:2,740円 ワイド:03-10=750円 01-03=500円 01-10=710円",,,,,,,,,,,
"馬単:13,380円 3連複:87,800円",,,,,,,,,,,,"馬単:4,150円 3連複:12,640円",,,,,,,,,,,,"馬単:2,620円 3連複:6,810円",,,,,,,,,,,,"馬単:5,190円 3連複:3,080円 3連単:20,920円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 5R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,みちのく特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｊスイｰトカルタゴ, 39,中舘英,, 56,   7,* -6, 4,  7.2, ⑨⑩, 1, 7,Ｄレグルスキッド, 66,二本柳,, 72,   4,* 12, 3,  4.1,⑧⑥③, 1, 9,Ｉコスモスカイライン, 64,木幡初,, 77,  11,   8, 6, 17.8, ④③, 1, 8,Ｅコンゴウリュウオｰ, 71,武英智,, 82,  16,* 12, 1,  4.2, ⑥⑤
 2, 3,Ａスプリングピット, 56,二本柳, 0.0, 55,   5,* -4, 2,  6.4, ⑩⑦, 2, 8,Ｃメイショウアンドレ, 68,中村将, 0.2, 67,*  4,   3, 5,  7.1,⑥②①, 2,13,Ａアロｰプラネット, 75,中舘英, 0.0, 76,   8,* 11, 1,  1.8, ⑤⑦, 2, 5,Ｉテイエムポイント, 66,生野賢, 0.8, 75,* 22,  -6,12, 50.8, ③②
 3, 2,Ｇオサナゴコロノキミ, 42,梶晃啓, 0.3, 58,* 14, -18,12, 80.3, ①①, 3, 6,Ｇハバネロキャット, 60,赤木高, 0.8, 64,*  6,  -5, 6, 14.5,⑤①③, 3,10,Ｃイクエイタｰ, 69,宮崎北, 0.1, 70,   4,*  9, 7, 20.7, ⑦③, 3,15,Ｇサクラプログレス, 67,二本柳, 0.9, 67,   8,   6, 7, 14.0, ⑫⑦
 4,15,Ｄミヤギフェアリｰ, 46,田中克, 0.4, 46,   3,*-12,11, 71.3, ⑩⑪, 4, 3,Ｅテイエムフウウンジ, 64,中舘英, 0.9, 63,   3,   2, 2,  3.9,①⑦⑦, 4,16,Ｊモｰニングドレス, 63,田中克, 0.4, 70,* 12,  -3,12, 65.6, ②②, 4, 2,Ｆセンザイイチグウ, 67,大野拓, 1.3, 63,   1,*  8, 2,  4.9, ⑮⑬
 5,16,Ｎマイドリｰマｰ, 15,芹沢純, 0.5, 50,   8, -15,15,124.6, ⑥⑦, 5, 9,Ａメジロスパイダｰ, 75,的場勇, 0.9, 60,*  4,  -7, 1,  3.2,②②③, 5, 4,Ｂマッキｰバクシン, 69,野元昭, 0.4, 75,* 15,  -2, 2,  7.7, ①①, 5,14,Ｋキラリダイヤモンド, 65,田中博, 1.4, 60,  13,  -6, 4,  7.1, ⑦⑩
 6,14,Ｂハイデフィニション, 55,大野拓, 0.5, 51,  11, -18, 3,  6.5, ④④, 6, 1,Ｂドリｰムシｰカｰ, 70,津村明, 0.9, 63,*  5,  -5, 4,  5.7,④②②, 6,11,Ｍワイルドオｰキッド, 59,丸田恭, 0.4, 64,   3,   6, 9, 42.8, ⑪⑫, 6, 1,Ｍピアニスト, 61,木幡初, 1.4, 63,  -3,*  9,15, 83.5, ⑯⑯
 7,12,Ｐエクセルピクシイ,-34,増沢由, 0.8, 49,* 13, -24, 7, 24.4, ②③, 7, 5,Ｆスカイウォｰク, 61,石橋脩, 2.0, 54,*  5, -21, 7, 38.8,③②③, 7,12,Ｈマイネルグロッソ, 65,田中博, 0.4, 63,   0,* 10, 4, 11.1, ⑫⑬, 7,10,Ａスプリングタピアン, 77,石橋脩, 1.5, 58,   7,  -2, 3,  5.5, ⑫⑩
 8, 1,Ｈクレイジｰラブ, 42,石橋脩, 0.9, 46,  11, -24, 1,  2.2, ④②, 8, 2,Ｉフェイジョア, 47,嘉藤貴, 2.6, 49,   2, -18, 8, 47.6,⑦⑧⑨, 8, 7,Ｅロランラムｰル, 66,川島信, 0.8, 60,   1,   5, 5, 11.5, ⑫⑨, 8,11,Ｂベルモントピノコ, 75,穂苅寿, 1.5, 58,  11,  -6, 9, 25.5, ⑩⑬
 9,13,Ｌサウスアミュｰズ, 33,古川吉, 1.3, 38,  -1, -18, 9, 47.1, ⑭⑭, 9, 4,Ｈクリノダグラス, 59,木幡初, 3.7, 44,   2, -35, 9, 71.7,⑨⑧⑦, 9, 6,Ｆスピｰドタッチ, 66,中村将, 0.8, 60,   4,  -1, 3,  7.8, ⑦⑦, 9, 6,Ｏリボンノキシ, 58,的場勇, 1.5, 71,* 27, -20, 6, 13.6, ①①
10, 4,Ｃエイユｰフェアリｰ, 52,太宰啓, 1.8, 32,  10, -35, 6, 18.6, ⑥④,,,,,,,,,,,,,10, 5,Ｌリッカアリアラ, 60,赤木高, 0.8, 60,  -2,   8,13, 93.6, ⑭⑭,10, 3,Ｎヨバンマツイ, 61,小林久, 1.6, 59,  13,  -9,13, 82.5, ⑦③
11, 8,Ｆミズバショウクイン, 43,的場勇, 1.9, 29,  -1, -29, 8, 38.4, ⑫⑬,,,,,,,,,,,,,11, 2,Ｎプリティｰキャット, 59,芹沢純, 1.1, 56,  -2,   4,14, 94.1, ⑭⑭,11, 9,Ｃツルミトゥインクル, 74,古川吉, 1.6, 58,   3,   0, 8, 19.2, ⑭⑮
12, 6,Ｏブリｰズヘイロｰ, 15,川島信, 2.0, 31,  -1, -28,14,103.6, ⑭⑫,,,,,,,,,,,,,12,14,Ｄマイネルパラシオ, 67,二本柳, 1.1, 58,   6,  -4, 8, 27.6, ⑦⑨,12,13,Ｄバｰドントロフィｰ, 71,安藤光, 1.7, 56,  11,  -9,10, 30.4, ⑩⑦
13, 9,Ｋグッドウォｰカｰ, 39,赤木高, 2.0, 29,   8, -37,13, 84.8, ⑥⑦,,,,,,,,,,,,,13, 8,Ｋコンバットシャトル, 60,大野拓, 1.2, 59,* 11, -12,10, 59.4, ③③,13,16,Ｐデアテンビｰ, 55,宮崎北, 1.8, 64,* 25, -24,16,131.7, ②③
14,11,Ｅピッコレット, 45,木幡初, 2.4, 26,* 13, -47, 5,  7.6, ②④,,,,,,,,,,,,,14,15,Ｇブライティアベスト, 65,津村明, 1.3, 55,   6,  -7,11, 62.5, ⑦⑨,14, 7,Ｌエイシンイチリン, 65,津村明, 2.1, 56,  21, -23, 5,  7.6, ④⑤
15, 5,Ｍキャビンクルｰ, 18,津村明, 2.7, 21,   0, -40,16,277.3, ⑫⑭,,,,,,,,,,,,,15, 1,Ｏトシオジジアン, 56,石橋脩, 1.6, 52,   7, -12,15, 98.6, ⑤③,15,12,Ｈマキシマムスピｰド, 66,吉永護, 2.1, 53,  17, -21,14, 83.4, ⑤⑦
16, 7,Ｉフジマサダイヤ, 42,田中博, 2.8,-10, -10, -34,10, 59.2, ⑯⑯,,,,,,,,,,,,,16, 3,Ｐパセティックゴｰル, 46,荻野琢, 1.8, 43,  -4,  -8,16,248.2, ⑭⑯,16, 4,Ｊサンドクリｰク, 65,野元昭, 2.5, 45,  13, -22,11, 33.7, ⑦⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:13),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:13),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:13),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:13),,,,,,,,,,,
"単勝:720円 複勝:10=250円 03=220円 02=1,880円 枠連:1,750円",,,,,,,,,,,,単勝:410円 複勝:07=170円 08=210円 06=370円 枠連:510円,,,,,,,,,,,,"単勝:1,780円 複勝:09=360円 13=120円 10=380円 枠連:750円",,,,,,,,,,,,"単勝:420円 複勝:08=200円 05=1,130円 15=370円 枠連:1,590円",,,,,,,,,,,
"馬連:2,270円 ワイド:03-10=900円 02-10=4,950円 02-03=3,680円",,,,,,,,,,,,"馬連:1,290円 ワイド:07-08=510円 06-07=890円 06-08=1,190円",,,,,,,,,,,,"馬連:1,200円 ワイド:09-13=610円 09-10=3,220円 10-13=670円",,,,,,,,,,,,"馬連:11,970円 ワイド:05-08=3,610円 08-15=1,240円 05-15=7,140円",,,,,,,,,,,
"馬単:4,710円 3連複:36,540円",,,,,,,,,,,,"馬単:2,380円 3連複:6,010円",,,,,,,,,,,,"馬単:4,270円 3連複:5,260円",,,,,,,,,,,,"馬単:18,700円 3連複:40,720円 3連単:194,180円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 6R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊達特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃテイエムノブシオｰ, 68,芹沢純,, 66,  -2,*  7, 1,  2.1, ⑥⑤, 1, 6,Ｋスズカロｰズマリｰ, 58,芹沢純,, 66,   3,   4, 4,  7.8, ④②, 1,12,Ｊエヴァシャイン, 58,津村明,, 69,* -3,* 14, 1,  3.1,②②②, 1, 9,Ｂエｰシントゥルボｰ, 72,川島信,, 73,  -8,* 21, 1,  2.4,⑤⑥②
 2, 5,Ｌウィズインシｰズ, 43,赤木高, 0.0, 67,  -7,* 10,10, 46.1, ⑩⑨, 2,16,Ｂカラベルラティｰナ, 68,田中博, 0.1, 64,   0,   4, 3,  5.8, ⑧⑦, 2, 1,Ｄダイワジｰニアス, 65,的場勇, 0.0, 69,  -5,* 15, 3,  5.4,②③③, 2, 2,Ｆハリｰアップ, 64,中舘英, 0.2, 68,  -8,* 20, 3,  4.0,⑦⑦⑦
 3, 7,Ｉスリｰフォｰトラン, 59,安藤光, 0.1, 63,*  3,   3, 4,  6.9, ②②, 3, 4,Ａセイヴィングス, 71,池崎祐, 0.3, 61,  -5,*  6, 7, 13.1, ⑨⑨, 3,14,Ｃサクセスガｰウィン, 65,田辺裕, 0.3, 66,* -3,  13, 6,  9.9,⑤③③, 3, 7,Ａクリムゾンベガ, 72,木幡初, 0.4, 58,  -7,  12, 2,  3.8,⑥③②
 4, 6,Ｋアイバンホｰ, 53,中舘英, 0.2, 61,*  4,   1, 9, 35.4, ①①, 4, 3,Ｇペイルロｰズ, 61,丸田恭, 0.4, 57,*  7,  -5,16,136.3, ①①, 4, 8,Ｉサンアントニオ, 58,田中博, 0.4, 62,* -4,  11,10, 37.3,④③⑤, 4, 8,Ｅミココロ, 65,大野拓, 0.4, 59,  -6,  13, 7, 44.7,④③②
 5, 1,Ｄシャウトライン, 65,大下智, 0.2, 61,  -5,   5, 6, 18.1, ⑧⑦, 5,11,Ｊムｰンボｰ, 58,宮崎北, 0.5, 57,   1,  -1,11, 42.5, ④⑤, 5, 9,Ｋヒットトップガン, 58,河北通, 0.5, 65,  -5,  13, 4,  9.2,⑥⑥⑥, 5, 4,Ｇコスモチェｰロ, 61,津村明, 0.5, 53,* -4,   6, 5, 14.2,①①①
 6, 4,Ｅニシノムｰンボｰ, 65,津村明, 0.4, 60,  -8,*  7, 3,  6.1, ⑩⑪, 6, 1,Ｆビバロングライフ, 62,河北通, 0.5, 62,  -8,*  8,10, 36.6, ⑬⑪, 6, 4,Ｇテンジンニチオｰ, 60,二本柳, 0.6, 66,  -7,* 15, 5,  9.3,⑨⑧⑧, 6, 1,Ｃマッシヴカイザｰ, 68,芹沢純, 0.5, 55,  -6,   9, 6, 15.8,②③②
 7, 2,Ｈニホンピログッデン, 61,上野翔, 0.6, 56,   0,   0, 8, 24.7, ③③, 7, 2,Ｃアルコイリス, 65,的場勇, 0.5, 60,  -6,   5, 2,  4.8, ⑨⑦, 7,13,Ｅクリノアドベンチャ, 63,佐藤聖, 0.6, 61,  -7,  11, 8, 18.5,⑧⑥⑥, 7, 6,Ｄストロングラリｰ, 66,田中博, 1.1, 51, -10,   9, 4,  9.7,⑨⑧⑦
 8, 3,Ａパレスルビｰ, 70,田嶋翔, 0.9, 53,  -7,   1, 2,  5.2, ⑩⑨, 8, 5,Ｌセレナダンス, 57,佐藤聖, 0.7, 58, -15,* 10,15,112.4, ⑯⑮, 8,11,Ｆドキュメント, 61,穂苅寿, 1.2, 52,* -3,   2, 9, 19.8,①①①, 8,10,Ｈシゲルイサイダカ, 60,赤木高, 1.2, 49,  -9,   8, 8, 46.9,⑦⑧⑨
 9,10,Ｇトゥインクルタイム, 61,黛弘人, 1.0, 48,  -1,  -6, 5, 15.7, ③⑤, 9, 9,Ｅメイショウヒミコ, 62,田中克, 0.8, 52,*  4,  -7, 9, 22.9, ②②, 9, 6,Ｈミヤコノアドミラル, 59,大野拓, 1.4, 53,  -7,   6,14,114.6,⑥⑧⑨, 9, 5,Ｊコウヨウオラリア, 41,安藤光, 1.5, 47,* -5,  -8,10, 66.7,②②②
10,11,Ｆウィンエｰス, 62,佐藤聖, 1.2, 45,  -5,  -6,12,379.8, ⑧⑪,10,13,Ｄガｰルズポップ, 64,黛弘人, 0.8, 55,  -8,   4, 6, 12.0, ⑬⑭,10,10,Ｌメモリｰジャグラｰ, 58,赤木高, 1.6, 54,  -9,   9,12,106.1,⑩⑫⑩,10, 3,Ｉエプソムブラスト, 50,古川吉, 2.5, 39, -11,  -6, 9, 65.8,⑩⑩⑩
11, 9,Ｊアンダンテシチｰ, 58,田中博, 1.2, 45,   0,  -9,11, 63.6, ③③,11, 8,Ｏウェｰブガｰル, 55,岩部純, 0.9, 54,*  6,  -7, 1,  3.5, ②②,11, 5,Ｎゴｰルドジェット, 24,中舘英, 1.9, 50,  -9,   7,11, 67.1,⑭⑫⑫,,,,,,,,,,,,
12,12,Ｂシｰグランジャｰ, 69,田中克, 1.3, 43,  -3,  -8, 7, 22.4, ⑥⑦,12,12,Ｉペイアテンション, 59,木幡初, 0.9, 54,   3,  -5, 5,  8.9, ④⑤,12, 2,Ｍカヤドｰノアｰル, 56,木幡初, 2.0, 50,  -9,   6,13,112.9,⑬⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,13,14,Ｍファディスタ, 56,石橋脩, 1.1, 53,  -5,   0, 8, 19.2, ⑨⑪,13, 7,Ａトップウィｰク, 71,石橋脩, 2.4, 45,  -8,  -1, 2,  5.4,⑫⑩⑩,,,,,,,,,,,,
,,,,,,,,,,,,14, 7,Ｈフロｰラルジュノｰ, 60,田嶋翔, 1.6, 46,  -6,  -4,12, 91.4, ⑬⑯,14, 3,Ｂキングオブロマネ, 67,郷原洋, 3.4, 42,  -8, -11, 7, 13.5,⑩⑩⑫,,,,,,,,,,,,
,,,,,,,,,,,,15,15,Ｐフジノリサコ, 40,二本柳, 1.6, 46,  -5,  -5,13, 93.6, ⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,10,Ｎフレンチポップス, 56,大野拓, 2.2, 38,   2, -18,14,111.7, ④⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:重(指数:13),,,,,,,,,,,
