07年 8月12日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月12日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■10R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,
 9, 2,Ｌエンゲｰジメント, 27,菊沢隆, 1.5, 33, -17,  -4,17,498.4, ⑦⑦, 9, 8,Ｌメジロポラリス, 36,大野拓, 3.3, 38,  -9,  -8, 9, 29.4,⑨⑩⑨, 9,10,Ｄジョイフルティアラ, 57,武士沢, 1.5, 49,*  3, -20, 8, 23.0, ②②, 9, 1,Ｃノｰザンスタｰ, 80,中舘英, 0.5, 61,  -7,  17,10, 15.1, ⑩⑧
10, 9,Ｄトｰセンスウィング, 44,武士沢, 1.5, 33, -19,  -1, 5, 23.3, ⑨⑧,10,14,Ｇタケデンコンゴウ, 43,千葉直, 3.5, 36,  -9, -13,13,144.0,⑥⑧⑫,10, 6,Ａスズノライコウ, 59,吉田稔, 1.5, 49,   0, -13, 9, 25.2, ⑤⑤,10,18,Ｌトｰヨｰエｰピｰ, 74,小林淳, 0.6, 59,  -5,  14, 9, 14.2, ⑦⑧
11,17,Ｆタキシｰドジャズ, 35,吉田隼, 1.7, 31, -18,  -6, 9, 62.2, ⑦⑧,11,12,Ｊブルｰスタｰボウ, 38,加藤士, 4.0, 36,  -8, -15,11, 45.1,⑥⑩⑩,11, 2,Ｈプリモスペシャル, 51,田中博, 2.1, 39,*  1, -31,14,162.3, ①①,11,15,Ｍクラウニングワｰク, 74,木幡初, 0.6, 61,  -7,  17,15, 74.5, ⑩⑪
12, 7,Ｍジャングルゼット, 24,吉田豊, 1.7, 31, -23,   2,10, 78.5, ⑮⑮,12, 9,Ｏホライズンピアス, 20,郷原洋, 4.0, 35, -12,  -9,12, 84.9,⑫⑭⑭,12,14,Ｍキャプテンロｰ, 41,郷原洋, 2.4, 39,  -8, -10,17,393.6, ⑯⑯,12, 6,Ｈアロマンシェス, 76,吉田隼, 0.8, 58,  -4,  12, 4, 10.2, ⑦⑧
13,11,Ｎコスモグラスゴｰ, 21,丹内祐, 1.8, 31,*-12, -17,16,457.0, ②②,13,13,Ｋタケショウテイオｰ, 37,田中博, 4.5, 30, -15, -11,14,202.0,⑮⑮⑮,13, 3,Ｐモリトヘイロｰ, 11,二本柳, 2.5, 38,  -5, -18,15,308.0, ⑭⑭,13,14,Ｄシルキｰステラ, 80,吉田豊, 0.9, 64, -12,  22, 8, 13.4, ⑬⑮
14,14,Ｉコスモアイ, 33,郷原洋, 1.8, 30, -20,  -4,12,129.8, ⑪⑪,14, 2,Ｉウインエンパイア, 38,北村宏, 4.6, 35,  -9, -20, 6, 17.3,⑭⑩⑩,14, 5,Ｎミヤギカリスマ, 38,中舘英, 2.8, 35,  -6, -21,13,125.8, ⑭⑮,14, 3,Ｂイノセントワｰルド, 80,吉田稔, 0.9, 60, -12,  20,11, 15.8, ⑯⑮
15, 4,Ｋマイネルアフェット, 27,田辺裕, 1.9, 29, -21,  -4,15,256.7, ⑬⑪,15, 7,Ｍサイレントルドルフ, 35,小林淳, 5.8, 16, -10, -30,15,209.1,⑩⑬⑬,15,16,Ｏロｰドディヴァイン, 28,大野拓, 3.3, 30,  -4, -36,11, 75.6, ⑫⑫,15,17,Ｆタケデンサンバ, 77,菊沢隆, 1.2, 56, -13,  19,16,140.3, ⑯⑱
16, 8,Ｏドリｰムリバイバル, 11,松岡正, 2.6,  5, -18, -20, 8, 32.6, ⑨⑧,,,,,,,,,,,,,16, 1,Ｉミスタｰアタゴ, 50,安藤光, 3.4, 30,  -3, -37,16,338.9, ⑧⑧,16, 9,Ｏニシノグレイシャ, 68,大野拓, 1.6, 50,  -3,  -8,18,236.5, ⑥⑤
17,16,Ｐマイネルゼｰゲン,-12,大野拓, 2.9,  5, -24, -16,14,181.9, ⑮⑮,,,,,,,,,,,,,17,15, グラマラススカイ,---,木幡初, 6.9,-37,   0, -99, 4,  9.6, ⑤⑤,17,16,Ｐハギノセレクション, 63,二本柳, 1.9,-22,* 14, -42,17,145.5, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,Ｒトｰセンセイント,-65,小野次, 2.1, 47,  -5,  -9,13, 51.7, ⑤⑥
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-3),,,,,,,,,,,
"単勝:550円 複勝:10=200円 06=1,880円 03=180円 枠連:8,480円",,,,,,,,,,,,単勝:310円 複勝:10=130円 03=140円 06=250円 枠連:310円,,,,,,,,,,,,単勝:280円 複勝:11=120円 09=150円 17=130円 枠連:440円,,,,,,,,,,,,"単勝:1,100円 複勝:11=380円 04=420円 07=210円 枠連:3,430円",,,,,,,,,,,
"馬連:23,330円 ワイド:06-10=5,640円 03-10=440円 03-06=3,590円",,,,,,,,,,,,馬連:460円 ワイド:03-10=210円 06-10=560円 03-06=560円,,,,,,,,,,,,馬連:630円 ワイド:09-11=260円 11-17=290円 09-17=360円,,,,,,,,,,,,"馬連:6,110円 ワイド:04-11=1,870円 07-11=1,310円 04-07=1,240円",,,,,,,,,,,
"馬単:33,960円 3連複:28,310円",,,,,,,,,,,,"馬単:890円 3連複:1,520円",,,,,,,,,,,,"馬単:1,110円 3連複:900円",,,,,,,,,,,,"馬単:11,890円 3連複:13,280円 3連単:73,560円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 5R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天の川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａギシアラバストロ, 72,北村宏,, 74,*  2,*  9, 1,  1.2, ③②, 1,12, マイネルヴェステン,,宗像徹,,,,, 3,  5.3,⑧⑤⑤, 1, 9,Ｇユウアイラ, 64,吉田稔,, 78,  -1,* 15, 2,  3.9, ⑦⑦, 1, 5,Ｄタマモサポｰト, 77,松岡正,, 76,* 14,   8, 2,  4.3, ①①
 2, 2, ゼネラルメデュｰム,---,石橋脩, 0.6, 61,*  4,  -1, 2,  8.5, ①①, 2,14, ジェネラスボｰイ,,横山義, 0.1,,,, 5, 11.2,④②②, 2,10,Ａシャコｰアデル, 70,北村宏, 0.6, 65,*  6,   3, 6, 11.4, ②②, 2, 7,Ｈガッテンワン, 75,木幡初, 0.4, 87,   4,* 26, 6, 10.7, ⑧⑧
 3,14,Ｇゴｰルドクリッパｰ, 44,吉田稔, 0.8, 64,  -3,*  6, 3, 12.6, ⑥④, 3, 2, リバルドボｰイ,,浜野谷, 0.1,,,, 2,  4.5,①①①, 3, 5,Ｂピｰチドラフト, 68,木幡初, 0.7, 64,   3,   3, 8, 21.0, ④④, 3, 8,Ａフサイチジャンク, 83,後藤浩, 0.4, 83,   5,  23, 1,  3.9, ⑦⑦
 4, 6,Ｆフジマサレインボｰ, 46,大野拓, 1.2, 56,  -3,   1,14,249.8, ⑥④, 4, 5, シュフルｰル,,金子光, 1.2,,,, 1,  2.3,④④③, 4, 2,Ｃテイクマイアイズ, 67,小野次, 0.7, 63,*  6,   0,10, 35.7, ①①, 4,11,Ｇサクラオリオン, 76,吉田稔, 0.5, 78,   7,  18, 3,  5.6, ⑤⑤
 5, 9,Ｅアルフェラッツ, 46,岩部純, 1.4, 53,*  4,  -6,10,141.1, ②②, 5, 7, テイエムマｰチ,,柴田未, 2.6,,,,10,100.2,⑩⑥⑥, 5,14,Ｋファｰストナイナｰ, 53,武士沢, 0.9, 63,  -1,   5, 7, 13.4, ⑦⑧, 5, 9,Ｂアグネストレジャｰ, 79,菊沢隆, 0.5, 84,   4,* 25, 5,  8.3, ⑩⑧
 6,15,Ｂベイジュ, 49,吉田豊, 1.5, 57, -12,*  7, 4, 16.2, ⑫⑬, 6, 8, オンワｰドワンダｰ,,沢昭典, 2.8,,,, 7, 23.3,⑨⑧⑧, 6, 8,Ｎホクセツコマチ, 48,嘉藤貴, 1.3, 59,  -3,   4,14,221.1, ⑩⑧, 6, 6,Ｋメガトレンド, 70,中舘英, 0.7, 70,* 14,  -2,11, 48.9, ②②
 7, 4,Ｃロｰジｰワｰルド, 49,安藤光, 1.8, 51,  -8,   0, 7, 34.9, ⑧⑧, 7, 1, プライマリｰケア,,五十嵐, 3.3,,,, 6, 18.5,②③③, 7,13,Ｈファニｰストｰリｰ, 63,吉田隼, 1.3, 56,   2,  -2, 3,  6.8, ④④, 7, 1,Ｅシゲルドントイケ, 77,吉田豊, 0.9, 81,   1,* 25, 7, 18.9, ⑬⑬
 8, 5,Ｉスパｰクチェリｰ, 41,大庭和, 2.0, 49,  -9,  -1,12,192.8, ⑩⑩, 8, 6, フジノリサコ,,平沢健, 5.3,,,,12,170.8,②⑦⑦, 8, 7,Ｄカサデアンジェラ, 65,石橋脩, 1.3, 56,*  7,  -5, 5,  8.7, ②②, 8, 4,Ｃドリｰムパｰトナｰ, 77,北村宏, 1.1, 75,   2,  20, 4,  5.8, ⑩⑫
 9, 8,Ｄリヴィｰル, 46,吉田隼, 2.1, 48, -10,  -1, 5, 20.8, ⑩⑫, 9, 4, ナムラゼウス,,南田雅, 7.2,,,, 9, 69.0,⑫⑩⑨, 9, 4,Ｆナイスプレゼンタｰ, 65,吉田豊, 1.4, 61, -14,* 12, 4,  8.0, ⑭⑭, 9,10,Ｆゴｰジャスディナｰ, 76,吉田隼, 1.1, 68,   6,  11, 8, 21.8, ⑤⑤
10, 3,Ｌアルカイックレディ, 22,後藤浩, 2.3, 44,  -7,  -6, 6, 28.0, ⑧⑨,10,10, スガノロイヤル,,矢原洋, 7.5,,,,13,194.2,⑫⑪⑪,10,12,Ｍハッピｰビｰチ, 50,中舘英, 1.6, 54,  -5,   2, 9, 29.1, ⑫⑫,10, 2,Ｊマイジョｰカｰ, 70,小野次, 1.3, 69,   3,  14,10, 41.9, ⑩⑧
11, 1,Ｋベルモントバンビ, 27,武士沢, 2.6, 43, -15,  -1,13,204.9, ⑭⑬,11,11, フリｰダムブラウン,,穂苅寿, 9.0,,,, 8, 62.8,⑪⑨⑨,11, 3,Ｅナイツブリッジ, 65,後藤浩, 1.8, 50,   3,  -7, 1,  3.4, ④④,11,12,Ｉコスモテナシャス, 72,田中博, 1.4, 66,  11,  -7, 9, 27.7, ③③
12,13,Ｈレイクヘリオス, 41,田中博, 2.6, 38,  -3, -15,11,141.3, ④④,,,,,,,,,,,,,12,15,Ｊフェイスザファクト, 59,松岡正, 2.2, 46,  -2,  -6,12, 63.3, ⑨⑪,12, 3,Ｍイアオニｰドル, 64,武士沢, 1.5, 67,* 12, -10,12, 49.2, ③③
13,12,Ｊフェアリｰシェイプ, 38,松岡正, 3.3, 35, -12, -10, 8,103.1, ⑫⑩,,,,,,,,,,,,,13, 6,Ｌマイネディアマンテ, 53,田中博, 2.2, 47, -13,   1,13,138.4, ⑬⑬,13,13,Ｌビッグタイガｰ, 67,田辺裕, 1.9, 60,   3,   4,13,196.1, ⑧⑧
14,11,Ｍコンプリｰトリｰ, 17,穂苅寿, 4.8,  8,  -1, -35, 9,130.8, ④④,,,,,,,,,,,,,14,11,Ｏハイフレンドバリア, 46,二本柳, 2.5, 47, -18,   6,15,367.6, ⑮⑮,,,,,,,,,,,,
15, 7,Ｎエドノドラゴン,-44,千葉直, 5.3, 16, -39,  -8,15,573.9, ⑮⑮,,,,,,,,,,,,,15, 1,Ｉレオスマイル, 62,大野拓, 2.7, 41,  -4, -11,11, 62.8, ⑩⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-3),,,,,,,,,,,
単勝:120円 複勝:10=100円 02=180円 14=180円 枠連:370円,,,,,,,,,,,,"単勝:530円 複勝:12=180円 14=290円 02=170円 枠連:1,370円",,,,,,,,,,,,"単勝:390円 複勝:09=150円 10=410円 05=480円 枠連:3,080円",,,,,,,,,,,,"単勝:430円 複勝:05=140円 07=260円 08=180円 枠連:1,180円",,,,,,,,,,,
馬連:460円 ワイド:02-10=220円 10-14=220円 02-14=770円,,,,,,,,,,,,"馬連:2,220円 ワイド:12-14=690円 02-12=360円 02-14=540円",,,,,,,,,,,,"馬連:3,110円 ワイド:09-10=940円 05-09=1,230円 05-10=3,690円",,,,,,,,,,,,"馬連:2,430円 ワイド:05-07=810円 05-08=450円 07-08=940円",,,,,,,,,,,
馬単:590円 3連複:960円,,,,,,,,,,,,"馬単:4,110円 3連複:2,080円",,,,,,,,,,,,"馬単:5,290円 3連複:16,000円",,,,,,,,,,,,"馬単:4,260円 3連複:3,890円 3連単:22,820円",,,,,,,,,,,
■ 3R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.1,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■12R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,佐渡金銀山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｊリンダムｰン, 39,吉田稔,, 74,* 14,   4, 5, 11.9,   , 1, 2, ロｰレルエルヴェル,---,後藤浩,, 43,*-10,  -5, 2,  4.0, ②②, 1, 6,Ｄクインズプレイヤｰ, 69,小林淳,, 72,  -7,* 16, 3,  5.0, ④④, 1, 8,Ｍエプソムアｰロン, 50,丹内祐,, 73,*  6,   3, 3,  5.0,①①①
 2,17,Ａダイメイジョイ, 56,武士沢, 0.2, 69,* 14,   1, 2,  4.5,   , 2, 6, モアスマイル,---,吉田豊, 0.0, 45, -15,* -1, 3,  5.4, ③③, 2,15,Ｅパパラチア, 66,後藤浩, 0.2, 67,* -5,  12, 2,  4.9, ③③, 2,11,Ｂウインバリエンテ, 64,安藤光, 0.2, 70,   1,* 14, 1,  3.3,⑪⑥⑥
 3,18,Ｄムｰランヴェｰル, 46,丹内祐, 0.2, 71,   6,   6, 4,  7.5,   , 3, 9, シングンリタｰンズ,---,宮崎北, 0.2, 40, -23,*  0, 4,  6.3, ⑥⑥, 3,10,Ａウスイ, 76,北村宏, 0.3, 63,* -1,   8, 1,  2.7, ②②, 3,12,Ａヒシポラリス, 69,吉田隼, 0.9, 64,   2,   3, 2,  3.7,③③③
 4, 2,Ｂケイビイレタｰ, 54,宮崎北, 0.3, 66,  -3,*  7, 1,  2.8,   , 4, 7, ワンサイド,---,木幡初, 1.1, 26, -16, -16, 9, 51.4, ③③, 4, 1,Ｒコスモパルムドｰル, 53,菊沢隆, 0.5, 57,*  0,   2, 4,  7.2, ①①, 4, 6,Ｅバックスラッシュ, 59,菊沢隆, 1.6, 59,  -1,   3,11, 59.5,⑫⑨⑦
 5, 8,Ｉダイワグランボｰ, 40,北村宏, 0.5, 68, -13,* 14, 3,  5.7,   , 5, 5, コスモホウキボシ,---,田中博, 1.2, 21, -29,  -9, 7, 15.7, ⑧⑧, 5,14,Ｂフサイチジュノｰ, 69,木幡初, 0.5, 61,  -8,  11, 5, 10.9, ④④, 0, 5,Ｈエクロジオン, 54,吉田稔, 1.7, 60,*  6, -11, 6, 14.0,⑭②②
 6,11,Ｅリンガスサクセス, 45,田辺裕, 0.6, 62,  -1,   4,11, 45.2,   , 6, 8, オンワｰドカメリア,---,吉田隼, 1.4, 20,* -7, -30, 6,  9.4, ①①, 6, 3,Ｍハｰドランナｰ, 57,武士沢, 0.6, 59, -12,  12,18,213.7, ⑧⑧, 5, 3,Ｆエドノエスポワｰル, 56,大庭和, 1.7, 57,   0,   0, 8, 16.9,⑤⑦⑦
 7,13,Ｒユウタｰロｰド, 22,松岡正, 0.7, 59,   4,  -1,12, 53.7,   , 7, 4, ドリｰムラプチャｰ,---,中舘英, 1.6, 21, -21, -19, 1,  3.3, ⑥⑦, 7, 5,Ｇベルモントソナタ, 64,安藤光, 0.7, 56,  -6,   6,11, 69.7, ④④, 6, 4,Ｄリｰジェントゲスト, 60,木幡初, 1.9, 57,   0,  -1,12, 60.7,⑩⑦⑨
 8,15,Ｆメイクアダッシュ, 44,石橋脩, 0.9, 57, -15,*  9, 6, 14.3,   , 8, 1, ソシアルグレイシｰ,---,北村宏, 2.2,-15, -18, -32, 5,  6.6, ⑤⑤, 8,11,Ｎセｰフアズロック, 56,田中博, 0.8, 53,  -7,   4,10, 50.2, ④④, 7,15,Ｃケイアイテイメント, 61,田中博, 2.7, 49,*  2, -17, 4,  9.9,②③④
 9, 5,Ｍリアルワｰス, 36,後藤浩, 1.0, 51,* 11, -11, 9, 31.8,   , 9, 3, クリプトジュエル,---,松岡正, 2.3,  2, -34, -18, 8, 48.7, ⑨⑨, 9, 7,Ｊツカサオウカ, 60,吉田豊, 0.9, 60, -20,* 17,13, 84.5, ⑯⑯, 8, 9,Ｉモンプランス, 53,武士沢, 2.7, 50,  -2,  -5,10, 49.3,⑬⑪⑩
10, 9,Ｈバクシンルビｰ, 42,千葉直, 1.3, 43, -13,  -3, 7, 21.4,   ,,,,,,,,,,,,,10,18,Ｋコスモルビｰ, 59,石橋脩, 0.9, 57, -17,* 14, 7, 27.6, ⑭⑫, 9, 7,Ｇロｰレルエルドラド, 55,田辺裕, 3.3, 47,   2, -18, 7, 15.2,⑤⑤⑤
11,16,Ｎオレノウマ, 34,木幡初, 1.4, 44,  -1,  -9,10, 39.1,   ,,,,,,,,,,,,,11,16,Ｌエプソムメサイア, 57,宮崎北, 1.0, 52, -12,   8,14,100.1, ⑧⑩,10, 2,Ｋトｰアキンボシ, 52,横山義, 3.4, 45,  -3, -10,14,192.3,⑧⑪⑩
12, 7,Ｃメイショウスイミｰ, 49,二本柳, 1.6, 41, -20,   1,13, 79.8,   ,,,,,,,,,,,,,12,17,Ｈユｰセイシアトル, 64,丹内祐, 1.2, 48, -11,   3,15,131.4, ⑧⑧,11, 1,Ｌアルゲニブ, 51,宮崎北, 3.6, 41,  -6, -11,13, 97.4,⑮⑭⑫
13,10,Ｋカシノアテスト, 38,西田雄, 1.7, 39,  -8,  -9,14,147.6,   ,,,,,,,,,,,,,13, 9,Ｉマイネルガッチャ, 62,吉永護, 1.2, 48, -12,   5,12, 71.9, ⑧⑫,12,13,Ｎキンセイミラｰジュ, 38,石橋脩, 4.6, 37,  -4, -20,15,194.2,⑧⑬⑭
14,14,Ｐブライティアバレｰ, 26,小野次, 1.7, 39, -18,  -2,15,218.4,   ,,,,,,,,,,,,,14,12,Ｑシャンドラヴェリテ, 54,小野次, 1.3, 50, -22,  12,16,135.3, ⑯⑱,13,10,Ｏウインリアライズ,-171,北村宏, 5.5, 33,  -1, -33, 9, 39.4,⑤⑨⑬
15, 6,Ｌドルフィンダンサｰ, 38,南田雅, 1.8, 37, -20,  -2,17,262.2,   ,,,,,,,,,,,,,15,13,Ｆレオベルリン, 65,大野拓, 1.4, 45, -14,   3, 9, 40.8, ⑬⑭,,,,,,,,,,,,
16, 1,Ｏパライッソ, 31,中舘英, 1.8, 37, -13,  -7,18,323.7,   ,,,,,,,,,,,,,16, 4,Ｐミサキテンリュウ, 54,吉田稔, 1.5, 45, -24,  10,17,205.5, ⑱⑰,,,,,,,,,,,,
17,12,Ｑクロムウェル, 25,加藤士, 2.0, 34, -18,  -7,16,224.6,   ,,,,,,,,,,,,,17, 8,Ｃシュトラウス, 69,松岡正, 1.7, 40, -17,   2, 6, 14.9, ⑭⑭,,,,,,,,,,,,
18, 3,Ｇブロｰトジョウ, 44,安藤光, 2.1, 32, -30,  -1, 8, 31.5,   ,,,,,,,,,,,,,18, 2,Ｏヒシカｰド, 56,吉田隼, 2.4, 34, -12, -14, 8, 32.5, ⑧⑩,,,,,,,,,,,,
