07年10月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3.1,,,,,■10R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,
13,11,Ｎトｰセンスプライト, 35,赤木高, 1.0, 44,* -2, -21,15,176.8, ①①,,,,,,,,,,,,,,,,,,,,,,,,,13, 4,Ｋアｰマメント, 65,長谷川, 1.6, 59,   4,  -5,12,103.3, ⑨⑨
14, 2,Ｇチャｰミングシチｰ, 43,池添謙, 1.2, 45, -13,  -5, 6, 21.3, ⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｉドリｰムホマレ, 67,橋本美, 1.8, 54,  -7,   3,16,180.8, ⑮⑮
15, 8,Ｏシャルマンロｰテ, 32,武幸四, 1.3, 43, -12,  -8,14,147.6, ⑭⑰,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｃアインカチヌキ, 74,池添謙, 2.1, 59,* 14, -20, 6, 14.0, ①①
16,14,Ｐアサケガｰル, 28,渡辺薫, 1.3, 40,* -3, -24,16,270.3, ②②,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｍブライトアイズ, 59,飯田祐, 4.1, 32,  -1, -26,15,164.9, ⑪⑭
17, 7,Ｊプリズム, 41,藤岡康, 1.4, 35,* -6, -24,10, 59.2, ③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,120円 複勝:03=280円 09=110円 13=590円 枠連:830円",,,,,,,,,,,,単勝:480円 複勝:07=180円 10=490円 01=230円 枠連:650円,,,,,,,,,,,,"単勝:1,590円 複勝:07=530円 06=160円 05=360円 枠連:1,130円",,,,,,,,,,,,"単勝:810円 複勝:13=320円 07=270円 11=1,020円 枠連:2,060円",,,,,,,,,,,
"馬連:890円 ワイド:03-09=390円 03-13=1,950円 09-13=730円",,,,,,,,,,,,"馬連:4,550円 ワイド:07-10=1,460円 01-07=650円 01-10=1,880円",,,,,,,,,,,,"馬連:3,430円 ワイド:06-07=1,170円 05-07=3,190円 05-06=610円",,,,,,,,,,,,"馬連:4,420円 ワイド:07-13=1,480円 11-13=5,570円 07-11=3,290円",,,,,,,,,,,
"馬単:2,770円 3連複:4,750円",,,,,,,,,,,,"馬単:6,610円 3連複:10,640円",,,,,,,,,,,,"馬単:7,830円 3連複:9,560円 3連単:74,460円",,,,,,,,,,,,"馬単:9,140円 3連複:44,710円 3連単:210,480円",,,,,,,,,,,
