07年12月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,
 9, 3,Ｇタイハクザン, 36,秋山真, 4.3, 36,  -8, -19, 8, 47.6,⑦⑨⑨, 9, 7, センティｰレ,,林満明, 3.9,,,, 4,  8.7,④④⑩, 9, 6, マイネルクロイツ,---,北村友, 0.5, 40, -34,* 12, 1,  3.4, ⑪⑪, 9, 8,Ｊフェルヴィｰド, 66,藤田伸, 1.7, 60,* 10, -22, 6, 24.9,②②③
10, 6,Ｂファンドリハンタｰ, 47,船曳文, 4.6, 32,  -7, -28, 7, 26.7,⑤⑤⑦,10, 8, フロストワｰク,,穂苅寿, 4.3,,,,11, 61.9,⑧⑦⑧,10, 9, アキノレンダ,---,秋山真, 0.6, 28, -24,  -4,10, 62.2, ③③,10, 5,Ｈシルクメガヒット, 66,金折知, 1.8, 59,   9, -19, 9, 51.8,③④④
11, 7,Ｅウィズインテイオｰ, 42,金折知, 4.8, 33, -10, -19, 9, 89.0,⑨⑩⑪,11, 1, ブラックレディ,,五十嵐, 6.3,,,, 9, 54.9,⑫⑫⑫,11, 3, ヴォレハクユウ,---,渡辺薫, 1.4,  7, -25, -14,11,166.4, ③④,11, 9,Ｉアドマイヤゴルゴ, 66,四位洋, 2.5, 52,   6, -24, 5, 14.3,⑨⑨⑨
,,,,,,,,,,,,12, 4, シルクカリバｰン,,柴田未, 7.3,,,,12, 77.3,③④⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,12, ユウゼニス,,仲田雅,15.1,,,,14, 91.6,⑭⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,13, チアズパンサｰ,,金折知,15.1,,,,13, 83.2,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:3),,,,,,,,,,,
単勝:520円 複勝:05=170円 02=130円 04=120円 枠連:950円,,,,,,,,,,,,単勝:600円 複勝:06=210円 09=140円 11=280円 枠連:490円,,,,,,,,,,,,"単勝:3,840円 複勝:08=910円 02=200円 07=180円 枠連:4,790円",,,,,,,,,,,,単勝:480円 複勝:07=160円 02=180円 01=200円 枠連:390円,,,,,,,,,,,
"馬連:1,070円 ワイド:02-05=340円 04-05=330円 02-04=210円",,,,,,,,,,,,"馬連:870円 ワイド:06-09=420円 06-11=1,830円 09-11=760円",,,,,,,,,,,,"馬連:8,630円 ワイド:02-08=2,070円 07-08=2,230円 02-07=510円",,,,,,,,,,,,"馬連:1,180円 ワイド:02-07=380円 01-07=450円 01-02=400円",,,,,,,,,,,
"馬単:2,320円 3連複:1,020円",,,,,,,,,,,,"馬単:1,930円 3連複:5,070円",,,,,,,,,,,,"馬単:23,580円 3連複:11,000円",,,,,,,,,,,,"馬単:2,150円 3連複:1,690円 3連単:8,740円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.3,,,,,■ 5R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■11R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱｸｱﾙﾐﾅｽS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃコスモサレオス, 54,デムｰ,, 59,*  2,* -7, 1,  2.3, ①①, 1,11,Ｇベルクハイル, 44,北村友,, 63,  -1,   2, 2,  4.0,⑤④③, 1,13,Ｂテイエムオｰディン, 68,デムｰ,, 69,   3,*  6, 1,  3.0, ⑦④, 1,16,Ｂサクラビジェイ, 82,四位洋,, 79,* 12,   7, 2,  6.2, ①①
 2, 7,Ａディアアゲイン, 56,田村太, 0.3, 50,  -4,* -7, 6, 19.8, ④⑤, 2, 7,Ａシャンパンファイト, 59,デムｰ, 0.2, 63,*  4,  -9, 1,  2.2,①①①, 2, 2,Ｈスズカデヒア, 63,北村友, 0.1, 73,* 10,  -3,10, 50.6, ①①, 2,10,Ｅサワノブレイブ, 77,福永祐, 0.1, 83,   5,* 14, 3,  9.1, ⑨⑨
 3, 9,Ｆトップオブボストン, 51,池添謙, 0.5, 50,  -2,  -8, 4, 10.1, ⑤⑤, 3, 1,Ｍアドマイヤナサ, 28,岩田康, 0.4, 59,  -6,* 12, 4,  7.8,⑪⑪⑩, 3,10,Ａアグネスポライト, 69,岩田康, 0.4, 67,   6,  -1, 2,  4.5, ④④, 3, 1,Ｌサテライトキャノン, 72,上野翔, 0.2, 79,   9,   9,12, 70.8, ③③
 4, 3,Ｅブルｰラヴ, 52,藤田伸, 0.8, 51,*  2, -15, 2,  2.6, ②②, 4,13,Ｈスリｰオリオン, 39,秋山真, 0.5, 58,  -8,* 15,11,226.7,⑪⑫⑪, 4, 8,Ｇサンタナイト, 63,小坂忠, 0.6, 63,   3,   0,13, 74.4, ⑥⑦, 4,13,Ｊスウォｰドキャット, 73,穂苅寿, 0.2, 77,* 11,   6, 7, 20.1, ②②
 5, 5,Ｂカウンセラｰ, 54,畑端省, 0.9, 48,   0, -14, 7, 23.0, ③③, 5, 2,Ｆユグドラシル, 46,藤岡佑, 0.8, 55,  -5,   3, 6, 20.9,⑨⑨⑨, 5, 7,Ｆエリモハルカ, 65,渡辺薫, 0.7, 68,* 10,  -8, 6, 14.1, ②②, 5,14,Ａアルバレスト, 88,岩田康, 0.2, 80,   6,  11, 1,  2.1, ⑦⑦
 6, 4,Ｄドゥｰエン, 53,藤岡佑, 1.4, 41,  -2, -17, 3,  8.9, ⑤③, 6, 8,Ｉロｰドフラッシュ, 38,小牧太, 0.9, 54,*  3, -18, 9,117.1,②②②, 6,12,Ｋチャリティショウ, 57,小牧太, 0.8, 60,   2,  -1,14, 77.2, ⑦⑧, 6, 6,Ｆウォｰタｰオｰレ, 77,佐久間, 0.3, 77,   9,   7,11, 50.0, ③③
 7, 6,Ｈシンボリバスティア, 44,岩田康, 1.6, 37,  -5, -16, 5, 11.6, ⑨⑦, 7, 9,Ｅメイショウユウシャ, 47,福永祐, 0.9, 54,  -3,  -3, 7, 21.1,⑧⑧⑥, 7, 9,Ｄスナｰクトモクン, 67,長谷川, 0.9, 58,  -1,   1, 8, 32.2, ⑩⑩, 7, 4,Ｄワｰキングボｰイ, 78,長谷川, 0.3, 82,   2,* 15, 4,  9.7, ⑫⑫
 8, 8,Ｊハｰドパティシエ, 31,北村友, 1.7, 36,  -5, -19,11,190.9, ⑤⑩, 8, 6,Ｄケイアイマクラレン, 48,藤田伸, 1.2, 51,  -3,  -9, 5, 11.1,④⑤⑥, 8,11,Ｎダイゴフウジン, 52,福永祐, 0.9, 58,   0,   0,15,156.5, ⑨⑩, 8, 7,Ｏスタｰオブニルス, 70,藤岡佑, 0.4, 79,   5,  11,10, 38.8, ⑨⑨
 9, 1,Ｋジエクストリｰム, 30,小牧太, 1.9, 36,  -2, -22,10,120.8, ⑤⑦, 9,10,Ｊマルタカスカイ, 35,渡辺薫, 2.1, 42,*  2, -34,12,239.5,③③③, 9, 5,Ｃミルククラウン, 67,四位洋, 1.1, 55,  -3,   1, 3,  5.9, ⑫⑫, 9, 3,Ｐセトノシェｰバｰ, 69,高井彰, 0.5, 82,  -1,* 17,16,154.9, ⑯⑮
10,11,Ｉエｰシンアウォｰド, 43,福永祐, 2.0, 33,  -8, -18, 9, 75.6, ⑨⑪,10, 4,Ｋロｰランスカイ, 34,長谷川, 2.1, 41,  -8, -11,10,202.1,⑨⑩⑫,10, 4,Ｅエイシンイッテン, 65,藤岡佑, 1.2, 55, -11,*  7, 4,  6.7, ⑮⑭,10, 8,Ｃシアトルバロｰズ, 80,内田浩, 0.8, 71,   7,   5, 5,  9.8, ⑦⑦
11,10,Ｇサイキョウケンザン, 44,秋山真, 2.2, 31,  -6, -21, 8, 58.5, ⑨⑦,11,12,Ｃマサヤマト, 49,四位洋, 2.3, 40,  -1, -29, 3,  5.2,⑦⑤⑤,11,16,Ｉゼットファｰスト, 63,藤田伸, 1.4, 59,*  8, -13, 5,  7.5, ②③,11, 9,Ｋゴッドヘイロｰ, 73,デムｰ, 0.8, 70,   9,   2, 8, 20.5, ③⑥
,,,,,,,,,,,,12, 3,Ｌヒシカスタム, 34,武幸四, 2.7, 37,  -3, -31, 8, 53.0,⑤⑦⑥,12,14,Ｏセイザンダンサｰ, 46,金折知, 1.4, 53,   0,  -5,12, 72.3, ⑩⑧,12, 2,Ｈウィストラム, 76,藤田伸, 0.9, 74,   1,  11, 6, 12.5, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,13,15,Ｍアンクルストロング, 56,内田浩, 1.7, 54,   6, -14,11, 50.9, ④④,13,11,Ｎピサノヘネシｰ, 70,小牧太, 1.0, 70,   5,   6,13, 81.4, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,14, 1,Ｌスカイノミツキ, 56,荻野要, 1.8, 50, -11,   1,16,279.4, ⑯⑭,14,12,Ｉタガノシャンハイ, 73,西谷誠, 1.3, 68,   2,   6,15,148.4, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｊフュノンガルウ, 59,池添謙, 1.9, 49, -11,   0, 7, 30.0, ⑭⑯,15, 5,Ｍメイショウディオ, 72,柴原央, 1.3, 69,   1,   8,14,114.1, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｐナムラブｰム, 43,武幸四, 2.6, 41,  -3, -14, 9, 35.0, ⑫⑫,16,15,Ｇタケデンイｰグル, 76,古川吉, 1.3, 65,   9,  -3, 9, 36.3, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,
単勝:230円 複勝:02=140円 07=330円 09=250円 枠連:920円,,,,,,,,,,,,単勝:400円 複勝:11=150円 07=120円 01=180円 枠連:450円,,,,,,,,,,,,"単勝:300円 複勝:13=150円 02=860円 10=170円 枠連:6,610円",,,,,,,,,,,,"単勝:620円 複勝:16=280円 10=290円 01=2,400円 枠連:1,780円",,,,,,,,,,,
"馬連:1,790円 ワイド:02-07=660円 02-09=470円 07-09=960円",,,,,,,,,,,,馬連:570円 ワイド:07-11=250円 01-11=580円 01-07=340円,,,,,,,,,,,,"馬連:7,180円 ワイド:02-13=2,120円 10-13=290円 02-10=2,020円",,,,,,,,,,,,"馬連:2,640円 ワイド:10-16=990円 01-16=10,330円 01-10=7,980円",,,,,,,,,,,
"馬単:2,650円 3連複:3,660円",,,,,,,,,,,,"馬単:1,430円 3連複:1,260円",,,,,,,,,,,,"馬単:10,680円 3連複:6,610円",,,,,,,,,,,,"馬単:5,810円 3連複:95,520円 3連単:461,400円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■ 6R  ダ1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝1400m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■12R  ダ2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,さざんかｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｇマチカネハヤテ, 47,渡辺薫,, 81,*  9,*  5, 5, 11.3, ①①, 1, 1, メイショウフウリン,---,福永祐,, 46, -19,*  2, 3,  6.8, ⑤⑤, 1, 9,Ｂマヤノベンケイ, 61,福永祐,, 77,*  8,   7, 5, 17.2, ①①, 1, 8,Ａストラディヴァリオ, 79,岩田康,, 75,  -6,* 19, 1,  1.9,⑥⑥⑤
 2, 1,Ｅスナｰクマイハｰト, 49,岩田康, 0.3, 70,   1,*  8, 2,  3.2, ⑥⑤, 2, 4, ナリタフリッカ,---,北村友, 0.0, 44, -18,*  0, 1,  2.6, ⑤⑤, 2, 6,Ａダノンゴｰゴｰ, 72,デムｰ, 0.0, 82,   0,* 16, 1,  1.4, ③②, 2,14,Ｂトシセント, 76,北村友, 0.3, 74,  -8,* 19, 2,  4.9,⑧⑧⑧
 3,14,Ａパラダイスイズヒア, 61,長谷川, 0.9, 60,   1,  -1, 1,  3.0, ⑥⑦, 3, 7, グランチャｰム,---,小牧太, 0.0, 44, -16,  -1, 2,  3.0, ③③, 3, 8,Ｆスペシャルブレイド, 58,岩田康, 0.7, 67,  -2,   8, 2,  4.3, ③④, 3, 6,Ｄアドマイヤレグルス, 72,福永祐, 0.5, 61,* -4,   9,12, 58.5,①①①
 4, 6,Ｂマックスバリハイ, 59,デムｰ, 0.9, 59,  -2,   2, 3,  4.0, ⑩⑧, 4, 2, ファイナルチャンス,---,渡辺薫, 0.2, 39,*-13,  -7, 7, 21.7, ①①, 4, 5,Ｉシゲルハスラット, 51,池添謙, 0.9, 65,  -5,   8, 8, 52.8, ⑤⑥, 4, 4,Ｅトップオブザロック, 71,デムｰ, 0.7, 65,  -7,  14, 3,  5.2,⑥⑥⑦
 5,13,Ｆビジュアルクイｰン, 48,四位洋, 1.0, 63,*  7,  -9, 4, 10.4, ②②, 5, 5, ルｰナキャスケｰド,---,船曳文, 0.6, 33, -18,  -7, 4,  7.0, ③③, 5, 4,Ｄマイネブリッツ, 59,長谷川, 1.1, 62,  -4,   6, 3, 10.0, ⑦⑦, 5, 2,Ｌゼンノジュウシン, 67,武幸四, 0.9, 65,  -8,  15,10, 45.8,⑩⑪⑩
 6, 7,Ｃウィキッドウィンド, 51,北村友, 1.1, 58,   3,  -8, 7, 29.0, ④③, 6, 6, メイデンミヤビ,---,藤岡佑, 0.7, 34,*-14, -11, 6, 21.2, ②②, 6, 1,Ｈアグネスクリスタル, 54,藤田伸, 1.2, 56,  -2,   0, 7, 39.3, ⑤④, 6, 7,Ｍナムラスピｰド, 66,渡辺薫, 0.9, 59,  -6,  10, 6, 28.1,⑤⑤⑤
 7,10,Ｊベストオブメンバｰ, 38,秋山真, 1.3, 52, -13,*  7,12,127.4, ⑭⑭, 7, 3, ミネルヴァアイ,---,デムｰ, 1.2, 30, -20,  -8, 5,  9.2, ⑧⑦, 7, 3,Ｅレジアス, 58,小牧太, 1.2, 56,   0,  -3, 4, 17.1, ②②, 7,12,Ｆクラリオンコｰル, 70,秋山真, 1.1, 55,* -5,   6, 8, 28.5,③③③
 8, 3,Ｎキングセンプｰ, 28,武英智, 1.3, 52,  -5,  -1,14,287.4, ⑩⑩, 8, 8, キクノフレシュ,---,田村太, 2.2, 17, -19, -22, 8, 26.0, ⑤⑦, 8, 2,Ｃセンノカゼ, 61,古川吉, 1.4, 55,  -6,   2, 6, 29.0, ⑧⑦, 8,11,Ｉパｰフェクトラン, 69,藤田伸, 1.1, 54,* -4,   4, 4, 18.3,②②②
 9, 5,Ｍシゲルデセオ, 28,小牧太, 1.5, 49,  -9,  -1,11, 84.7, ⑬⑬,,,,,,,,,,,,, 9, 7,Ｇメッサｰシュミット, 56,武幸四, 1.8, 50,  -6,  -2, 9, 64.3, ⑧⑨, 9, 1,Ｇゲットアウト, 70,長谷川, 1.1, 55,* -5,   6,11, 46.9,③③③
10, 9,Ｈマイアイビギニング, 44,藤岡佑, 1.6, 48,  -2,  -9, 9, 57.6, ⑥⑧,,,,,,,,,,,,,,,,,,,,,,,,,10, 5,Ｊマイネルカンタｰレ, 68,柴原央, 1.2, 62,  -9,  14,13,121.0,⑩⑫⑫
11,11,Ｋシゲルスペランツァ, 37,福永祐, 1.6, 53,*  5, -16, 6, 21.1, ③③,,,,,,,,,,,,,,,,,,,,,,,,,11,13,Ｈロｰレルアクシス, 69,船曳文, 1.3, 54,  -9,   7, 7, 28.1,⑧⑧⑧
12,12,Ｉスパｰブ, 43,飯田祐, 2.0, 44,   2, -19,13,145.4, ④⑤,,,,,,,,,,,,,,,,,,,,,,,,,12, 9,Ｎマルノユビキタス, 60,池添謙, 1.5, 61, -10,  14,14,222.8,⑬⑭⑭
13, 4,Ｌホクセツエコｰ, 33,藤田伸, 2.1, 40,  -7, -12,10, 72.4, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,,13, 3,Ｃナリタブラック, 73,藤岡佑, 1.6, 53,  -7,   6, 9, 33.9,⑫⑧⑩
14, 8,Ｄダイナミックスタｰ, 50,池添謙, 2.3, 37,  -4, -18, 8, 37.9, ⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｋツルマルビビッド, 67,四位洋, 1.6, 54,  -8,   8, 5, 18.4,⑭⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,130円 複勝:02=290円 01=140円 14=140円 枠連:1,300円",,,,,,,,,,,,単勝:680円 複勝:01=170円 04=120円 07=120円 枠連:0円,,,,,,,,,,,,"単勝:1,720円 複勝:09=260円 06=100円 08=120円 枠連:190円",,,,,,,,,,,,単勝:190円 複勝:08=120円 14=150円 06=790円 枠連:340円,,,,,,,,,,,
"馬連:1,620円 ワイド:01-02=580円 02-14=500円 01-14=270円",,,,,,,,,,,,"馬連:1,130円 ワイド:01-04=350円 01-07=350円 04-07=170円",,,,,,,,,,,,馬連:990円 ワイド:06-09=380円 08-09=560円 06-08=150円,,,,,,,,,,,,"馬連:400円 ワイド:08-14=220円 06-08=1,660円 06-14=3,200円",,,,,,,,,,,
"馬単:4,120円 3連複:1,510円",,,,,,,,,,,,"馬単:2,510円 3連複:770円",,,,,,,,,,,,"馬単:3,120円 3連複:910円 3連単:9,140円",,,,,,,,,,,,"馬単:620円 3連複:8,050円 3連単:24,830円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
