07年 1月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 4R  芝3190m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,
 9,12,Ｋセフティｰオｰラ, 36,須貝尚, 2.0, 35,*-12, -17,11,183.6,①①①, 9, 8, ファインピｰク,,佐久間, 1.8,,,,12,103.4,⑩⑥⑤, 9, 3,Ｊリネンスタｰ, 50,長谷川, 2.8, 48,  -2, -13, 9,211.7,⑨⑨⑨, 9,14,Ｉトウキュウトップ, 72,武幸四, 0.5, 60, -17,  21, 7, 12.9, ⑪⑧
10, 7,Ｊファンドリソング, 38,和田竜, 2.6, 31, -16, -15,10,123.3,⑥⑥⑥,10,11, ペルフェット,,熊沢重, 2.4,,,, 5, 12.1,⑥⑧⑧,10, 8,Ｄニシノウラシマ, 61,太宰啓, 3.0, 48,*  1, -22, 4, 28.5,②②⑤,10,13,Ｏケンブリッジマイア, 69,川田将, 0.6, 57, -19,  20, 9, 20.8, ⑪⑬
11,11,Ｌヨドノシルフィｰド, 35,田村太, 2.8, 25, -22,  -9,12,449.4,⑧⑫⑫,11, 7, ビジネスサイクル,,船曳文, 2.7,,,, 3,  7.8,⑬⑩⑪,,,,,,,,,,,,,11, 2,Ｊブランディｰグラス, 72,小林徹, 0.6, 48, -18,  13,14,138.4, ⑦⑧
12, 4,Ｆプレシャスジェフォ, 43,本田優, 2.9, 28, -16, -19, 6, 37.0,⑩⑥⑥,12, 3, バリトンヴォイス,,岩崎祐, 2.8,,,,13,103.7,⑭⑫⑫,,,,,,,,,,,,,12,15,Ｎハギノメトロポリス, 69,熊沢重, 0.6, 50,*-13,  11,12, 95.6, ④④
,,,,,,,,,,,,13, 4, ベルゲン,,今村康, 3.8,,,, 8, 30.0,⑧⑬⑬,,,,,,,,,,,,,13, 9,Ｋビッグファルコン, 71,長谷川, 0.6, 59, -16,  20,11, 57.9, ⑪⑧
,,,,,,,,,,,,14,12, メイショウワグナｰ,,仲田雅, 6.4,,,,14,188.5,⑩⑭⑭,,,,,,,,,,,,,14, 7,Ｆタイキマドレｰヌ, 76,石橋守, 0.7, 52, -13,  14, 1,  4.8, ⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ａプレシャスワン, 81,小牧太, 1.1, 46,*-12,   1,10, 34.6, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-2),,,,,,,,,,,
単勝:400円 複勝:06=110円 08=120円 05=100円 枠連:230円,,,,,,,,,,,,"単勝:3,230円 複勝:13=900円 05=940円 06=380円 枠連:1,050円",,,,,,,,,,,,単勝:300円 複勝:04=100円 10=130円 02=100円 枠連:980円,,,,,,,,,,,,"単勝:570円 複勝:10=230円 01=260円 08=390円 枠連:2,370円",,,,,,,,,,,
馬連:660円 ワイド:06-08=230円 05-06=140円 05-08=180円,,,,,,,,,,,,"馬連:47,970円 ワイド:05-13=9,940円 06-13=4,200円 05-06=3,400円",,,,,,,,,,,,馬連:930円 ワイド:04-10=190円 02-04=110円 02-10=180円,,,,,,,,,,,,"馬連:2,740円 ワイド:01-10=910円 08-10=1,840円 01-08=1,800円",,,,,,,,,,,
"馬単:1,410円 3連複:360円",,,,,,,,,,,,"馬単:107,300円 3連複:134,960円",,,,,,,,,,,,"馬単:1,700円 3連複:240円",,,,,,,,,,,,"馬単:5,580円 3連複:14,390円 3連単:73,490円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 5R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■11R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橿原ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａエｰシンエフダンズ, 71,岩田康,, 61,*-12,*  9, 1,  1.3, ②②, 1, 7,Ｄサンライズマックス, 54,秋山真,, 61,*-10,  13, 3,  4.6,④⑤③, 1, 9,Ｏウイングビｰト, 42,川田将,, 65,* -7,  10, 4,  9.3, ②②, 1, 4,Ｂウイングシチｰ, 83,太宰啓,, 76,*  5,  11, 4,  7.2, ①①
 2, 9,Ｃウインハンズダウン, 52,小牧太, 0.2, 59, -14,*  9, 2,  4.5, ③③, 2, 5,Ｃマンハッタンスカイ, 54,小牧太, 0.0, 68, -11,* 18, 6, 15.7,⑦⑧⑦, 2,12,Ｆスズカデヒア, 63,小牧太, 0.1, 66, -10,* 12, 1,  3.8, ④④, 2, 7,Ｇピサノアルハンブラ, 76,岩田康, 0.1, 75,*  4,  11, 2,  5.4, ②②
 3, 6,Ｄテイエムシップウ, 49,和田竜, 0.3, 55,*-11,   5, 4, 18.5, ①①, 3,13,Ａソウルオブジャパン, 61,松田大, 0.1, 67, -12,* 18, 2,  3.3,⑨⑪⑩, 3, 4,Ｅホワイトペッパｰ, 64,高田潤, 0.2, 64, -12,* 12, 7, 13.7, ⑧⑧, 3, 2,Ａトｰセンザオｰ, 84,岩崎祐, 0.3, 75,  -1,  14, 5,  7.3, ⑧⑤
 4, 5,Ｂウォｰタｰポピンズ, 54,福永祐, 0.3, 57, -14,   8, 3, 13.5, ⑤③, 4, 3,Ｅミッキｰラブ, 53,幸英明, 0.6, 46,* -8,  -2, 5, 10.9,⑯②②, 4, 7,Ｈミラキュラス, 63,田村太, 0.2, 59,* -8,   5, 5, 10.7, ①①, 4,12,Ｋヒカリアイ, 71,小林徹, 0.3, 79,  -7,* 20,10, 43.6, ⑭⑬
 5, 1,Ｇチャリティショウ, 42,幸英明, 0.5, 56, -17,*  9,10,149.5, ⑦⑥, 5, 8,Ｆテンシノライアン, 52,武幸四, 0.7, 46,*-10,   2, 9, 51.7,④⑤③, 5, 3,Ｍビバロングライフ, 57,河北通, 0.4, 62, -14,* 12,15,198.4, ⑪⑨, 5, 6,Ｄプリュネル, 78,小牧太, 0.5, 71,   1,  10, 1,  5.1, ⑤③
 6, 3,Ｊユウキタイティ, 32,船曳文, 0.6, 51, -18,   6,11,277.1, ⑦⑥, 6,12,Ｍファｰトゥム, 33,吉田稔, 0.9, 53, -14,  11,11, 91.0,⑫⑬⑬, 6, 2,Ｋリヒタｰ, 58,四位洋, 0.5, 59, -10,   8,10, 26.4, ⑥④, 6, 3,Ｎポジティヴトライ, 68,幸英明, 0.6, 72,  -5,  15,13,104.5, ⑫⑪
 7, 7,Ｈヴィヴァコウベ, 38,川原正, 0.7, 51, -15,   5, 8,137.8, ③⑤, 7,15,Ｊヒカリシャトル, 41,本田優, 1.0, 45, -12,   4, 7, 16.5,⑩⑪⑩, 7, 8,Ｉライモン, 60,秋山真, 0.7, 59, -17,* 12,11, 42.8, ⑭⑬, 7,16,Ｍパラダイスリヴァｰ, 69,松田大, 0.7, 74, -11,* 19,15,215.5, ⑮⑮
 8,11,Ｅヒットトップガン, 46,河北通, 0.9, 48, -16,   4, 6, 32.4, ⑥⑧, 8, 2,Ｌエタｰナルクラウン, 39,川田将, 1.1, 57, -16,* 15,10, 54.6,⑭⑯⑭, 8, 6,Ｇトレノラピド, 63,小林徹, 0.8, 57, -16,  10, 9, 14.8, ⑫⑫, 8,11,Ｉアイアムアドｰタｰ, 74,川原正, 0.7, 70,  -3,  12, 6,  7.6, ⑩⑧
 9, 4,Ｆライブコンサｰト, 43,川田将, 1.0, 49, -20,   7, 5, 30.6, ⑨⑨, 9,16,Ｈエドノダンス, 47,川原正, 1.3, 45,* -8, -13, 8, 49.0,①①①, 9,13,Ｃメモリｰセレソン, 66,福永祐, 0.9, 56, -17,  10, 6, 12.3, ⑫⑬, 9,10,Ｊプリンスコウベ, 71,和田竜, 0.7, 72,  -7,  16,11, 61.7, ⑫⑬
10, 2,Ｋアイファｰタｰボｰ, 15,熊沢重, 3.0, 29, -22, -12, 9,146.2, ⑩⑩,10,14,Ｇクロノグラフ, 47,福永祐, 1.3, 41, -11,  -4, 4,  9.5,⑦⑨⑨,10,11,Ａメイショウソｰラｰ, 69,石橋守, 1.2, 52, -19,   9, 3,  7.6, ⑮⑬,10,15,Ｆビｰビｰバｰニング, 76,川田将, 0.9, 65,  -1,   8, 3,  5.6, ⑥⑤
11, 8,Ｉユキノマｰガレット, 34,西原玲, 3.6, 14, -26, -15, 7, 98.9, ⑪⑪,11,10,Ｂダノンマッハ, 59,岩田康, 1.5, 44,* -9, -13, 1,  3.2,②③③,11,16,Ｊジャイロスコｰプ, 59,船曳文, 1.2, 46, -13,   0,13, 81.4, ⑥⑦,11, 9,Ｃサワノブレイブ, 80,金折知, 0.9, 66,  -3,  10, 8, 12.1, ⑩⑧
,,,,,,,,,,,,12, 9,Ｉフットワｰク, 45,太宰啓, 1.7, 42, -10, -12,14,148.0,⑥⑦⑦,12,10,Ｂウインイｰジス, 66,川原正, 1.2, 48,* -8,  -1, 2,  3.8, ②③,12, 8,Ｈアイファｰフクオｰ, 74,熊沢重, 1.7, 56,  -1,   0, 7, 10.4, ⑧⑪
,,,,,,,,,,,,13,11,Ｏモンデフィ, 27,和田竜, 2.9,-22,* -9, -33,13,136.4,③③⑥,13, 1,Ｐロングプリマドンナ, 38,上野翔, 1.3, 45, -11,  -3,16,236.4, ④④,13, 1,Ｐトｰセンオリオン, 47,小林慎, 2.3, 52,   1,  -8,12, 69.0, ⑥⑤
,,,,,,,,,,,,14, 4,Ｎファインコマンダｰ, 30,長谷川, 3.0, 28, -16, -15,16,470.6,⑫⑬⑭,14, 5,Ｌツアｰデフォｰス, 58,太宰啓, 1.4, 47, -13,   1,14,172.1, ⑨⑨,14,14,Ｅカリスマサンキセキ, 78,吉田稔, 2.5, 52,   2, -11, 9, 26.5, ③③
,,,,,,,,,,,,15, 1,Ｋイｰガデザイア, 40,上村洋, 3.7,-10, -17, -24,12,101.7,⑭⑬⑯,15,15,Ｄナイスヴァレｰ, 65,和田竜, 1.6, 45, -14,   0, 8, 14.6, ⑨⑨,15,13,Ｏフジマサミラクル, 66,角田晃, 4.8,-25,   2, -34,14,162.1, ③⑧
,,,,,,,,,,,,16, 6,Ｐメイショウジライヤ, 23,石橋守, 3.9,-58, -12, -41,15,254.3,⑩⑨⑫,16,14,Ｎヨイチトレジャｰ, 52,熊沢重, 2.8, 36, -19,  -7,12, 47.9, ⑮⑯,16, 5,Ｌウインプレジｰル, 70,高田潤, 6.3,-40, -26, -22,16,231.2, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-5),,,,,,,,,,,
単勝:130円 複勝:10=100円 09=110円 06=250円 枠連:160円,,,,,,,,,,,,"単勝:460円 複勝:07=170円 05=300円 13=150円 枠連:2,790円",,,,,,,,,,,,単勝:930円 複勝:09=330円 12=190円 04=430円 枠連:350円,,,,,,,,,,,,"単勝:720円 複勝:04=250円 07=210円 02=220円 枠連:1,390円",,,,,,,,,,,
馬連:170円 ワイド:09-10=120円 06-10=280円 06-09=520円,,,,,,,,,,,,"馬連:2,620円 ワイド:05-07=700円 07-13=320円 05-13=950円",,,,,,,,,,,,"馬連:2,520円 ワイド:09-12=1,270円 04-09=3,230円 04-12=1,750円",,,,,,,,,,,,"馬連:2,030円 ワイド:04-07=760円 02-04=810円 02-07=790円",,,,,,,,,,,
馬単:220円 3連複:560円,,,,,,,,,,,,"馬単:4,380円 3連複:2,720円",,,,,,,,,,,,"馬単:5,610円 3連複:21,150円",,,,,,,,,,,,"馬単:4,350円 3連複:4,990円 3連単:30,540円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.6,,,,,■ 6R  芝1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,こぶし賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃカリスマコンコルド, 48,川田将,, 57, -18,* 11, 7, 15.8, ⑩⑧, 1, 2, ヤマニンエクレｰル,---,四位洋,, 57, -10,   9, 1,  2.8, ⑤⑤, 1, 5,Ａトｰセンキャプテン, 78,四位洋,, 76,  -2,  17, 1,  2.3, ⑤⑤, 1, 4,Ｅワンダｰスピｰド, 73,吉田稔,, 76,   2,* 11, 5,  9.8,⑤⑤⑤
 2, 4,Ｉドングラシアス, 39,本田優, 0.1, 48,*-11,   1, 3,  4.7, ①①, 2, 1, スズカロングラン,---,田島裕, 0.2, 51,* -3,  -4,14,205.6, ①①, 2, 8,Ｃシュガｰヴァイン, 68,福永祐, 0.2, 76,  -6,* 20, 2,  3.1, ⑧⑧, 2,11,Ａパｰプルイｰグル, 82,秋山真, 0.2, 69,*  4,   4, 1,  3.0,③①①
 3,16,Ｄアドマイヤデュｰク, 47,岩田康, 0.1, 50,*-13,   4, 2,  3.9, ②③, 3, 3, アグネストカチ,---,秋山真, 0.4, 60, -21,* 16, 6,  9.8, ⑦⑧, 3, 1,Ｄパレスショットガン, 60,田嶋翔, 0.3, 74,  -6,* 19, 3,  5.8, ⑧⑧, 3, 8,Ｉエイティフロｰ, 71,岩田康, 0.4, 69,   3,   5, 3,  5.2,②③④
 4, 2,Ｇヤマニンフィネス, 42,吉田稔, 0.3, 47,*-13,   2, 6, 12.8, ④④, 4,11, アクセス,---,岩田康, 0.6, 67, -30,* 26, 4,  7.8, ⑬⑬, 4, 7,Ｂマイネルクラッチ, 69,岩田康, 0.5, 62,*  1,   3, 4,  7.2, ②②, 4,10,Ｈゴｰルドイモン, 72,和田竜, 0.4, 67,*  4,   2, 7, 15.5,①②②
 5, 7,Ｅスピｰドウエル, 45,上野翔, 0.3, 46, -17,   3, 5,  9.1, ⑥⑤, 5, 7, レオテンリュウ,---,川田将, 0.7, 48, -18,   9, 3,  6.9, ⑥⑥, 5, 3,Ｅスズカライアン, 57,和田竜, 0.6, 65,  -4,  11, 5, 11.9, ⑦⑦, 5, 1,Ｃエイシンボストン, 74,小牧太, 0.4, 68,   3,   4, 2,  3.8,③③③
 6, 5,Ａハｰドリレｰ, 50,福永祐, 0.4, 50, -18,   7, 1,  3.5, ⑨⑧, 6, 4, レッドゾｰン,---,上村洋, 0.8, 47, -20,   9, 7, 25.7, ⑦⑦, 6, 4,Ｊモエレゼネラリスト, 49,西原玲, 1.2, 54,   0,  -4, 9,194.6, ③③, 6, 6,Ｋキクノエンブレム, 61,川原正, 0.6, 70,   0,   8,11,219.4,⑧⑧⑧
 7, 3,Ｐオｰスミステｰタス, 20,竹之下, 0.7, 43, -16,   1, 9, 38.3, ⑦⑤, 7,15, ロングゼネラル,---,河北通, 1.1, 43, -23,   9,10, 64.4, ⑨⑧, 7, 9,Ｆマスタｰカフェ, 54,小島太, 1.4, 52,  -1,  -6, 7, 29.0, ⑤⑤, 7, 2,Ｊキタサンラブソング, 69,幸英明, 0.7, 67,   1,   5,10, 62.8,⑥⑥⑤
 8,10,Ｂナムラマハラジャ, 48,田村太, 0.7, 47, -23,*  7, 4,  8.1, ⑭⑬, 8,12, エｰケｰフラッシュ,---,南井大, 1.3, 42, -27,  10,16,267.3, ⑫⑩, 8,10,Ｉプレｰザヒｰロｰ, 51,南井大, 1.6, 51,   0, -12, 8, 51.8, ③③, 8, 3,Ｇマルブツランナｰ, 72,四位洋, 0.8, 69,  -1,   8, 9, 21.7,⑨⑧⑨
 9,14,Ｆマッキｰサムソン, 43,小牧太, 0.8, 46, -20,   6, 8, 18.8, ⑩⑪, 9,14, トップオブバイオ,---,服部剛, 1.6, 34, -25,   4,11,106.2, ⑩⑩, 9, 2,Ｇウルトラソウル, 53,川田将, 1.6, 52,*  1, -14, 6, 28.3, ①①, 9, 9,Ｆメモリｰガリソン, 72,角田晃, 0.8, 73,  -3,* 12, 8, 17.9,⑪⑪⑨
10, 9,Ｈテイエムアタック, 39,和田竜, 0.9, 43, -19,   4,10, 73.0, ⑩⑪,10, 5, ホワイトララミｰ,---,太宰啓, 1.8,  3,* -3, -29,13,147.1, ②②,10, 6,Ｈメガミムｰン, 51,吉田稔, 1.9, 46,  -9,  -1,11,278.5, ⑪⑩,10, 5,Ｄテイエムヘネシｰ, 73,武幸四, 0.9, 66,   0,   5, 6, 13.2,⑥⑦⑦
11, 8,Ｍクリノビッグタイム, 31,船曳文, 1.5, 36, -26,   3,16,360.6, ⑯⑯,11,16, アンディフィニ,---,幸英明, 2.0,  4,  -8, -26,15,243.0, ③③,11,11, ヒットエンドラン,---,川原正, 3.3, 24,  -7, -26,10,204.3, ⑩⑩,11, 7,Ｂダイナミックエｰス, 79,上野翔, 1.5, 58,  -3,   2, 4,  9.8,⑨⑩⑪
12, 6,Ｎサンケイサウｰジ, 27,川原正, 1.6, 37, -24,   3,15,277.0, ⑮⑭,12,13, アグネスフウジン,---,福永祐, 2.1, 28, -27,  -2, 5,  9.8, ⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,
13,11,Ｊエステルハｰジ, 37,長谷川, 1.6, 37,*-12, -12,12,116.8, ②②,13, 8, フジヤマクリスタル,---,川原正, 2.3, 25, -34,   4, 8, 35.7, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
14,12,Ｏサンタキング, 23,金折知, 1.8, 33, -20,  -4,13,146.4, ⑩⑭,14, 6, チアズプレジデント,---,小牧太, 3.4,-82,  -8, -47, 2,  3.6, ③④,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Ｋコスモライゼン, 35,秋山真, 1.9, 35, -15, -12,11,108.0, ④⑤,15, 9, アスカノジャック,---,小原義, 5.0,-73, -39, -30,12,143.1, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｌイチロｰパワｰ, 34,小林徹, 2.3, 32, -16, -14,14,275.1, ⑦⑧,16,10, マルブツグレｰト,---,熊沢重,11.5,11.5---, -64, -98, 9, 62.1, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-6),,,,,,,,,,,
"単勝:1,580円 複勝:01=340円 04=180円 16=170円 枠連:1,310円",,,,,,,,,,,,"単勝:280円 複勝:02=160円 01=3,730円 03=260円 枠連:24,630円",,,,,,,,,,,,単勝:230円 複勝:05=110円 08=120円 01=170円 枠連:310円,,,,,,,,,,,,"単勝:980円 複勝:04=230円 11=130円 08=190円 枠連:1,220円",,,,,,,,,,,
"馬連:2,810円 ワイド:01-04=1,060円 01-16=1,230円 04-16=580円",,,,,,,,,,,,"馬連:20,350円 ワイド:01-02=4,780円 02-03=610円 01-03=10,650円",,,,,,,,,,,,馬連:320円 ワイド:05-08=140円 01-05=270円 01-08=320円,,,,,,,,,,,,"馬連:1,510円 ワイド:04-11=520円 04-08=1,130円 08-11=370円",,,,,,,,,,,
"馬単:5,990円 3連複:5,360円",,,,,,,,,,,,"馬単:33,020円 3連複:40,360円",,,,,,,,,,,,"馬単:610円 3連複:490円 3連単:1,860円",,,,,,,,,,,,"馬単:3,540円 3連複:3,180円 3連単:24,570円",,,,,,,,,,,
