07年 8月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■10R  ダ1700m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,
 9, 3,Ｊライジングバイオ, 31,中村将, 1.2, 35,  -5, -18,11,150.2, ⑪⑩, 9, 8, コウエイビｰト,---,赤木高, 2.5, 26,  -9, -24,11,107.5, ⑦⑦, 9, 7,Ａヒエン, 60,幸英明, 1.7, 42,*  7, -40, 1,  3.1,④④⑧, 9, 5,Ｈテイエムヤマトオｰ, 77,内田浩, 1.4, 66,  -4,  18,10,107.0,⑩⑨⑨
10,10,Ｌフジノアリオン, 25,田中健, 1.2, 33,  -3, -21,12,275.2, ⑦⑩,10, 1, ウイニングコウイチ,---,太宰啓, 2.8, 23, -10, -27, 9, 63.4, ⑦⑧,10, 6,Ｅニコラスバロｰズ, 53,熊沢重, 2.0, 39,   5, -42, 7, 17.2,⑦⑦⑮,10, 7,Ｃヒｰロｰアンセム, 85,渡辺薫, 1.7, 61,*  2,   6, 5,  8.8,①①②
11, 6,Ｅダノンタイガｰ, 41,小牧太, 1.6, 31,  -1, -26, 6, 14.1, ⑦⑥,11, 2, ビガラスアクション,---,藤岡康, 4.4,-30, -20, -46,10, 64.0, ⑪⑪,11, 2, タイキエリｰゼ,---,上村洋, 2.1, 39,   5, -43, 6, 13.9,⑬⑦⑥,11, 8,Ｌグランドサファイヤ, 68,太宰啓, 1.9, 62,  -6,  16, 9, 62.8,⑫⑪⑫
12,12,Ｉハマノオラトリオ, 31,酒井学, 1.7, 30,  -1, -27,10, 53.5, ⑦⑥,,,,,,,,,,,,,12,10,Ｈザドリｰムキング, 47,高橋智, 2.6, 36,   5, -51,10, 48.8,⑨⑦⑪,12, 4,Ｋビッグシャｰク, 72,浜中俊, 1.9, 61,  -5,  14,12,208.8,⑥⑩⑪
13, 4,Ｍハニｰソオスイｰト, 22,飯田祐, 2.7, 15,  -4, -39,13,368.1, ⑪⑫,,,,,,,,,,,,,13,14,Ｎセルゲイエフ, 38,中村将, 2.7, 33,*  7, -61,13,113.7,①①②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,16,Ｌシルクスパングル, 43,大下智, 3.7, 23,*  6, -75,15,281.4,②③⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｋチョウスペシャル, 43,佐藤哲, 3.8, 26,   3, -64,12,101.1,⑦⑫⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:稍重(指数:-7),,,,,,,,,,,
単勝:300円 複勝:05=110円 11=120円 09=130円 枠連:410円,,,,,,,,,,,,"単勝:810円 複勝:06=210円 09=290円 10=130円 枠連:2,650円",,,,,,,,,,,,"単勝:2,300円 複勝:12=570円 08=200円 01=190円 枠連:1,980円",,,,,,,,,,,,"単勝:710円 複勝:06=240円 09=200円 11=400円 枠連:1,550円",,,,,,,,,,,
馬連:440円 ワイド:05-11=180円 05-09=230円 09-11=310円,,,,,,,,,,,,"馬連:5,350円 ワイド:06-09=1,260円 06-10=510円 09-10=590円",,,,,,,,,,,,"馬連:6,550円 ワイド:08-12=1,800円 01-12=2,090円 01-08=560円",,,,,,,,,,,,"馬連:1,770円 ワイド:06-09=620円 06-11=1,000円 09-11=1,030円",,,,,,,,,,,
馬単:840円 3連複:630円,,,,,,,,,,,,"馬単:11,550円 3連複:3,880円",,,,,,,,,,,,"馬単:15,960円 3連複:12,020円",,,,,,,,,,,,"馬単:3,750円 3連複:6,560円 3連単:34,630円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 5R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 8R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■11R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秋吉台特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａクリノラプソディｰ, 53,鮫島良,, 57,* -6,   3, 1,  2.0,②②②, 1,14,Ａトシセント, 58,佐藤哲,, 57,  -1,* -3, 1,  2.1,⑥④②, 1, 6,Ｂキクノグロｰリｰ, 66,赤木高,, 74,* 11,   4, 2,  4.9, ①①, 1,12,Ｋヒノトリ, 62,高橋亮,, 73,   2,* 17,15,170.4, ⑪⑦
 2, 6,Ｈタイムトラベリング, 40,川田将, 0.2, 55,  -7,   3, 5, 11.2,⑤③③, 2,10,Ｂエｰシンエヴァン, 55,幸英明, 0.6, 53,*  1, -12, 2,  3.7,①①①, 2, 5,Ａナリタファントム, 71,中村将, 0.5, 64,*  7,   0, 1,  2.2, ②③, 2, 7,Ｂスｰパｰワシントン, 72,和田竜, 0.3, 69,   5,*  9, 1,  2.0, ⑩⑪
 3, 2,Ｄキシュウアゲイン, 45,幸英明, 0.3, 52,* -5,  -1, 2,  4.4,①①①, 3, 6,Ｅナナヨｰウインド, 44,難波剛, 0.9, 48,  -6,* -3,10, 53.9,⑫⑫⑨, 3,11,Ｃイエスオアノｰ, 64,浜中俊, 0.5, 64,*  7,  -1, 3,  7.1, ②②, 3,13,Ｃワイルドイリｰガル, 71,角田晃, 0.3, 77,* 19,  -6, 7, 16.4, ②②
 4,12,Ｂニシノナデシコ, 51,船曳文, 0.3, 57, -11,*  7, 3,  7.5,⑤⑦⑥, 4, 5,Ｇホｰマンフラッシュ, 43,内田浩, 1.1, 47,  -3, -10, 4, 10.2,⑩⑦⑤, 4,10,Ｄナムラオシリス, 64,上村洋, 0.6, 66,   2,   4, 6, 10.4, ④④, 4, 9,Ｄトッケンショウブ, 71,川田将, 0.4, 66,   2,* 11, 6, 12.5, ⑪⑬
 5, 9,Ｆラヴファクトリｰ, 43,田中克, 0.6, 53, -12,*  5, 7, 16.9,⑨⑧⑦, 5,13,Ｃメイショウシｰワン, 50,石橋守, 1.7, 43,  -2, -18, 3,  6.5,④④④, 5,13,Ｇロｰランバｰク, 59,飯田祐, 0.8, 62,  -4,   4,12, 86.7, ⑦⑦, 5, 3,Ｆエジプシャン, 65,芹沢純, 0.5, 69,  12,   0, 4, 11.2, ⑤④
 6, 5,Ｋファルｰシュ, 35,藤岡康, 1.4, 40,  -8, -10,10, 78.8,⑤③③, 6,12,Ｄトｰナメントシチｰ, 45,小坂忠, 1.9, 41,  -3, -18,12, 78.8,⑧⑦⑧, 6,14,Ｉチキリサンボｰイ, 59,太宰啓, 0.8, 64,  -7,*  7, 7, 25.5, ⑩⑩, 6,11,Ｅマルカシリウス, 70,熊沢重, 0.5, 71,  15,  -3, 5, 12.4, ③③
 7, 1,Ｅゲットザチャンス, 44,和田竜, 1.6, 44, -13,   0, 4, 10.8,⑬⑪⑩, 7, 8,Ｍカネトシグラシアス, -6,中村将, 2.6, 34,  -5, -24,13, 92.0,⑩⑪⑩, 7, 7,Ｆプルｰヴドメリト, 63,和田竜, 0.9, 62,  -5,   5, 4,  9.8, ⑦⑦, 7,16,Ａリリウオカラニ, 73,鮫島良, 0.6, 74,* 20,  -9, 2,  6.3, ①①
 8,11,Ｇトｰセンマッハ, 42,小牧太, 2.0, 39, -12,  -5, 8, 45.6,⑨⑩⑨, 8, 2,Ｈオｰミプラネット, 39,小牧太, 2.7, 35,  -8, -16,11, 70.0,⑬⑬⑫, 8, 2,Ｋマコトテンカイチ, 54,鮫島良, 1.0, 61, -11,*  8, 8, 25.7, ⑪⑪, 8,15,Ｌマザｰレイク, 59,幸英明, 0.8, 62,   7,   0, 9, 56.4, ⑥⑥
 9, 8,Ｃケンブリッジアｰス, 46,橋本美, 2.4, 37,  -9, -13, 6, 12.8,⑨⑥⑦, 9, 1,Ｊドンブレイカｰ, 38,藤岡康, 2.8, 32,  -5, -27, 6, 22.9,⑨⑨⑩, 9, 4,Ｅメイショウヒミコ, 64,石橋守, 1.1, 57,   2,  -1, 5,  9.9, ④④, 9, 6,Ｇツルマルロｰズ, 64,佐藤哲, 0.9, 59,   2,   3, 3,  6.6, ⑪⑪
10, 3,Ｌバブルビッグワン, 32,高橋智, 2.7, 38,  -7, -21,11, 83.0,③③⑤,10, 7,Ｆヴィヴァコウベ, 44,和田竜, 2.9, 35,*  0, -33, 8, 48.1,②②②,10,12,Ｎウインザタロｰ, 46,内田浩, 1.7, 49,   0,  -7,14,274.6, ④④,10, 5,Ｍマルタカタイロｰ, 58,渡辺薫, 0.9, 59,   2,   3,13,105.9, ⑪⑬
11,13,Ｉシオン, 36,飯田祐, 2.7, 34, -13, -10, 9, 74.0,⑫⑪⑩,11, 4, バリバリセレブ,---,川田将, 3.2, 32,  -2, -33, 5, 13.4,④④⑤,11, 9,Ｌタガノマイラバｰ, 52,熊沢重, 1.9, 47, -18,   3,10, 75.7, ⑬⑫,11, 2,Ｉリッカアリアラ, 62,小牧太, 1.0, 59,   7,  -3, 8, 23.6, ⑥⑩
12,10,Ｍリリｰカントリｰ, 13,荻野琢, 6.1,-53, -15, -42,13,251.9,⑤⑬⑬,12, 9,Ｋボンディｰル, 30,上村洋, 3.9, 28,*  0, -42, 7, 29.0,②②⑤,12, 8,Ｈエイシンボンテン, 59,幸英明, 1.9, 46,  -3,  -7, 9, 33.2, ⑦⑦,12, 4,Ｈコウエイバッカス, 62,田中健, 1.0, 57,   6,  -4,10, 75.5, ⑥⑦
13, 4,Ｊビｰナスウィスパｰ, 35,石橋守, 6.8,-78, -10, -54,12,214.8,③⑧⑫,13,15,Ｉエｰシンスロｰイン, 39,太宰啓, 4.2, 26,  -3, -39, 9, 50.6,⑥⑨⑫,13, 1,Ｍオｰガスタムｰン, 48,小牧太, 3.0, 33, -28,  -2,11, 78.2, ⑭⑭,13,14,Ｐエｰシンマリポｰサ, 53,上村洋, 1.3, 53,   6,  -9,11, 80.6, ⑥⑦
,,,,,,,,,,,,14,11,Ｌダヴィドフ, 24,田中健, 4.2, 25, -18, -18,15,232.4,⑭⑭⑭,,,,,,,,,,,,,14,10,Ｏアトラクティヴ, 53,高野容, 1.5, 50,   1,  -7,16,170.7, ⑪⑯
,,,,,,,,,,,,15, 3, ツルギサンナンバｰ,---,浜中俊, 7.8,-48, -26, -39,14,228.5,⑮⑮⑮,,,,,,,,,,,,,15, 8,Ｎマイネルピエｰル, 58,高橋智, 1.5, 52,  -3,  -2,14,157.8, ⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｊアンクルストロング, 62,川島信, 3.0, 33,  15, -42,12, 90.3, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-4),,,,,,,,,,,
単勝:200円 複勝:07=100円 06=210円 02=130円 枠連:870円,,,,,,,,,,,,単勝:210円 複勝:14=120円 10=150円 06=540円 枠連:360円,,,,,,,,,,,,単勝:490円 複勝:06=150円 05=120円 11=200円 枠連:500円,,,,,,,,,,,,"単勝:17,040円 複勝:12=2,450円 07=130円 13=400円 枠連:1,140円",,,,,,,,,,,
馬連:760円 ワイド:06-07=330円 02-07=180円 02-06=670円,,,,,,,,,,,,"馬連:350円 ワイド:10-14=200円 06-14=1,410円 06-10=1,680円",,,,,,,,,,,,馬連:540円 ワイド:05-06=230円 06-11=670円 05-11=380円,,,,,,,,,,,,"馬連:16,640円 ワイド:07-12=4,360円 12-13=28,720円 07-13=700円",,,,,,,,,,,
"馬単:1,230円 3連複:1,050円",,,,,,,,,,,,"馬単:550円 3連複:5,600円",,,,,,,,,,,,"馬単:1,320円 3連複:1,350円",,,,,,,,,,,,"馬単:58,890円 3連複:66,010円 3連単:695,330円",,,,,,,,,,,
■ 3R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 6R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.4,,,,,■ 9R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.3,,,,,■12R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,西海賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10, カネトシパワフル,,熊沢重,,,,, 1,  2.4,①①②, 1,11,Ｃテイエムフッカツ, 61,小牧太,, 65,   2,*  5, 2,  4.4, ⑥④, 1,14,Ｃタガノプルミエｰル, 73,橋本美,, 83, -12,* 29, 1,  2.0,⑫⑧④, 1, 6,Ａアヴェンティｰノ, 75,浜中俊,, 62, -16,* 17, 2,  3.4,⑥④③
 2, 1, ヤマノブルｰグラス,,白浜雄, 0.3,,,, 2,  3.8,④②①, 1, 4,Ａラブレタｰ, 63,浜中俊,, 64,*  5,  -2, 4,  7.8, ②②, 2, 8,Ａフミノバラｰド, 77,角田晃, 0.3, 66,* -8,  19, 2,  5.1,③②②, 2, 3,Ｄバトルバニヤン, 64,小牧太, 0.0, 58,*-13,  14, 1,  2.5,①①①
 3,12, スリｰエリシオ,,佐久間, 2.1,,,, 6, 17.3,⑤④③, 3,10,Ｍカシノテンカ, 38,中村将, 0.2, 58,  -1,*  2, 8, 21.7, ⑥⑦, 3, 9,Ｅヒシワンスモア, 69,川田将, 0.4, 65,* -9,  19, 4,  9.3,⑥④④, 3, 5,Ｅテイエムフウウンジ, 62,和田竜, 0.1, 59,*-12,  14, 4,  6.8,②②②
 4, 3, ケイエスヨシキ,,難波剛, 2.3,,,, 7, 20.5,③③③, 4, 7,Ｂダイキチヘイロｰ, 62,難波剛, 0.2, 63,   4,   0, 3,  4.8, ④④, 4, 1,Ｄミスティラブ, 71,佐藤哲, 0.4, 61,* -8,  16, 3,  9.2,③②①, 4, 9,Ｃミスタｰジャガｰ, 64,大下智, 0.4, 55, -17,* 14, 7, 30.6,⑧⑦⑤
 5, 7, マヤノシャドｰ,,植野貴, 2.6,,,, 3,  4.1,⑤④⑤, 5, 8,Ｉカシノマキバオｰ, 48,野元昭, 0.4, 65,* 10,  -9, 7, 18.8, ①①, 5,12,Ｇサンクスアロット, 66,上村洋, 0.5, 64, -10,  19,11, 43.8,⑧⑤④, 5, 7,Ｇシｰロｰレル, 58,藤岡康, 0.6, 51, -18,  12, 9, 56.5,⑧⑧⑧
 6, 4, テイエムゼネラル,,宇田登, 3.8,,,,10, 89.6,⑦⑦⑥, 6,12,Ｋニホンピロタルト, 46,石橋守, 0.6, 60,*  9, -11,12, 59.5, ②②, 6, 2,Ｆシルクメガヒット, 69,中村将, 0.7, 58, -10,  16, 5, 13.2,⑤⑤④, 6, 4,Ｆロｰテクロイツ, 60,幸英明, 0.8, 45, -14,   7, 5, 15.0,④④⑤
 7,11, メイショウデネブ,,南井大, 5.1,,,,12,145.1,⑧⑧⑦, 7,13,Ｅマイプリティワン, 56,和田竜, 0.6, 58,   5,  -8, 1,  3.4, ④④, 7, 4,Ｌクｰドゥシャンス, 62,鮫島良, 0.7, 62, -12,  19, 7, 16.7,⑧⑧⑧, 7, 8,Ｈアグネスメリット, 58,太宰啓, 1.1, 44, -16,   8, 8, 37.6,⑩⑧⑨
 8, 2, アグネスボｰイ,,小坂忠, 7.7,,,, 5, 13.0,②⑥⑦, 8,16,Ｄブライティアポｰチ, 60,飯田祐, 0.8, 51,  -1,  -5, 9, 26.0, ⑨⑩, 8,11,Ｂトｰホウシャイン, 74,川島信, 0.8, 70, -15,* 25, 6, 13.5,⑭⑬⑪, 8,11,Ｋゴｰルドジェット, 47,高橋智, 1.2, 37, -14,   0,10, 95.5,④④⑤
 9, 8, スリｰセレブル,,黒岩悠,11.3,,,, 9, 71.1,⑩⑩⑩, 9, 9,Ｊオｰミソフィｰ, 47,藤岡康, 0.8, 47,  -3,  -7,15,160.2, ⑨⑦, 9,10,Ｋキョウワノスタｰ, 63,渡辺薫, 1.1, 61, -15,  21,14,113.2,⑬⑬⑬, 9, 2,Ｂロｰズドレッシュ, 64,佐藤哲, 1.2, 38, -13,  -1, 3,  5.1,③②③
10, 6, セフティグランプリ,,菊地昇,11.6,,,,11,105.4,⑪⑪⑪,10, 2,Ｆファイトシｰン, 54,太宰啓, 1.0, 48,  -1,  -8, 5, 12.1, ⑨⑩,10, 5,Ｍベルモントプロテア, 54,田中健, 1.1, 52, -13,  14,10, 40.3,⑩⑧⑩,10, 1,Ｉノッティングサン, 58,中村将, 1.8, 32, -17,  -5, 6, 20.0,⑥⑧⑨
11, 5, パフィｰダンス,,内田浩,12.9,,,, 8, 57.9,⑨⑨⑨,11, 1,Ｏウイニングハピネス,-71,渡辺薫, 1.1, 48,   2, -12,11, 51.7, ⑥⑦,11,13,Ｉクインフュｰチャｰ, 64,赤木高, 1.2, 49, -10,   9, 9, 37.8,②⑤⑧,11,10,Ｊチョウビジン, 48,赤木高, 1.8, 35, -19,   4,11,105.4,⑪⑪⑪
,,,,,,,,,,,,12, 5, ケイズビｰナス,---,角田晃, 1.1, 45,  -6,  -5, 6, 12.3, ⑬⑫,12, 6,Ｈユニバｰサル, 65,幸英明, 1.2, 54, -14,  16, 8, 29.6,⑩⑪⑪,,,,,,,,,,,,
,,,,,,,,,,,,13, 3,Ｈマイカトリｰヌ, 49,田中克, 1.1, 42,  -8,  -7,13, 94.3, ⑬⑭,13, 7,Ｎヒトリムスメ, 51,和田竜, 1.7, 48,* -7,  -5,12, 75.3,①①②,,,,,,,,,,,,
,,,,,,,,,,,,14,15,Ｇメイショウルシｰタ, 51,田中健, 1.4, 40, -27,*  7,14,116.1, ⑮⑮,14, 3,Ｊビクトリアメｰク, 63,小牧太, 1.8, 43, -13,   6,13, 96.5,⑥⑪⑭,,,,,,,,,,,,
,,,,,,,,,,,,15, 6,Ｎクイｰンナイサｰ, 29,鮫島良, 1.9, 34,  -1, -22,10, 29.9, ⑨⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,
単勝:240円 複勝:10=110円 01=140円 12=290円 枠連:350円,,,,,,,,,,,,"単勝:360円 複勝:04=230円 11=190円 10=600円 枠連:1,470円",,,,,,,,,,,,単勝:200円 複勝:14=120円 08=150円 09=230円 枠連:520円,,,,,,,,,,,,単勝:340円 複勝:06=130円 03=130円 05=150円 枠連:400円,,,,,,,,,,,
馬連:400円 ワイド:01-10=190円 10-12=480円 01-12=670円,,,,,,,,,,,,"馬連:1,380円 ワイド:04-11=490円 04-10=2,070円 10-11=1,700円",,,,,,,,,,,,馬連:590円 ワイド:08-14=280円 09-14=350円 08-09=560円,,,,,,,,,,,,馬連:410円 ワイド:03-06=180円 05-06=330円 03-05=280円,,,,,,,,,,,
"馬単:670円 3連複:1,230円",,,,,,,,,,,,"馬単:1,490円 3連複:13,250円",,,,,,,,,,,,"馬単:930円 3連複:1,330円 3連単:4,230円",,,,,,,,,,,,"馬単:920円 3連複:720円 3連単:3,810円",,,,,,,,,,,
