07年 7月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10.5,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,,■10R  芝2000m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,
 9,12,Ｌホウザンショｰコ,-58,野元昭, 2.8, 24, -30,  -7,12,333.8, ⑩⑩, 9, 8, ファンドリテンカ,---,幸英明, 1.2, 34, -20,   4, 5, 12.0,⑧⑧⑦, 9, 9,Ｊメイショウリップル, 50,川島信, 0.7, 56, -13,*  6,11, 69.7, ⑯⑮, 9, 7,Ｉタガノデンジャラス, 81,橋本美, 0.8, 75,   1,  18,11, 41.4,⑩⑫⑨
10,10,Ｆカシノブレイヴリ, 33,渡辺薫, 3.3,-16, -14, -30, 5, 23.7, ⑦⑧,10,14, エドワｰドバロｰズ,---,佐藤哲, 1.3, 33, -19,   1, 6, 22.6,⑤⑤⑦,10,16,Ｈムファルメ, 52,幸英明, 1.0, 51,  -4,  -6, 7, 26.8, ⑨⑨,10,12,Ｆソリッドプラチナム, 85,小牧太, 1.1, 67,   1,  12, 8, 14.2,⑦⑩⑩
11, 2,Ｊコウエイバｰテル, 18,田中克, 4.3,-61, -21, -43, 9,152.3, ⑨⑪,11, 1, テイケイプリオｰル,---,鮫島良, 1.4, 32, -21,   4,12, 83.8,⑫⑨⑨,11, 1,Ｄアグネスマｰズ, 60,角田晃, 1.1, 50,*  2, -13, 2,  6.3, ③④,11, 8,Ｂメイショウカイドウ, 87,武豊  , 1.5, 67,   8,   6, 5,  8.1,⑦⑥⑩
12, 6,Ｋシゲルアドミレ,-55,熊沢重, 7.0, 7.0---, -35, -67,11,208.0, ⑫⑫,12,15, テイエムスｰペリア,---,和田竜, 1.6, 32,*-16, -10,13, 84.9,③②②,12, 8,Ｉパルｰル, 50,中村将, 1.2, 45, -11,  -6,15,156.3, ⑫⑫,12, 4,Ｌトリリオンカット, 74,和田竜, 1.7, 59,   2,   2,12, 44.1,⑦⑨⑫
,,,,,,,,,,,,13, 7, ダｰクソルジャｰ,---,小坂忠, 1.7, 28,*-16, -12,16,243.5,①②④,13,14,Ｏメイショウビヨンド, 41,田中克, 1.4, 41, -24,   3,18,342.8, ⑱⑰,,,,,,,,,,,,
,,,,,,,,,,,,14,13, マイネルトリオンフ,---,角田晃, 2.9,  1, -25, -12,11, 74.8,⑭⑭⑮,14, 5,Ｂクルム, 62,芹沢純, 1.7, 40,  -6, -15,12, 92.1, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,15, 6, スエズ,---,小牧太, 2.9,-16, -22, -18, 8, 42.4,⑧⑩⑬,15, 7,Ｍナムラマッハ, 46,真島正, 1.8, 39,  -6, -16, 8, 54.5, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,16,16, シゲルエルピダ,---,真島正, 6.1, 6.1---, -32, -47,15,184.9,⑯⑯⑯,16,18,Ｒブライティアクロス,-48,佐久間, 1.9, 38,*  7, -30,10, 61.8, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｐエイブルシチｰ, 40,船曳文, 2.4, 25, -19, -17,14,144.5, ⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｑナリタアンリ, 35,橋本美, 3.0, 20,  -9, -32,16,221.2, ⑫⑯,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+24 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-5),,,,,,,,,,,
単勝:120円 複勝:04=100円 03=210円 01=340円 枠連:490円,,,,,,,,,,,,"単勝:370円 複勝:09=170円 03=590円 05=180円 枠連:3,230円",,,,,,,,,,,,単勝:190円 複勝:10=110円 06=240円 02=750円 枠連:860円,,,,,,,,,,,,"単勝:810円 複勝:02=250円 01=380円 09=1,150円 枠連:4,140円",,,,,,,,,,,
"馬連:500円 ワイド:03-04=260円 01-04=430円 01-03=1,550円",,,,,,,,,,,,"馬連:3,880円 ワイド:03-09=1,150円 05-09=490円 03-05=1,670円",,,,,,,,,,,,"馬連:930円 ワイド:06-10=370円 02-10=1,560円 02-06=4,640円",,,,,,,,,,,,"馬連:4,110円 ワイド:01-02=1,240円 02-09=3,130円 01-09=5,020円",,,,,,,,,,,
"馬単:640円 3連複:1,890円",,,,,,,,,,,,"馬単:6,670円 3連複:6,970円",,,,,,,,,,,,"馬単:1,370円 3連複:11,650円",,,,,,,,,,,,"馬単:7,620円 3連複:42,110円 3連単:223,190円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11.8,,,,,■ 5R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.5,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■11R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,若戸特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃキャプテントゥｰレ, 39,武豊  ,, 57,*-22,* 19, 1,  2.6,①②①, 1, 5,Ａノｰザンシャトル, 74,幸英明,, 65,*  8, -10, 4,  7.4,①①①, 1,13,Ｂマドンナブラボｰ, 67,高井彰,, 75,   1,* 14, 5, 15.3,⑧⑧②, 1, 2,Ｂダイシンハｰバｰ, 76,川田将,, 76,  -2,* 20, 5, 18.5,⑥⑥④
 2, 3,Ａジョニｰバロｰズ, 56,佐藤哲, 0.1, 64, -25,* 24, 3,  4.1,③⑥③, 2, 3,Ｑキュｰティゴｰルド, 38,和田竜, 0.1, 64,*  5,  -5, 8, 23.8,⑤④②, 2,15,Ａレｰスドｰル, 76,武豊  , 0.3, 71,   2,*  8, 1,  1.4,⑥⑤①, 2, 8,Ｋナイスヴァレｰ, 61,和田竜, 0.1, 65,*  1,   9, 7, 25.1,①①①
 3, 8,Ｆアンヴェイル, 30,小牧太, 0.3, 48,*-22,  15, 4,  9.4,⑦①②, 3, 9,Ｆナスノファイン, 55,武豊  , 0.3, 61,   3,  -4, 1,  3.5,⑧⑥⑥, 3,14,Ｊオｰミチェリッシュ, 57,藤岡康, 0.9, 64,  -1,*  6, 9, 48.3,⑫⑩⑤, 3, 3,Ａウイドｰハンタｰ, 84,武豊  , 0.1, 77,  -3,* 20, 1,  1.6,⑥⑧④
 4,11,Ｂフォｰエヴァｰラン, 45,鮫島良, 0.6, 47, -25,  16, 2,  3.3,⑨⑥④, 4,13,Ｌマイネアプレイザｰ, 49,藤岡康, 0.3, 56,  -2,*  4, 3,  4.9,⑭⑮⑫, 4, 5,Ｄセフティプラスワン, 62,河北通, 1.0, 64,   0,   5, 2,  9.7,⑩⑩⑧, 4, 6,Ｃベルフリｰ, 75,佐藤哲, 0.3, 74,  -4,* 20, 4,  9.5,⑩⑨⑥
 5,13,Ｋアイアングリｰン, 20,上村洋, 1.6, 29,*-23,  -4,12,187.6,②②⑥, 5,16,Ｍジｰキャラバンク, 49,田中克, 0.6, 54,   0,  -7,16,214.3,⑧⑧⑦, 5, 3,Ｃアドマイヤミスティ, 64,川田将, 1.2, 62,   1,   1, 3, 11.1,⑧⑦⑤, 5,10,Ｇスタｰダストボｰイ, 67,太宰啓, 0.7, 63,  -4,  12, 9, 77.1,⑧⑨⑦
 6, 6,Ｄアマノスパイダｰ, 38,川田将, 1.7, 28,*-23,  -5, 5, 11.2,⑪②④, 6,11,Ｇアドマイヤマリア, 54,池添謙, 0.7, 56,   1,  -4,13, 49.3,⑫⑫⑨, 6,12,Ｉオナｰリｰブ, 58,上村洋, 2.2, 56,*  4, -12, 4, 13.6,③②③, 6,13,Ｄアグネスヨジゲン, 73,池添謙, 0.7, 57,*  0,   3, 2,  6.0,③②②
 7,10,Ｊシャイニングデイ, 27,角田晃, 1.7, 32, -31,  12,14,254.2,⑮⑭⑫, 7,15,Ｋツルマルトミヒメ, 50,上村洋, 0.7, 57,*  5, -14,11, 41.1,⑥④④, 7, 1,Ｇバトルサクヤビメ, 59,幸英明, 2.2, 57,  -2,  -1, 6, 18.6,⑮⑬⑤, 7, 4,Ｉナムラシンドバッド, 64,赤木高, 0.9, 56,  -3,   6,10,103.3,⑧⑥⑫
 8, 7,Ｍマダムビジュｰ, 18,藤岡康, 1.8, 23, -27,  -4,13,240.4,⑤⑥⑦, 8, 2,Ｐフレノカトリｰヌ, 42,小林久, 0.9, 54,   1,  -8,15,187.6,⑩⑫⑪, 8, 7,Ｆアドラｰブルキス, 60,小牧太, 2.3, 54,  -2,  -2, 8, 34.0,⑩⑬⑬, 8, 9,Ｅビクトリｰフラッグ, 71,中村将, 1.0, 62,  -6,  12, 3,  7.1,⑩⑪⑦
 9, 1,Ｅシェナンドｰ, 32,田中克, 1.8, 21, -30,   2,15,312.0,⑨⑪⑧, 9,12,Ｂマッキｰパシオン, 66,石橋守, 0.9, 55,  -1,* -2, 6, 16.0,⑭⑯⑫, 9,16,Ｅサンキンレタｰ, 61,荻野琢, 2.5, 51,*  2, -16, 7, 19.5,③②④, 9,11,Ｌロングキャニオン, 59,渡辺薫, 1.4, 51,  -2,  -5,12,115.0,⑤⑤③
10, 2,Ｇジャングルゼット, 29,池添謙, 2.4, 21, -29,  -4, 6, 21.2,⑫⑪⑧,10,17,Ｈファｰストチェア, 52,川田将, 0.9, 55,*  7, -20, 5, 10.6,②③④,10, 6,Ｌドナパッション, 55,中村将, 2.9, 48,  -1, -12,11,130.0,⑫⑩⑪,10, 5,Ｆハギノエントラｰタ, 70,幸英明, 1.4, 54,  -7,   7, 8, 50.1,⑬⑪⑦
11,14,Ｉダンスウェｰブ, 28,和田竜, 2.5, -9,*-23, -16, 7, 27.7,③⑤⑧,11, 6,Ｎオｰシャンレディｰ, 46,鮫島良, 1.2, 51,   1, -11,14, 61.4,⑭⑫⑫,11,11,Ｐルスナイクノイチ, 48,飯田祐, 3.2, 47,  -4,  -8,14,214.5,⑭⑮⑬,11, 7,Ｈタマヒカル, 66,高橋智, 1.5, 53,*  0,  -7,11,110.5,④④⑦
12,15,Ｎハナヤカ,-15,幸英明, 2.6, -7, -25, -14,10,146.1,⑤⑥⑧,12, 1,Ｊテイエムメガミ, 50,中村将, 1.3, 48,  -3,  -9,10, 27.3,⑱⑯⑫,12, 4,Ｋレオシュガｰ, 55,小林久, 4.0, 42,   2, -26,15,227.9,⑤⑤⑬,12,12,Ｍハギノグランハｰト, 59,鮫島良, 1.7, 49,  -6,   2,13,139.4,⑩⑪⑫
13, 9,Ｌキアｰロ, 20,田中健, 2.8, -6, -31, -10,11,165.9,⑫⑬⑭,13,10,Ｃファストパス, 59,渡辺薫, 1.6, 47,   2, -20, 2,  4.9,⑫⑧⑦,13, 8,Ｈメイショウアマン, 59,橋本美, 4.2, 40,   1, -26,12,134.6,⑥⑧⑪,13, 1,Ｊマッキｰサムソン, 63,石橋守, 2.4, 40,* -1, -23, 6, 21.7,②②⑦
14, 5,Ｈボナジョルナｰタ, 28,渡辺薫, 3.0,-21, -27, -16, 8, 77.3,⑦⑩⑫,14, 8,Ｅテイエムカモシカ, 57,田嶋翔, 2.2, 42,*  7, -41,12, 47.0,②②②,14,10,Ｎカシノアマゾネス, 52,高野容, 6.5, 25,   3, -52,10,103.4,①②⑧,,,,,,,,,,,,
15, 4,Ｏマイティｰハンタｰ,-26,中村将, 6.3, 6.3---, -41, -43, 9,134.9,⑭⑮⑮,15,18,Ｏメイショウシキブ, 44,田中健, 3.2, 33,  -4, -37,17,251.6,⑰⑯⑱,15, 2,Ｍロングパイル, 53,熊沢重, 6.5, 26,*  4, -53,13,157.1,②①⑧,,,,,,,,,,,,
,,,,,,,,,,,,16, 7,Ｉピサノイナバウアｰ, 51,横山典, 3.3, 34,   3, -47, 7, 20.4,⑦⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,14,Ｒゴｰルドブリッジ, 33,角田晃, 3.4, 34,   4, -52,18,260.3,②⑥⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 4,Ｄタイユイヒメ, 57,太宰啓, 3.5, 33,   2, -49, 9, 23.9,⑩⑧⑫,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-5),,,,,,,,,,,
単勝:260円 複勝:12=120円 03=160円 08=230円 枠連:420円,,,,,,,,,,,,"単勝:740円 複勝:05=250円 03=530円 09=160円 枠連:5,090円",,,,,,,,,,,,"単勝:1,530円 複勝:13=280円 15=110円 14=580円 枠連:710円",,,,,,,,,,,,"単勝:1,850円 複勝:02=310円 08=440円 03=110円 枠連:4,750円",,,,,,,,,,,
馬連:650円 ワイド:03-12=330円 08-12=540円 03-08=690円,,,,,,,,,,,,"馬連:11,190円 ワイド:03-05=2,660円 05-09=640円 03-09=1,990円",,,,,,,,,,,,"馬連:970円 ワイド:13-15=470円 13-14=4,220円 14-15=1,040円",,,,,,,,,,,,"馬連:11,990円 ワイド:02-08=2,990円 02-03=440円 03-08=590円",,,,,,,,,,,
"馬単:1,090円 3連複:2,200円",,,,,,,,,,,,"馬単:23,360円 3連複:15,020円",,,,,,,,,,,,"馬単:3,450円 3連複:8,770円",,,,,,,,,,,,"馬単:29,570円 3連複:4,560円 3連単:72,310円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.7,,,,,■ 6R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 9R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,響灘特別,,,,,,,,,,,,筑紫特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃマイティマイロｰド, 55,和田竜,, 62,*  5,  -2, 2,  3.2, ①①, 1, 9,Ｆニホンピロシェリｰ, 51,酒井学,, 66,  -6,*  9, 2,  4.9,④④④, 1,13,Ａアイスドｰル, 87,和田竜,, 77,   7,* 13, 2,  4.1,⑦⑥④, 1,15,Ｆコウユｰキズナ, 67,横山典,, 79,  -5,* 20, 4,  6.9, ⑩⑩
 2,11,Ｂオリオンスタｰズ, 62,小坂忠, 0.0, 63,  -2,*  3, 1,  2.1, ⑤⑥, 2, 5,Ｂツルマルシルバｰ, 54,幸英明, 0.6, 63,  -9,*  9, 5,  8.0,⑫⑩⑧, 2,11,Ｂクリｰン, 77,武豊  , 0.1, 76,   4,* 17, 1,  1.7,⑬⑬⑨, 2,16,Ｉエｰシンアロｰ, 65,武豊  , 0.1, 73,   0,  14, 1,  3.6, ⑧⑥
 3,12,Ｅニオウ, 51,太宰啓, 0.0, 62,   3,  -1, 5, 14.7, ③②, 3,15,Ａホッコｰワンマン, 68,池添謙, 0.8, 53,* -5,  -1, 1,  2.9,③②②, 3, 7,Ｊクラリオンコｰル, 66,真島正, 0.7, 74,* 13,  -3, 5, 17.7,②②②, 3, 4,Ｃリッカバクシンオ, 74,小牧太, 0.2, 68,* 14,   1, 2,  4.1, ①①
 4, 2,Ａスズノトップレディ, 64,藤岡康, 0.1, 58,   2,  -3, 3,  4.1, ③④, 4,11,Ｅロｰドオブザスタｰ, 51,武豊  , 1.1, 49,* -5,  -3, 3,  5.1,②②①, 4, 5,Ｈアグネスラック, 69,幸英明, 0.8, 72,  10,   1, 6, 17.7,⑤④③, 4,14,Ａシゲルダイハッカイ, 76,川田将, 0.4, 66,   4,   7, 3,  4.3, ⑤③
 5, 5,Ｈヨドノドリｰマ, 38,赤木高, 0.3, 60, -14,*  8,14,415.5, ⑨⑧, 5, 3,Ｌオンワｰドカミｰノ, 42,大下智, 1.5, 50, -12,   1,11,108.7,⑫⑫⑥, 5, 6,Ｄイセノイチ, 72,内田浩, 1.0, 69,   6,   6,11, 68.7,⑪⑨⑨, 5,18,Ｄマチカネニオウミヤ, 74,石橋守, 0.4, 67,   2,   8, 5, 13.7, ⑥⑤
 6, 8,Ｇスリｰコジｰン, 43,田中克, 0.6, 49,*  3,  -9,10,198.6, ②②, 6,10,Ｈマヤノビャッコ, 48,渡辺薫, 1.7, 45,  -8,  -3, 6,  9.0,⑨⑦⑧, 6, 1,Ｃピサノアルハンブラ, 74,横山典, 1.1, 73,* 16, -13, 3, 12.3,①①①, 6,11,Ｋシティボス, 62,佐藤哲, 0.5, 70,  -9,* 18,17,198.5, ⑬⑯
 7, 4,Ｄエンジェルフェザｰ, 53,熊沢重, 0.7, 51,  -2,  -5, 4, 12.2, ⑤⑤, 7, 8,Ｄセトノギムレット, 52,和田竜, 2.5, 39,  -6, -15, 9, 54.0,④④④, 7,12,Ｍシゲルダンプウ, 62,池添謙, 1.4, 66,   5,   3,13,116.0,⑪⑨⑨, 7, 5,Ｇフレンチバレル, 67,鮫島良, 0.5, 68,  -8,  15,10, 35.0, ⑬⑬
 8,14,Ｋスリジェ, 26,中村将, 0.8, 49, -12,   0, 8, 95.2, ⑧⑧, 8, 7,Ｋキングプロテア, 44,佐藤哲, 2.7, 37,  -8, -13, 8, 49.6,⑫⑦⑥, 8, 8,Ｆゲットアウト, 71,太宰啓, 1.4, 65,   3,   8, 7, 26.5,⑭⑭⑭, 8, 6,Ｌテイエムカイブツ, 61,芹沢純, 0.5, 75, -15,* 24,13, 65.5, ⑱⑮
 9,13,Ｉブルｰジュエル, 36,川島信, 1.1, 46,  -6,  -6,13,282.2, ⑦⑥, 9,13,Ｉタガノヴォイス, 48,田中健, 2.9, 34, -14,  -9,12,178.3,⑮⑭⑫, 9, 9,Ｋインプレスゴｰルド, 64,藤岡康, 1.7, 63,   7,  -3, 9, 40.6,⑦⑥④, 9, 9,Ｊアップステｰジ, 64,太宰啓, 0.6, 61,*  7,   0,12, 55.2, ③③
10, 7, スクワｰトバロｰズ,---,佐藤哲, 1.6, 40, -18,  -4, 9,101.8, ⑩⑩,10,14,Ｍニホンピロアロア, 41,高橋智, 3.5, 36,  -8, -21,15,261.6,⑨⑦⑩,10, 2,Ｅヤマニンコｰリング, 72,熊沢重, 1.9, 63,   7,  -5,12, 71.1,⑦⑥④,10,10,Ｈテイエムカチボシ, 65,川島信, 0.8, 60,  -1,   5, 7, 27.6, ⑧⑨
11, 3,Ｆサクラサンビｰム, 44,真島正, 2.2, 32, -22,  -7, 6, 67.6, ⑪⑪,11, 6,Ｊキングダムハｰト, 47,川田将, 4.4,  4,* -5, -36, 7, 18.0,①①②,11,16,Ｐシフォンベｰル, 55,鮫島良, 1.9, 62,   6,  -2,14,291.4,⑤⑨⑬,11, 3,Ｅベストストｰリｰ, 69,渡辺薫, 0.8, 61,  -4,   8, 8, 31.0, ⑩⑩
12, 1,Ｊメイショウレッド, 27,石橋守, 2.4, 30, -32,  -3, 7, 76.1, ⑭⑭,12,16,Ｏプリティロマンス, 31,上村洋, 5.1,-16,  -7, -39,14,242.1,④④⑪,12,14,Ｎシュルｰドパｰソン, 61,高橋智, 2.0, 60,   1,   4,10, 59.2,⑯⑮⑯,12, 1,Ｍランヘランバ, 59,熊沢重, 1.1, 55,  -4,   4,11, 46.3, ⑩⑩
13, 9, テイケイグロワｰル,---,鮫島良, 2.9, 26, -26, -12,12,256.0, ⑬⑬,13, 2,Ｎオｰナｰドリｰム, 38,川島信, 5.5,-20,  -9, -38,16,295.8,⑨⑩⑬,13,10,Ｏパレスレディｰ, 59,田嶋翔, 2.1, 62,  10, -11,15,303.9,④④④,13,12,Ｑクニノオｰ, 40,小坂忠, 1.1, 58, -14,  13,16,196.1, ⑮⑯
14,10, テイエムハタガシラ,---,高井彰, 3.5, 15, -21, -21,11,205.6, ⑪⑪,14, 4,Ｃヴイマックス, 53,熊沢重, 5.7,-13, -13, -33, 4,  7.3,④⑭⑮,14,15,Ｇラインストｰム, 70,石橋守, 2.1, 60,   5,  -5, 4, 16.0,⑩⑨⑨,14, 2,Ｎミヤジレオン, 55,和田竜, 1.3, 52,   5,  -9, 9, 31.4, ③⑥
