07年12月 2日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月 2日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,
13, 6,Ｍカシノシンケン,-13,千葉直, 3.5, 22, -15, -25,13,485.5, ⑪⑬,13, 4, ビコｰウエル,,江田勇, 6.0,,,,12,137.9,⑫⑬⑬,,,,,,,,,,,,,13,15,Ｉプレミアムボックス, 76,菊沢隆, 1.4, 64,  16, -10, 9, 34.1, ⑧⑪
,,,,,,,,,,,,14, 9, スギノウルフ,,浜野谷, 8.6,,,,11,117.8,⑭⑭⑭,,,,,,,,,,,,,14,11,Ｈステラディクオｰレ, 76,石橋脩, 1.4, 61,  11,  -6,11, 58.6, ⑬⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｍレオカｰディナル, 71,岩部純, 1.5, 64,  17, -14,15,235.7, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｐコウセイカズコ, 41,吉永護, 3.4, 36,* 19, -44,16,287.3, ②⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,
"単勝:2,120円 複勝:12=370円 13=160円 09=120円 枠連:3,030円",,,,,,,,,,,,"単勝:240円 複勝:02=120円 14=410円 01=170円 枠連:1,470円",,,,,,,,,,,,単勝:250円 複勝:03=120円 09=150円 04=250円 枠連:280円,,,,,,,,,,,,"単勝:6,390円 複勝:01=1,290円 03=230円 02=500円 枠連:3,470円",,,,,,,,,,,
"馬連:3,110円 ワイド:12-13=960円 09-12=890円 09-13=220円",,,,,,,,,,,,"馬連:1,890円 ワイド:02-14=620円 01-02=320円 01-14=1,200円",,,,,,,,,,,,馬連:500円 ワイド:03-09=230円 03-04=380円 04-09=620円,,,,,,,,,,,,"馬連:20,190円 ワイド:01-03=4,390円 01-02=9,040円 02-03=1,360円",,,,,,,,,,,
"馬単:6,840円 3連複:2,590円",,,,,,,,,,,,"馬単:3,010円 3連複:3,140円",,,,,,,,,,,,"馬単:920円 3連複:1,260円",,,,,,,,,,,,"馬単:47,540円 3連複:63,840円 3連単:547,040円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.7,,,,,■ 5R  ダ1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾀｰｺｲｽﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｄマイネルアベニｰル, 35,柴山雄,, 63,* -7,* 10, 3,  8.2,⑥②②, 1, 3, ドットコム,---,ペリエ,, 63, -17,* 12, 1,  1.7,⑧⑪⑧, 1, 4,Ｂディスパｰロ, 72,小島太,, 73,  -9,* 16, 3,  8.9, ④②, 1,12,Ｃコスモマｰベラス, 86,松岡正,, 93,   9,  27, 6,  9.8,⑥④④
 2, 4,Ａタマモシンドバット, 54,松岡正, 0.9, 53,* -6,  -1, 1,  1.5,①①①, 2,12, レオアヴァロン,---,吉田隼, 0.2, 52, -14,*  5, 2,  5.2,⑧⑧⑤, 2, 5,Ｃダノンブライアン, 69,ペリエ, 0.3, 70,  -7,* 15, 1,  1.9, ④④, 2,13,Ｋザレマ, 80,柴田善, 0.1, 90,   5,  26, 5,  8.9,⑦⑥⑥
 3, 6,Ｇキョウエイフウジン, 29,勝浦正, 1.6, 46,* -7,  -6, 7, 53.1,②②②, 3, 1, トライバルジャパン,---,丹内祐, 0.9, 38,*-12,  -7, 5, 19.1,①②①, 3,13,Ｆホトダｰ, 64,江田照, 0.5, 68, -10,* 15, 4,  9.4, ⑧⑥, 3, 4,Ｍカタマチボタン, 79,石橋脩, 0.3, 82,   9,  19, 4,  7.4,③④④
 4, 1,Ｆマイネルアンジェロ, 32,丹内祐, 1.9, 47, -11,  -1, 6, 32.0,⑩⑧⑦, 4, 5, レオプラズマ,---,武士沢, 1.1, 43, -16,   0,14,111.1,⑪⑩⑥, 4, 9,Ｇセイヴィングス, 64,池崎祐, 0.6, 62,* -6,   9, 6, 19.1, ②②, 4, 3,Ｆハロｰスピｰド, 83,小林淳, 0.3, 88,   3,  26, 7, 11.6,⑩⑩⑨
 5, 2,Ｂヨイチノｰス, 49,柴田善, 2.0, 44,  -8,  -7, 2,  3.3,⑤④④, 5, 9, グランドセキトバ,---,石橋脩, 1.2, 36, -13,  -8,13, 82.2,⑭⑤③, 5, 8,Ｉマルタｰズマガン, 56,吉田隼, 0.7, 62,* -4,   8, 8, 39.8, ①①, 5, 7,Ｇランペイア, 83,鮫島良, 0.4, 89,   0,* 29, 2,  5.5,⑮⑬⑬
 6, 3,Ｉテルモピレ, 20,田中博, 2.1, 46, -15,   1, 4, 25.2,⑨⑩⑩, 6, 2, メジロフォｰナ,---,木幡初, 1.4, 42, -18,   2, 3,  9.9,⑬⑭⑪, 6,10,Ｅカラベルラティｰナ, 67,田中博, 0.8, 62, -11,  12, 2,  3.6, ⑧⑥, 6,11,Ｊマイネカンナ, 81,田中博, 0.5, 89,  -2,* 30,10, 27.6,⑭⑮⑬
 7, 8,Ｈゴｰルドピアザ, 26,吉田隼, 2.8, 37,  -9, -13, 9,106.0,③⑥⑥, 7,13, スプリングアンリ,---,菊沢隆, 1.6, 35,*-12, -13,15,189.8,⑫①②, 7,15,Ｈアンダンテシチｰ, 56,柴山雄, 1.0, 59,  -6,   7, 9, 75.5, ④⑥, 7, 2,Ｈユキノマｰメイド, 82,武士沢, 0.6, 72,* 11,   7, 9, 27.1,②②②
 8,10,Ｃベｰトｰヴェン, 44,田面木, 3.0, 35,  -8, -18, 5, 27.5,④④⑤, 8,11, ドリｰムブレイド,---,鮫島良, 2.2, 30, -17,  -8,10, 47.3,⑮⑫⑪, 8, 7,Ｄスマｰトフレンズ, 67,的場勇, 1.2, 55, -11,   7, 7, 38.3, ⑧⑥, 8, 1,Ｄナリタシｰクレット, 85,木幡初, 0.6, 73,* 11,   7,12, 73.8,①①①
 9, 9,Ｅタヤスアカヤネ, 32,江田照, 3.7, 31, -11, -18, 8,102.5,⑧⑧⑧, 9,14, フェイクスパ,---,田中博, 2.3, 28, -19,  -9,11, 49.7,④⑫⑬, 9,12,Ｌナンヨｰウエスト, 44,柴田善, 1.4, 56, -15,  11,10,102.4, ⑫⑪, 9, 5,Ｅヤマニンメルベイユ, 84,勝浦正, 0.7, 73,* 10,   9, 8, 14.1,③③③
10, 5,Ｊスｰパｰワンダｰ,-35,的場勇, 4.6, 26, -12, -28,10,181.2,⑦⑦⑧,10,10, ヒシクロｰザｰ,---,加藤士, 2.4, 32, -13, -18, 9, 34.4,④⑤⑧,10, 1,Ａピンクバンサｰ, 72,松岡正, 1.5, 58, -21,* 16, 5, 12.7, ⑮⑭,10, 6,Ｉナスノフィオナ, 81,生野賢, 0.7, 73,   4,  15,14,106.5,⑦⑥⑧
,,,,,,,,,,,,11, 7, スガノビクトリｰ,---,江田照, 2.5, 31,*-12, -22, 8, 29.5,③②③,11,16,Ｊヨイチトレジャｰ, 53,木幡初, 1.8, 49,  -8,   1,12,206.2, ⑦⑩,11,10,Ｂタイキマドレｰヌ, 89,吉田隼, 0.8, 75,   6,  16, 3,  7.2,⑦⑥⑨
,,,,,,,,,,,,12, 8, スカｰレットバｰド,---,柴山雄, 2.5, 32, -13, -19, 6, 20.4,④⑤⑥,12,11,Ｋサンマルミシル, 51,張田京, 1.9, 49,* -5,  -3,11,103.8, ②④,12, 8,Ｌレヴリ, 80,田面木, 0.8, 71,   5,  12,15,142.5,⑤⑥⑥
,,,,,,,,,,,,13,15, ナイスコマンダｰ,---,勝浦正, 4.5,-29, -14, -36,12, 63.2,④⑧⑭,13, 2,Ｏトウカイマックス, 39,千葉直, 2.1, 44, -16,   3,16,548.4, ⑫⑪,13,14,Ａキストゥヘヴン, 89,ペリエ, 1.1, 75,   6,  16, 1,  3.3,⑩⑩⑨
,,,,,,,,,,,,14, 6, アカテブクロ,---,松岡正, 4.8,-49,*-12, -43, 4, 11.8,②②⑧,14, 3,Ｎオｰドリｰロｰズ, 42,丹内祐, 2.4, 44, -19,   5,15,407.5, ⑭⑭,14, 9,Ｎライラプス, 78,菊沢隆, 1.4, 67,   4,  10,11, 70.4,⑩⑩⑨
,,,,,,,,,,,,15, 4, スプリングプラハ,---,柄崎将,10.1,10.1---, -18, -80, 7, 21.1,⑧⑭⑮,15, 6,Ｐステファニｰモモ, 37,岩部純, 2.9, 39, -21,   2,14,337.5, ⑮⑯,15,15,Ｏコアレスパティオ, 77,千葉直, 1.8, 58,  -1,   6,13, 96.2,⑩⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｍミヤコタイガｰ, 43,柄崎将, 3.3, 40, -12, -10,13,301.8, ⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-1),,,,,,,,,,,
単勝:820円 複勝:07=200円 04=110円 06=490円 枠連:390円,,,,,,,,,,,,単勝:170円 複勝:03=120円 12=160円 01=320円 枠連:430円,,,,,,,,,,,,単勝:890円 複勝:04=240円 05=110円 13=200円 枠連:740円,,,,,,,,,,,,"単勝:980円 複勝:12=270円 13=280円 04=230円 枠連:3,350円",,,,,,,,,,,
"馬連:510円 ワイド:04-07=280円 06-07=2,130円 04-06=850円",,,,,,,,,,,,"馬連:530円 ワイド:03-12=260円 01-03=530円 01-12=1,300円",,,,,,,,,,,,馬連:760円 ワイド:04-05=340円 04-13=960円 05-13=340円,,,,,,,,,,,,"馬連:3,210円 ワイド:12-13=1,130円 04-12=1,030円 04-13=980円",,,,,,,,,,,
"馬単:1,640円 3連複:4,480円",,,,,,,,,,,,"馬単:780円 3連複:2,420円",,,,,,,,,,,,"馬単:2,250円 3連複:1,790円",,,,,,,,,,,,"馬単:6,360円 3連複:8,000円 3連単:49,630円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■ 6R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■12R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,舞浜特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃマイネルファルケ, 48,柴田善,, 69,* -1,*  8, 1,  1.3,①①①, 1, 4, ペガサスフォｰト,---,ペリエ,, 61, -31,* 18, 1,  1.5,③④④, 1, 8,Ａペディクラリス, 72,ペリエ,, 89,*  7,* 19, 1,  2.3,②③②, 1, 4,Ｌテイエムポイント, 66,吉田隼,, 84,   2,* 19, 5, 18.3, ④④
 2, 5,Ｂレッズフィｰルド, 53,田中博, 0.9, 55,* -4,  -4, 2,  4.8,②②②, 2, 2, ドリｰムエレメンツ,---,田中博, 0.6, 28,*-30,   3, 3,  7.1,②①①, 2, 3,Ｊゴットザビｰト, 63,張田京, 0.3, 95,   3,* 25, 6, 15.8,⑬⑯⑨, 2, 2,Ｆグレイトフルタイム, 72,張田京, 0.2, 79,   0,  18, 2,  4.8, ⑤④
 3, 8,Ｈコスモスパロウ, 23,木幡初, 1.0, 57,  -7,*  7, 3, 10.4,⑤⑤④, 3, 5, ハギノトップクラス,---,吉田隼, 0.7, 32,*-30,   6, 4, 13.9,⑤③②, 3,14,Ｂダイワオンディｰヌ, 71,柴田善, 1.1, 75,*  7,  10, 4, 11.3,⑤④③, 3, 3,Ｇタケデンノキボｰ, 71,田中剛, 0.2, 82,  -3,* 21,12, 87.1, ⑧⑦
 4, 4,Ａポコアポコフォルテ, 56,江田照, 1.6, 49,  -7,  -1, 4, 15.8,⑦⑤④, 4, 7, スウィｰプザシｰズ,---,松岡正, 1.4, 23, -33,   3, 2,  4.8,⑦⑦⑥, 4,16,Ｈメジロレント, 66,勝浦正, 1.3, 77,   4,  14,11, 38.1,⑭⑫⑨, 4, 9,Ｈゴｰルドクラウン, 71,松岡正, 0.3, 75,*  4,  13, 3,  8.1, ③②
 5, 3,Ｄミカヅキカムイ, 45,柴山雄, 1.7, 48,  -3, -13, 5, 21.1,③②③, 5, 3, ブランデンブルグ,---,木幡初, 1.5, 14, -31,  -3, 6, 34.0,③④⑤, 5,15,Ｇサンマルセイコｰ, 68,的場勇, 1.5, 72,   5,   9,10, 30.1,⑪⑦⑦, 5, 7,Ｃサウスヒュｰマｰ, 74,田中博, 0.4, 69,*  6,   7,11, 54.8, ①①
 6, 6,Ｆドリｰブ, 36,的場勇, 2.7, 35,  -7, -22, 6, 36.1,④④④, 6, 1, ナッシュビル,---,鮫島良, 1.8,  6,*-29, -12, 7, 38.3,①②②, 6, 1,Ｐワルキュｰレ, 56,吉田隼, 1.7, 69,*  7,   4, 3, 10.5,④④③, 6, 6,Ｄバルバレスコ, 74,大庭和, 0.5, 72,   0,  13, 4, 12.0, ⑤④
 7, 7,Ｇクリンゲルラング, 28,横山義, 2.7, 38,  -9, -13, 8,173.2,⑥⑦⑦, 7, 9, レオフロンティア,---,江田照, 1.8, 13, -31,  -8, 8, 49.0,⑦④⑥, 7, 9,Ｄレオティアラ, 70,江田照, 1.8, 68,   6,   4, 8, 19.5,⑧④⑥, 7,10,Ｉイｰサンラヴ, 70,柴山雄, 0.5, 73,  -1,  15, 7, 29.0, ⑤⑦
 8, 9,Ｅキリシマセブン, 41,千葉直, 3.9, 25, -12, -31, 7,129.0,⑦⑧⑧, 8, 8, スズヨコンコルド,---,的場勇, 2.0,  8, -35,  -6, 9,104.0,⑤⑦⑧, 8, 2,Ｆランタナ, 69,木幡初, 2.0, 67,   5,   4,13, 57.3,⑨⑦⑦, 8,11,Ｋセンザイイチグウ, 67,勝浦正, 0.5, 75,  -4,  18, 9, 40.0, ⑨⑨
 9, 1,Ｉココロノマド,  3,水出大, 4.0, 28, -10, -31, 9,238.2,⑦⑧⑨, 9, 6, トレノヘイロｰ,---,武士沢, 3.8,-55, -35, -29, 5, 21.0,⑨⑨⑨, 9, 4,Ｅパｰプルプロｰズ, 70,武士沢, 2.0, 65,*  8,  -1, 2,  4.8,①①①, 9,12,Ｂダノンムロｰ, 79,ペリエ, 0.5, 77,  -8,* 21, 1,  1.7, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,10,11,Ｋフロｰレストウブ, 63,大庭和, 2.1, 67,   4,   6,15,114.8,⑭⑫⑮,10, 5,Ｅコスモミｰル, 74,木幡初, 0.7, 70,  -4,  15, 6, 23.0, ⑨⑩
,,,,,,,,,,,,,,,,,,,,,,,,11,13,Ｉクロカンブッシュ, 65,松岡正, 2.2, 66,   4,   5, 7, 16.1,⑭⑫⑬,11, 8,Ａコアレスソニック, 83,的場勇, 1.0, 58,*  4,  -1, 8, 36.8, ②②
,,,,,,,,,,,,,,,,,,,,,,,,12, 7,Ｍサムタイム, 58,鮫島良, 2.6, 62,   4,   1,14, 76.4,⑨⑫⑮,12, 1,Ｊヤクモオｰカン, 68,石橋脩, 1.2, 60,  -9,  12,10, 48.8, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｃロｰリｰポｰリｰ, 70,石橋脩, 2.6, 61,*  8,  -6, 9, 24.9,②②③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｌエイダイタカラブネ, 63,田中博, 2.6, 61,   5,  -1,12, 42.9,⑥⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｏチャイニｰズフレア, 58,菊沢隆, 3.9, 55,   5, -14, 5, 11.8,⑪⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｎツルマイクィｰン, 58,柴山雄, 4.0, 55,   5, -14,16,260.0,⑥⑦⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,
単勝:130円 複勝:02=100円 05=100円 08=130円 枠連:190円,,,,,,,,,,,,単勝:150円 複勝:04=100円 02=170円 05=210円 枠連:410円,,,,,,,,,,,,単勝:230円 複勝:08=130円 03=350円 14=320円 枠連:450円,,,,,,,,,,,,"単勝:1,830円 複勝:04=430円 02=250円 03=1,530円 枠連:4,530円",,,,,,,,,,,
馬連:190円 ワイド:02-05=120円 02-08=170円 05-08=230円,,,,,,,,,,,,馬連:430円 ワイド:02-04=210円 04-05=300円 02-05=700円,,,,,,,,,,,,"馬連:1,690円 ワイド:03-08=650円 08-14=540円 03-14=1,960円",,,,,,,,,,,,"馬連:4,390円 ワイド:02-04=1,400円 03-04=8,670円 02-03=3,810円",,,,,,,,,,,
馬単:260円 3連複:310円,,,,,,,,,,,,"馬単:540円 3連複:1,200円",,,,,,,,,,,,"馬単:2,410円 3連複:4,100円 3連単:15,690円",,,,,,,,,,,,"馬単:12,360円 3連複:41,840円 3連単:314,580円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
